"MO_ID","E_ID","X22","Y22","X23","Y23","X24","Y24","X25","Y25","X26","Y26","X27","Y27","X28","Y28","X29","Y29","X30","Y30","X31","Y31","X32","Y32","X33","Y33","X34","Y34","X35","Y35","X36","Y36","X37","Y37","X38","Y38","X39","Y39","X40","Y40","X41","Y41","X42","Y42"
"MO_149_E186.jpg","E186",-212.222462720096,283.666394422835,-209.101760028731,265.917533890977,-224.589176429875,258.372796547949,-236.432733852199,257.526718468599,-58.3155283957493,301.331117514811,-69.4448125517404,303.454166591855,-68.6053247130412,292.351243398467,-25.2449990664752,80.8989073992513,-31.2293850638205,87.511893534467,-36.3545125005137,80.8000537894879,-265.224328584564,-86.1643129074091,-264.302965563902,-78.7491858272624,-274.1514807757,-81.7995904216045,305.350050080533,552.699163089877,516.892666273949,86.4635977846414,428.359251315488,47.1597890018677,468.322084163351,-115.437048850183,214.614599772007,-570.998600705462,154.836642205064,-512.275081642662,22.5241975755385,-626.037727758078,-135.680021139524,-826.691827322427
"MO_150_E187.jpg","E187",-224.705434179866,295.815242437857,-230.140820744188,282.876631954227,-242.875058251301,279.227014611864,-254.205862448075,281.880793371122,-71.5786409487522,281.111265885413,-78.7580487295392,282.40364225831,-79.1999790961264,275.122201417885,-22.7960135034896,44.0000233067099,-29.363631288664,50.397066243405,-39.0436534233565,41.6352644199974,-242.510306316626,-35.9921568745612,-240.953785144865,-28.412772766475,-250.344964774392,-31.1691217559246,262.102725489701,523.462401062324,517.311455298995,23.639854462283,431.259192535177,18.4317972384922,486.791848341735,-58.1259481817405,321.64060891889,-571.585977932079,166.98963456101,-501.257387134357,25.4093208938351,-624.061481413415,-205.028587190102,-829.398352611336
"MO_152_E189.jpg","E189",-238.063561121914,233.391840316767,-235.732462447409,217.431672403326,-264.440309339995,207.276579979482,-280.97057878857,202.769135302694,-132.611719234089,264.840784606131,-145.669795247785,268.261393816937,-142.924239400474,250.332108487617,-12.8506464015324,70.3606731904792,-15.8218764091465,77.9606999197372,-20.4508803593767,67.3904277415729,-208.074133838433,-60.5233885801731,-209.110238650452,-49.0891490374148,-219.715771076185,-54.0625041224858,268.013881800901,652.47581047132,632.738111052142,96.9142944113506,480.804781304739,56.7101652689941,573.234080981027,-265.189839693388,202.613065961326,-614.636087915535,101.055008202039,-483.84185736143,10.9905576222017,-573.742638367981,-143.013274609017,-565.030120837999
"MO_153_E190a.jpg","E190",-212.939050535235,231.173427929042,-208.87720718235,221.086439195682,-234.593082580508,219.0834980823,-250.169505712173,220.284330082978,-101.423163868204,259.66743623643,-110.143734035776,261.430416161812,-108.30043012017,250.059699557235,21.6300716063098,43.1149768866469,17.3490472665427,49.7434528981446,11.3069969738543,42.9144496084711,-243.753215682427,-11.4377710783132,-242.027748350425,-4.44205033488926,-252.21966415005,-6.78775321012537,242.385545727295,524.716808062499,543.042398117782,115.044229969256,448.426164005893,98.9239349256781,540.975334767692,-104.708024527276,331.016273001964,-474.114257346191,201.518784181361,-469.112733733679,27.8936341925673,-658.012932793723,-421.097447623942,-808.627576571972
"MO_155_E193.jpg","E193",-234.725983356865,243.23658036624,-227.331541595654,230.715927613713,-250.631353814152,219.264570940617,-261.154986974124,218.301454285916,-96.22833700359,287.316198643408,-110.077699299028,292.674340513006,-106.40997270307,274.964601042387,-22.386211658735,74.3511481107572,-27.2421734954725,79.1495437540299,-34.363343792409,69.84367191506,-206.742578778882,-113.440674123528,-205.981898717815,-106.449161970844,-214.282480263881,-109.336568356206,309.346539460546,605.619328077364,575.742980600825,135.070801054866,509.935851998794,103.676867282834,569.775244768046,-163.466989470868,157.116418019096,-540.917878679546,110.155224092788,-463.930604581757,23.2260194887628,-622.390400062789,-257.739716975178,-714.252756354659
"MO_156_E194.jpg","E194",-209.97208085481,265.684010520121,-212.047912716521,256.387921270508,-227.936787979134,254.007060439593,-242.051319548153,252.150078778453,-44.4092663256988,292.047037856595,-51.3811139795849,293.603904216428,-51.2892240579202,283.50179842679,-1.69287976931361,78.5010364704128,-4.03789453207706,86.9242401763219,-11.386564713857,77.5169403529777,-200.275681619586,-154.853280533277,-200.911648496388,-147.806068373812,-209.364998004529,-151.028216431229,206.902685966724,564.86309027849,486.628294171661,195.199887327185,429.379273661168,139.208275420592,520.057416362216,-135.262534081944,279.196603863625,-551.140298424197,161.959295372337,-512.862416631432,-33.201957924661,-646.66210469187,-384.164238875501,-739.980362366705
"MO_157_E195.jpg","E195",-167.174828755843,256.715395926991,-165.428426008678,237.416398617634,-181.135839415718,231.99926542705,-194.122889919309,232.559935813103,-66.3330061533396,286.003208046141,-77.1898197233537,289.754793339461,-75.5516365549725,273.390286275741,13.6742394369215,44.4790691812655,7.55484291831711,53.4173643898716,1.91419484740726,42.2313707975621,-252.487126176128,-116.781489100926,-251.10198876554,-105.060826508894,-261.615638195526,-108.299319857519,225.456381172805,529.76347417979,476.975218788249,283.29580903901,401.427085513036,158.378885618974,528.005681685233,-110.827366797576,374.593799903746,-573.137027203833,99.7485867518136,-524.875198659543,-89.2400858181277,-674.961274233984,-347.968745530993,-705.462754290322
"MO_158_E197.jpg","E197",-164.671023691427,234.016118456544,-164.230141223168,218.101355911417,-179.697977673751,210.681430768534,-190.241509458794,209.684978599661,-64.18906103133,267.13187503108,-73.8739889411415,272.811204764055,-70.7750100004404,253.530656245478,15.3652833399519,56.8960092468077,11.352662708819,63.3247736172507,-1.25716870618336,50.4312443326564,-274.696618768686,-24.4599085263492,-270.274278012889,-17.2333951240009,-285.234106927443,-16.5206408247195,138.32729754209,653.389299690716,542.820845003105,142.078687989598,456.058036772268,128.131814514426,489.958429577908,-179.820149229923,228.059530913593,-589.456820838778,116.066401420819,-498.55949351153,-36.2519084242905,-568.488993676708,-222.615694419013,-865.670047436216
"MO_159_E199.jpg","E199",-184.116624899764,255.457835733304,-184.095948280345,240.498218215299,-260.575743512933,254.521065371941,-273.874330007795,255.333776016791,-76.105575236951,277.769840226476,-81.094411811777,279.425127744226,-81.6319007510824,267.234766553018,-1.29897903729972,71.4849709885387,-4.07940591237009,78.407444129978,-9.32814741255619,67.8727541226812,-255.170310963954,-48.5430891681632,-254.628227220334,-39.6770874254016,-264.044353614268,-42.1833763897632,231.841268825355,558.550044782344,530.022752972929,87.7333279513998,428.632087197496,85.9310066955605,507.092252353142,-158.301434863781,328.952416310553,-552.485000236532,162.628763389022,-476.254473138048,35.7201339190032,-655.94563461917,-294.845716306066,-806.830082690705
"MO_161_E201.jpg","E201",-245.316022490524,251.227577864321,-245.054337233117,234.678239398696,-259.89241121637,227.501677963481,-271.611856552438,225.714441567215,-100.368988782275,269.805497823816,-108.9782383536,273.940893643065,-109.826183271007,260.044415679509,-60.068039052707,68.0661530198913,-63.893026234323,73.6124028794897,-70.1767276920533,65.7709460803417,-248.583442333243,-107.788709521044,-248.284357455246,-101.376286317206,-257.429805080332,-105.525706784052,335.124338307418,588.265823691232,561.541623723134,47.1920458516537,521.300955633921,59.3711309912324,560.029170833599,-161.081922920157,289.628943589131,-536.202894681408,196.588662701657,-528.062546700167,46.128016781412,-636.969606981553,-220.858275823038,-468.183572548358
