"","","","Z_midvein4","Z_midvein3","Z_midvein.ave","Z_distal.lobe3","Z_distal.lobe2","Z_distal.ave","Z_proximal.tip2","Z_proximal.tip1","Z_proximal.ave","Z_petiolar.vein6","Z_petiolar.vein5","Z_petiolar.ave","Z_distal.sinus","Z_proximal.sinus"
"34","MO_727","E161","304.508210069942","304.283167278442","304.395688674192","256.488791178094","246.353211647423","251.421001412759","142.03168660549","144.379549954279","143.205618279884","87.2365793575149","82.6306171403796","84.9335982489472","231.301750966135","45.4766838940573"
"35","MO_731","E164","392.700253232666","390.662497418168","391.681375325417","392.533569123712","398.18122116569","395.357395144701","323.927965586486","320.423143497782","322.175554542134","182.630775062693","177.268750145083","179.949762603888","323.478467427123","57.1560048376371"
"36","MO_732","E165","286.817115559724","288.351056680915","287.584086120319","280.749943702577","260.595874019525","270.672908861051","185.251855591246","187.387563920341","186.319709755794","112.607286127497","105.948787421093","109.278036774295","224.489330606156","51.1517350634365"
"37","MO_735","E170","446.219746873668","444.420479388608","445.320113131138","369.562857832061","361.969925392981","365.766391612521","283.516660494582","283.982893460152","283.749776977367","134.795285114131","130.745993778012","132.770639446072","313.098294115442","86.8464673374801"
"38","MO_736","E172","388.290001158928","386.249352750267","387.269676954597","293.824586086665","297.411460587853","295.618023337259","257.44715552711","253.062660005383","255.254907766246","156.683648725705","151.168263130857","153.925955928281","282.385771203154","42.0862210230379"
"39","MO_744","E181","310.7625102518","310.852054842814","310.807282547307","326.602587252459","326.017037557855","326.309812405157","258.737476562635","257.43753373974","258.087505151188","186.582222566889","181.76007201253","184.171147289709","248.708664907357","59.9456160949239"
"40","MO_753","E190","537.728394059678","538.457636010485","538.093015035081","348.841973456464","346.408567702937","347.6252705797","303.807491495848","302.313140266843","303.060315881346","171.401830667003","166.085462605852","168.743646636428","317.901924778696","91.7251461977576"
"41","MO-835-E-358a.jpg","E358","2874.60779933542","2876.16498135973","2875.38639034757","2651.32438603804","2626.84544653849","2639.08491628827","1956.25892969208","2001.10619408366","1978.68256188787","1236.86215885199","1197.22888371439","1217.04552128319","2298.68244870839","1726.58651680129"
"42","mo-844-e-374.jpg","E374","3859.14498302409","3831.09644879896","3845.12071591152","3274.76961021688","3086.2857936361","3180.52770192649","2531.0503748444","2671.09041404442","2601.07039444441","1483.1965480003","1442.58795225802","1462.89225012916","2738.87933286591","2051.97465871292"
"43","MO-854-E-386.jpg","E386","3580.42246110707","3516.65892574188","3548.54069342447","2778.12778683775","2654.84048485027","2716.48413584401","1776.00957204628","1869.83475205698","1822.92216205163","543.838211235658","521.176553578535","532.507382407097","2320.51933842405","1641.91412686535"
