,INVO,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Rb85,Sr88,Mo98,Cd111
114,594344.0,70.0613624,65.27497416,4618.241102,28.46342019,2980.50276,2577.299037,7851.568988,33975.22752,183.6490353,692.4133989,0.222194946,0.525976148,29.80194471,124.092006,0.008889935,1.670848773,40.01547655,0.456081675,0.045229799
115,588653.0,42.22380718,76.2808907,2173.181553,32.74205213,2580.491122,2543.631525,6202.986913,22542.1728,137.1587918,763.3878144,0.209605345,0.41818055,25.19800454,127.3926969,0.03381365,0.367312129,24.5448498,0.778975041,0.02224155
116,588586.0,83.52487457,83.85046297,2538.086712,25.10732032,6496.014959,3161.859265,7135.423756,28588.28676,64.38201776,575.8433461,0.169983899,0.686869504,31.67161845,89.27890254,0.012857363,1.195824718,29.97097187,0.522190247,0.021760254
117,495622.0,104.20941,81.08310737,3451.597349,21.50515333,3442.108546,2834.513006,7649.616601,21086.63278,133.2994688,873.7200837,0.299895163,1.071819684,25.07808018,164.6958459,0.02794862,2.078142163,21.47681034,0.447227993,0.047156766
118,588710.0,85.70333074,49.21722859,3531.965546,29.18979587,6436.455457,3306.688263,5221.37867,25443.19239,174.4684238,882.4957056,0.25984421,0.605056002,27.79006356,167.2870792,0.027370861,0.968661602,29.57947353,0.308015266,0.029395918
119,588275.0,93.68385302,357.6193587,4125.527804,23.04239807,3820.972201,4149.252222,7015.794239,31590.54302,91.87070404,705.523745,0.195195161,0.351686185,22.36048071,193.3760168,0.013966266,0.846485372,43.40586006,0.674622097,0.028245445
120,588510.0,86.81905629,62.08390379,4080.813883,16.61726867,3258.415587,2672.943354,5816.888031,29349.41948,153.7882886,697.7573371,0.218206235,0.55733586,21.37784692,179.9670916,0.018415595,0.286398798,32.71897956,0.24247556,0.025205074
121,483166.0,38.96876894,154.0326739,2482.700671,62.43287888,3542.850371,2758.610509,6669.610396,22904.56393,88.32845885,925.3931089,0.373175225,28.64064175,26.90764908,359.8345934,0.021049282,1.070893263,30.34356618,0.306486866,0.062157174
122,588369.0,128.6852525,172.9198136,3343.66266,35.84573247,4674.024173,3242.926425,5509.731683,37437.54953,82.74516515,1027.878933,0.322925993,0.783917714,17.29557201,202.639628,0.033927377,0.597980298,42.86581229,0.498367443,0.020425973
123,588269.0,91.8158276,128.0840223,1744.585649,29.73228658,5389.70396,2359.526253,7018.001583,20865.25303,106.044632,762.6284357,0.246056069,0.709210568,18.01846805,135.6564937,0.01901588,0.869450466,25.82098898,0.415628494,0.027266085
124,313922.0,53.22427456,45.77757182,1573.076827,10.24426523,1543.658882,1434.691655,11159.28528,12395.8303,45.90716774,289.4582748,0.086739397,0.232085821,12.29611112,64.50573877,0.007173905,0.886856073,16.75492109,0.428011729,0.014334139
125,588258.0,97.29307424,75.78683549,2447.560377,26.81787042,4225.395631,2365.599667,13365.18194,22063.80874,66.58398583,777.9071371,0.206837875,0.49233026,20.4764793,147.8338294,0.013344101,0.841027388,24.3034434,0.330347189,0.025259797
126,483176.0,60.70584529,61.96029331,3582.039756,21.37538916,5622.455195,2693.911121,8733.826569,22577.05388,63.813728,507.7308565,0.16400573,0.442487478,28.67544984,126.2592481,0.012343916,0.5848487,27.91133402,0.274865811,0.028435712
127,483173.0,56.60224331,123.1243399,4201.895286,29.74345342,2743.727193,2423.045498,9957.964631,21366.91426,101.0937194,902.2103307,0.334051023,0.733881418,22.18963515,205.9925798,0.012340716,1.359619181,39.97467778,0.315238264,0.02652964
128,588167.0,107.8057752,124.8236086,3198.597725,62.17359901,2364.558,2179.826502,7511.083472,21005.22031,82.08085487,628.0109804,0.22378283,0.657291638,17.54990282,130.6186675,0.04527453,0.768585729,20.19719361,0.13911631,0.012498579
129,483170.0,94.25045743,55.5397735,1964.478684,14.28812489,2538.864618,2420.84351,10393.4988,25504.76864,83.50926828,489.3797003,0.166470172,0.408301847,27.41754879,121.4306302,0.013735835,0.404766021,25.60753822,0.458524122,0.02544785
130,483175.0,86.6777873,96.43197491,5613.273252,28.18109714,4639.582749,2965.066625,10197.79064,29934.41157,250.3392424,892.6059698,0.339786725,0.791642358,36.83492037,177.4895785,0.068091461,0.826284824,32.83971176,0.566589139,0.044649632
131,588565.0,110.4974059,101.1064894,3158.42147,22.94058871,3492.862572,2340.037798,7700.743039,17251.70579,100.4733673,584.0812793,0.163657684,0.327336343,17.95321989,134.5641877,0.01218996,0.801648832,20.28271352,0.289590567,0.020516686
132,483172.0,96.76310938,58.95506779,2120.02949,33.08962893,2099.658169,2317.281434,7644.597827,26691.69944,80.17593043,771.928684,0.240474929,0.425097135,17.67780418,152.0772126,0.014098517,1.14238976,28.16435161,0.408427281,0.02216832
133,588054.0,145.6321595,420.9394697,1695.348492,41.75561472,2704.035311,2220.408263,12233.99665,10911.60678,80.52310894,804.0863909,0.277653392,0.668439861,17.0133454,120.3695643,0.020501689,1.309248137,10.41319697,0.231044991,0.024246266
134,588455.0,111.9023522,92.57027945,2549.68131,36.48471478,2294.258386,2684.059253,28638.57635,15157.22051,66.78004066,821.0312929,0.26949701,1.136542795,22.4639704,132.4080733,0.020376647,2.841395248,12.79489988,0.252160633,0.042031648
135,588568.0,78.4042294,64.07764968,2019.780972,14.67419498,4034.396737,2118.72463,9276.545608,13907.56438,97.29953936,443.1435167,0.149411939,0.255279998,21.45882428,129.860001,0.015085357,1.460318728,15.00787115,0.265188289,0.015361982
136,588457.0,92.81448546,317.3147967,2522.879474,31.49886185,3101.611315,3414.981641,21668.27575,28370.87068,77.93681819,1145.580395,0.397808967,0.604409717,16.10169821,186.0037422,0.027278071,1.43786549,33.52356969,0.343253584,0.027544139
137,483167.0,118.4410565,67.04793958,2851.30781,18.25498515,1960.215315,3124.440464,12030.04049,20293.90163,91.69627958,805.755333,0.26081708,0.552126159,15.18047165,135.8610579,0.010904757,1.487724458,25.82759932,0.499235447,0.024097093
138,483182.0,179.8457682,75.48713327,3114.597941,22.99691924,2054.374868,2042.135693,11638.28488,20770.02625,76.32292855,698.95775,0.297556375,0.508944334,14.40647736,155.6547545,0.018583287,1.872965693,30.90265912,0.347228731,0.033103665
139,483178.0,78.02156972,122.8691001,1963.589729,25.68214099,1653.793161,2041.422153,19172.65897,11328.1172,45.33821582,745.0297537,0.298178273,0.448299749,14.16587935,102.7310892,0.017556904,2.289693499,13.24942856,0.222445515,0.014153045
140,483165.0,95.63352137,83.47254464,4028.855531,25.83758283,3067.735093,2268.90403,4519.343588,22472.68723,69.75729338,539.6048379,0.163152316,0.335124477,22.95629318,138.9792618,0.020651308,0.307143574,23.97466988,0.356983876,1.316582669
141,588483.0,109.7153329,61.75323712,1863.869907,30.00344726,2708.374125,2571.733522,11629.44698,18591.59477,88.27373209,1022.096078,0.292082851,0.584972436,19.23984338,150.7043509,0.024865008,1.041780648,20.38063653,0.395240101,0.017452219
142,483181.0,104.3418443,64.50113482,4078.130635,24.87728769,5868.270431,2897.820187,5631.535722,30796.75861,65.18416592,926.4454233,0.38345428,0.7518656,33.33140974,158.8117361,0.019073232,0.732880155,34.09724485,0.655778218,0.046233681
143,588404.0,114.2508854,179.4647859,2661.999916,29.02682777,5264.007596,2858.084669,10031.72829,23258.21531,100.7052393,770.610159,0.277064158,0.532310329,21.5674552,149.8203032,0.014512771,1.233090267,29.10179538,0.382523979,0.028636887
144,588400.0,98.73177259,214.4701677,2008.449601,21.25759069,8101.462486,2845.598642,6207.963665,32537.79832,74.85455849,780.5419984,0.231899365,0.417170969,26.17810576,107.3534742,0.017856051,0.961858724,44.17047423,0.732644222,0.026177179
145,588261.0,98.1005921,183.2840983,4890.111058,17.06200379,2973.101843,3858.20295,16533.66908,30702.70166,116.3278968,1914.142521,0.376974353,0.78176451,20.49766168,251.745941,0.019888099,1.158160192,33.40533719,0.535947929,0.031891123
146,588260.0,101.4036908,92.91998817,2838.341294,23.44034979,6605.000247,3737.846158,8934.034891,28516.35491,103.2871102,754.521435,0.242205618,0.469284366,22.28643315,188.465908,0.020495993,0.859021135,28.90638247,0.410890074,0.019325483
147,588436.0,88.49264757,97.93570498,4802.281062,19.09835965,3677.705495,4814.350371,9963.325967,26805.12401,64.53138727,831.9001269,0.284170228,0.482230525,33.37620934,321.9086772,0.015934214,1.463455557,40.30405746,0.834512629,0.044493525
148,588272.0,87.34067601,83.61617011,3169.681831,26.01308242,7243.671979,2552.046697,5114.037931,23833.75181,179.9541577,826.6885781,0.283193933,0.576700514,23.08078227,187.1463706,0.01970995,0.417477723,28.72149495,0.4215755,0.031392059
149,588346.0,89.61748799,137.5104579,1751.548701,24.54951263,3927.509937,3785.326671,9516.547719,13249.21584,107.7203067,770.8916789,0.249379688,0.491189044,25.86417691,139.0931063,0.027243912,0.565170835,13.11494045,0.524220707,0.016002752
150,279897.0,130.4404937,77.51562779,3009.433057,11.61367377,8286.203475,2505.657903,13786.69273,27560.67701,43.42589682,611.1213201,0.211570755,0.350685057,17.63936552,85.32926112,0.014130348,1.389747475,34.550365,0.362793277,0.016902067
151,588270.0,86.34807388,161.3677937,2813.284402,31.55014508,4362.922037,2283.095425,9333.654904,13820.23881,105.2388427,882.1347969,0.287348939,0.538150805,21.41855787,164.8316394,0.030156526,0.753964707,12.62161793,0.507969457,0.031867208
152,588262.0,190.8082902,245.4755997,2091.132717,28.94914513,4559.7605,3700.459171,6951.669928,21217.29443,99.30818391,2117.288413,0.547705109,0.946908659,23.30806794,303.9275154,0.047558017,1.105987973,17.87669759,0.393179066,0.025147644
153,588344.0,92.86066706,225.5617925,3292.434571,22.81985129,6029.50842,3773.511,9068.990147,27298.34086,208.4391965,1092.351098,0.471349609,0.851564991,24.45827005,206.1214935,0.020948733,1.061986556,29.08121577,0.451714289,0.029493648
154,588304.0,120.2462588,114.9058625,2883.096774,13.74455482,5309.118436,3142.09734,13558.01318,36719.28407,76.52391504,1016.152911,0.273953795,0.480654656,22.2352296,131.0608655,0.010006366,1.227136622,62.05019222,0.554128178,0.024617584
155,588437.0,100.2438099,50.42878701,2494.762976,11.67695178,3509.106771,2645.301996,15912.72905,20754.62824,98.5891224,850.618279,0.236990939,0.389724062,17.00322883,145.9546402,0.017006042,2.041247622,25.11800075,0.532524342,0.029656309
156,588349.0,78.38476512,216.6853156,2026.83527,18.90978376,3672.636844,3645.746555,7430.734606,47434.06717,97.16221813,762.6667283,0.250406417,0.59326738,20.90287949,190.3805496,0.012192632,0.44008411,46.86175513,0.537072546,0.035232394
157,588350.0,156.7989091,74.80624057,2817.098178,44.25761044,5015.64814,3181.685682,5855.794676,23257.25374,122.3220894,911.0836582,0.272473979,0.557800493,35.6558706,195.8479421,0.04190323,0.625706631,26.95737285,0.640872861,0.027711879
158,588354.0,88.03188787,57.14552004,2003.771622,16.1113348,4331.334118,2477.294736,12951.41529,35030.29291,53.91229846,595.9607736,0.188772518,0.396966014,31.05476063,105.2958023,0.024607903,1.698760389,48.83108764,0.40572208,0.020802561
159,588374.0,94.83440617,79.19701472,2659.414461,12.88961637,3227.864438,2508.895962,7889.258889,27589.03273,179.94842,611.700984,0.196780256,0.395843419,15.13251238,112.9568594,0.013664595,0.442542151,35.49971374,0.370185505,0.021755221
160,588259.0,112.149222,92.35541811,2137.903695,23.87194914,3336.958459,3268.449999,10451.21551,34405.21214,120.6091769,835.3407661,0.290408636,0.651316849,38.66820605,139.558124,0.011542508,1.347975546,34.52234414,0.612214365,0.027481105
161,588373.0,110.1516612,132.3204246,3887.478853,17.71899549,9638.118679,3351.697409,6611.397806,25094.22533,189.6255197,1055.873896,0.368349975,0.647844351,19.94681698,228.6580714,0.014885546,0.581001216,31.00991804,0.586405016,0.031579051
162,588406.0,100.7510354,93.11216918,2843.402467,22.33048448,4069.455423,2728.565837,12217.91345,45416.80296,83.50262216,820.8810342,0.21524549,0.489102501,23.52066927,135.281305,0.018093422,0.760878087,45.64704621,0.433422236,0.024223261
163,588355.0,189.5132813,230.6335986,3727.969442,19.37691675,3414.354611,3180.997189,5131.983239,23499.34642,72.70117168,1032.389874,0.400687049,0.850606118,60.01510213,131.7088704,,0.515731165,27.58871901,0.549183143,0.037994216
164,588146.0,66.35472136,64.47666428,4627.467634,18.32165557,3147.340074,2355.400486,6176.035638,29809.18008,64.28175483,621.2423028,0.211231942,0.48943933,26.60340582,182.2736794,0.035212285,1.067961493,32.60657758,0.212088861,0.034969448
165,271662.0,84.42085544,165.5556828,2337.246464,19.78695329,2458.936219,2525.875253,6937.96284,12179.2581,58.420629,822.3724157,0.265951128,0.539206473,32.14250475,158.4466215,0.028320197,0.721224057,11.66330448,0.570576063,0.01897685
166,588188.0,96.66030409,59.29821863,3668.806825,10.74863538,2334.65502,1695.476138,9446.478164,17571.15407,64.16090234,399.1028551,0.105836627,0.282985093,24.93249922,77.75233742,0.013434346,1.600673084,52.38841186,0.377760582,0.022838137
167,588147.0,94.76533744,39.60240117,2001.870849,24.61259227,2788.615829,809.080921,11982.95636,5828.523823,67.66595382,427.792859,0.181267284,0.880352806,38.76417356,126.05114,0.017383559,5.283178009,4.591507126,0.124855339,0.04674849
168,588181.0,101.3914655,72.91840926,5381.761518,17.29513099,5379.343169,1585.045751,7069.614458,19935.31164,109.6191123,519.4848082,0.154178228,0.472770397,20.33586617,124.113917,0.011199736,1.284059377,20.81845353,0.416661192,0.056209416
169,588228.0,144.9353893,80.52135249,3072.714391,22.39759661,5031.455947,2654.720985,9614.530102,20192.84078,157.3973188,632.9277334,0.206997864,0.45148243,40.35104809,177.0496914,0.015658863,0.486744486,23.28199137,0.429383803,0.084842332
170,588224.0,71.55293998,54.40926258,3090.019419,10.00943687,2270.155779,2898.106827,7052.925333,20347.03336,54.16756271,641.3314776,0.211023726,0.445278178,39.75291514,108.4038106,0.011618936,0.559749777,24.95762231,0.343767141,0.029289679
171,588330.0,131.0417374,29.48975294,2785.303211,10.9377315,4356.44345,2279.717151,7994.511025,20403.587,80.21439104,406.5220887,0.140015542,0.414033378,47.42527187,77.42804371,0.010029901,0.722695238,21.58294763,0.57199509,0.03531638
172,588227.0,98.31462016,69.11915365,2516.984803,15.72925323,3454.076583,2310.802514,5868.280808,22094.04667,83.87539297,671.1514697,0.243888513,0.830267707,33.26677023,108.877066,0.015159074,0.563055219,25.52403373,0.290255333,0.016626368
173,588683.0,106.376045,52.80850783,3572.569426,17.0800934,4833.271383,2100.111397,11449.83835,19053.07445,72.02246006,716.080364,0.265537181,0.538002352,24.48922483,122.8289785,0.004818612,1.29281021,23.07985189,0.449348229,0.050863256
174,588684.0,67.09844364,72.4877416,5451.964801,24.20372079,6938.254295,3453.228729,6324.255366,39982.5672,90.1452025,908.4500034,0.281936984,0.709142549,71.74896076,126.0966019,0.019813034,0.714556656,50.443358,0.580507357,0.04377049
175,588574.0,93.58794311,68.0878053,3999.008036,14.14958848,2603.125875,2134.921314,5187.800145,22747.69239,43.6285734,590.8839856,0.187308492,0.595082043,18.32363304,96.60135498,0.012222699,1.00326053,23.5188384,0.427392602,0.028426196
176,588454.0,88.72323813,133.8011092,4727.015704,20.97973817,2177.23954,2716.916992,11242.79939,21382.78043,76.23029901,869.7244664,0.232450525,0.811356117,19.32911308,133.3063803,0.019864624,1.979102342,24.98839485,0.734938332,0.025313628
177,588384.0,122.6932244,79.77198879,2311.027143,12.69827836,3432.33284,2124.135587,10417.14988,14269.44837,53.82666605,642.7575877,0.214490946,0.589149953,28.22929819,139.2932288,0.011874859,2.014443402,14.76774732,0.207445388,0.04549112
178,588540.0,91.64194439,53.68349637,2558.546131,11.35601651,2657.592635,2037.978635,13138.32451,29722.71761,74.90858556,573.8661595,0.193877991,0.830665765,28.18622556,102.6098643,0.012257984,0.382373114,34.57023472,0.104928979,0.069025181
179,588333.0,93.00467711,54.78441756,4715.163966,19.94230078,2803.47458,1832.39938,6856.144893,17532.07454,56.76547759,548.4236067,0.11803826,0.699195653,23.08209548,137.7361725,0.003102472,0.544459667,17.46490591,0.278992498,0.048192734
180,588160.0,76.09811273,33.50396084,2321.249575,19.70218036,2971.812319,1880.887857,8706.691705,13615.10371,64.34978108,591.4069776,0.174937403,0.63161754,17.62839688,119.6278269,0.013759896,0.810557247,14.04894907,0.313329439,0.032901212
181,588174.0,78.84633397,47.81158979,4332.067022,20.49282395,3200.379684,2746.269708,5250.659234,24383.8595,62.31511159,567.0887518,0.186096601,0.642655431,29.49677133,81.25680134,0.021892886,0.854781154,28.50441084,0.520745848,0.021899392
182,588331.0,75.11486617,88.54429903,4828.533659,26.32078559,4680.876765,2399.919382,4410.324837,23619.51468,55.48059871,439.3764012,0.16382869,0.314357966,26.82653593,73.16155924,0.013818606,0.556364919,24.881288,0.325105222,0.016835655
183,588401.0,166.3288565,213.6298457,2898.40472,18.05854457,2243.853314,2007.822946,5056.751732,21946.76129,53.25885294,458.4994546,0.15706296,0.433724487,44.6856573,85.09113007,0.007508696,0.742832368,34.79379303,0.282979856,0.019619044
184,588231.0,127.6168199,79.01069528,2462.514226,13.76569026,3697.917196,2105.776916,8883.028354,10060.00043,48.12039518,598.2735435,0.22381122,0.514650256,44.21454964,126.9192578,0.028518349,0.65523435,9.385944896,0.290493254,0.022796794
185,588229.0,108.2035731,92.10364197,4025.059077,22.43215579,4303.699467,2107.829414,9223.45216,17515.32634,74.13181503,572.6338889,0.173308148,0.307262798,27.10780993,124.7239908,0.018861644,0.608789306,20.57122285,0.712155659,0.02653602
186,588225.0,52.65978345,81.04753959,4283.618948,17.41184675,7559.784116,4061.674004,5119.967959,26695.73592,116.504748,717.8169321,0.218212818,0.673506368,57.12142078,167.7093693,0.014884751,0.989464843,28.75601913,0.503772705,0.028075627
187,588415.0,66.3098725,156.3648875,3260.900829,15.79101514,3307.824992,3095.917741,6523.433151,14760.22043,76.8889482,617.7630238,0.195424861,0.416126063,19.68925119,83.37325521,0.007027534,1.279605869,17.58170371,0.320162378,0.023910854
188,588395.0,118.7655486,96.49308939,4872.708588,10.47113529,5934.148548,2651.926109,4980.51519,23985.69643,47.96944734,669.328645,0.231144823,0.46102021,32.45904198,106.5964516,0.012067887,1.06028061,32.24640738,0.754769187,0.024551962
189,588223.0,53.03105621,124.1712989,3242.840011,23.02634502,3468.270581,2034.271612,7559.541102,11916.60567,76.63779065,729.8683956,0.282340398,0.945055049,65.5092442,222.2688973,0.004950436,1.991453751,9.53373485,0.089452927,0.026510325
190,588142.0,92.0019438,65.79155779,3507.654934,24.17877306,5667.647952,3510.207519,11567.4379,30431.95187,86.47414473,675.709108,0.210562919,0.454229078,22.30542407,343.8240943,0.020322297,1.511877774,36.45382441,1.510852994,0.056425469
191,588680.0,63.9146969,81.55449126,4505.032144,30.6924944,3041.347573,4055.390702,8293.769641,21804.7017,161.9032764,1056.813699,0.390731188,0.880860966,57.88823849,184.5014519,0.028786295,1.21481006,23.72842548,0.131851663,0.048548898
192,588679.0,97.4508925,65.65255227,2600.930815,19.62794163,4968.522712,3093.931638,10610.55445,19585.57739,83.16993007,915.6206493,0.332612715,0.723767477,85.5615369,189.2587832,0.029006886,1.442757548,20.15842806,0.120798718,0.026067029
193,588133.0,76.68078742,72.1442092,3340.678316,18.09342948,4815.633889,2580.466082,5609.731746,26334.46844,74.80228461,727.2541223,0.22838695,0.621618583,40.92400844,152.6264788,0.014421307,0.71330676,31.0745928,0.741965252,0.064499447
194,483180.0,69.5027747,47.83122416,1863.645895,22.87136773,4051.184066,1772.574336,7691.396412,12192.07976,54.09863458,308.9372767,0.150717446,0.688478801,25.02495165,56.11835461,0.013867092,0.50794721,14.29188878,0.087789525,0.058323199
195,597115.0,61.68809365,24.10113331,2559.948555,9.557651253,5438.04032,2705.084666,8101.994894,27358.85995,70.67473884,677.2306889,0.179557682,0.422995825,33.73590913,94.39604432,0.011047177,0.61017655,33.02442081,0.565396436,0.040889842
196,483190.0,48.53658,32.1689707,2209.598165,14.13471366,2181.648019,2627.568246,8396.316486,20759.67769,59.51454389,673.2155847,0.168724658,0.361810705,17.33190955,113.6633363,0.016043973,0.295842134,29.92759633,0.059149914,0.035793076
197,483187.0,131.1267118,125.9245912,3648.981511,37.9757577,1741.839911,2593.355026,11480.1214,18268.26592,122.8343501,1003.091895,0.359253167,0.955471135,26.88682353,215.3271118,0.060461207,0.697935578,21.74380919,0.083998772,0.062617368
198,483184.0,52.69362359,61.55992924,2069.169038,25.98539796,2624.084929,2350.078662,7402.17341,19336.67285,81.92337747,582.1962009,0.233046734,0.568837919,33.54052847,110.259042,0.016785225,0.631062803,20.28185079,0.697222961,0.036652152
199,483188.0,111.4864942,44.38457123,3225.072889,15.55933524,2283.28473,1619.680719,10420.06328,15999.02234,78.82764004,456.2452897,0.169485232,0.49685925,35.30374288,95.41516353,0.014862811,0.767645296,16.4420893,0.688231359,0.023213148
200,483186.0,48.98031562,60.42927066,2554.896226,26.12056275,5013.467812,2002.560193,7711.418979,15051.0427,120.7240298,395.977961,0.154267791,0.44636033,52.26098971,92.14434088,0.015951312,0.840417495,16.26675187,0.097223534,0.04750046
