"","","","Z_midvein4","Z_midvein3","Z_midvein.ave","Z_distal.lobe3","Z_distal.lobe2","Z_distal.ave","Z_proximal.tip2","Z_proximal.tip1","Z_proximal.ave","Z_petiolar.vein6","Z_petiolar.vein5","Z_petiolar.ave","Z_distal.sinus","Z_proximal.sinus"
"37","MO_129_E162.jpg","E162","503.992469961606","502.463668117407","503.228069039507","413.193092741154","408.141149467926","410.66712110454","388.522647845656","385.524223478888","387.023435662272","277.540279759533","273.293532468297","275.416906113915","338.001265941416","297.833419697992"
"38","MO_132_E165.jpg","E165","508.769348526422","513.249922444222","511.009635485322","473.841037573784","447.879667867386","460.860352720585","344.714367105579","345.624117921478","345.169242513529","170.884875354725","167.335226790416","169.110051072571","408.496860317188","265.721368192323"
"39","MO_133_E166.jpg","E166","239.402509502302","239.842405435319","239.622457468811","207.93644194561","205.438422513901","206.687432229755","164.307607520163","164.580250267157","164.44392889366","130.544156429922","127.771858752231","129.158007591077","191.213231759729","124.678328333356"
"40","MO_135_E170.jpg","E170","394.442644753328","394.292087163818","394.367365958573","367.355754004208","371.15066010988","369.253207057044","319.571578489077","323.683199715401","321.627389102239","250.024069619307","244.909914844214","247.46699223176","316.14593149367","210.808591829176"
"41","MO_136_E172.jpg","E172","253.001976276866","252.200317208365","252.601146742616","190.919411736994","190.403661847665","190.66153679233","144.08764693755","144.58344610985","144.3355465237","102.530755278599","100.061231253668","101.295993266134","164.266654492018","133.37492851357"
"42","MO_137_E173.jpg","E173","363.388825884891","364.253839757387","363.821332821139","359.4456661152","359.0549148654","359.2502904903","297.8269812794","300.338954812725","299.082968046062","174.10110791721","172.407020996826","173.254064457018","281.655818331523","241.099503894139"
"43","MO_138_E174.jpg","E174","536.145735784591","538.335397312865","537.240566548728","808.928303374285","809.123754440568","809.026028907427","641.731446946462","641.796307250205","641.763877098334","335.531295112691","331.034741379209","333.28301824595","675.192565124943","534.516837901296"
"44","MO_139_E175.jpg","E175","383.684523766596","386.499189880134","385.091856823365","354.309508449886","355.936170932374","355.12283969113","328.76406400031","330.000346801333","329.382205400821","251.489975502007","247.724778288325","249.607376895166","288.139163908692","275.772319939837"
"45","MO_141_E177.jpg","E177","186.592673728097","186.982538994955","186.787606361526","204.250611994187","205.40965167197","204.830131833079","166.114794645149","170.924142531124","168.519468588136","130.136750297524","127.085447195971","128.611098746747","187.314741811743","158.274816028956"
"46","MO_143_E180.jpg","E180","355.808174988996","357.114539593391","356.461357291194","397.838692185665","397.577429565613","397.708060875639","326.47329523255","330.750094482224","328.611694857387","250.142094730175","247.447876442697","248.794985586436","232.988088513125","225.992846986359"
"47","MO_145_E182.jpg","E182","247.916544201875","246.603489206864","247.260016704369","322.143296618135","320.92081854875","321.532057583443","237.404152823829","240.322884655207","238.863518739518","201.743734586728","195.971088571758","198.857411579243","225.682361838492","186.858199951193"
"48","MO_149_E186.jpg","E186","941.37756340854","945.043914323562","943.210738866051","927.491239850814","920.228232559728","923.859736205271","896.464165485715","904.496098879923","900.480132182819","549.794734423676","544.175752859313","546.985243641494","758.221603490695","733.092081528644"
"49","MO_150_E187.jpg","E187","636.004908611561","641.651410727819","638.82815966969","624.140532964332","606.648822448375","615.394677706353","583.383686588852","579.917865640472","581.650776114662","447.751326072855","444.846040782651","446.298683427753","481.208248982704","466.956987074827"
"50","MO_151_E188.jpg","E188","727.119255540657","725.921686471068","726.520471005863","596.591246071378","589.076489845758","592.833867958568","480.141769573321","481.805514474461","480.973642023891","293.450166127061","285.736854077314","289.593510102188","343.728455163375","419.27883668151"
"51","MO_152_E189.jpg","E189","636.988776806939","642.776788628837","639.882782717888","684.485208021327","673.697475792362","679.091341906845","647.822803619169","655.337930977599","651.580367298384","404.847193395236","395.904028774651","400.375611084944","555.416960490045","497.433526100724"
"52","MO_154_E192a.jpg","E192","515.437355823188","512.914968478207","514.176162150698","424.954737459179","416.80167812642","420.8782077928","327.482243454512","327.610025623454","327.546134538983","174.894942116689","172.84800194969","173.87147203319","362.630516887368","260.400034669736"
"53","MO_156_E194.jpg","E194","502.364409567398","502.510144065769","502.437276816583","503.163711816542","464.764215251131","483.963963533837","340.458514359679","341.376208570545","340.917361465112","201.700445656424","198.176688841044","199.938567248734","455.451842557476","306.471858414439"
"54","MO_158_E197.jpg","E197","612.183795930601","611.010024467684","611.596910199143","610.064955558013","612.012459023507","611.03870729076","479.261150105034","484.764117896529","482.012634000782","215.555677262279","208.639042367434","212.097359814857","521.978208357399","413.181860686066"
"55","MO_159_E199.jpg","E199","738.903563246247","741.855485178212","740.379524212229","691.447640019835","662.375271277544","676.91145564869","537.922856922812","539.631173014495","538.777014968653","298.230318527476","293.704916351429","295.967617439453","568.75764512576","472.098506669953"
"56","MO_161_E201.jpg","E201","616.37082993925","611.766499573162","614.068664756206","430.050739771483","386.454542964629","408.252641368056","336.905373790624","344.463087846869","340.684230818747","223.143451618012","219.018264078592","221.080857848302","356.546599884223","240.418948689574"
"57","MO_162_E202.jpg","E202","553.969140737099","553.631597524924","553.800369131012","565.513414321888","564.161350048902","564.837382185395","434.826476757108","430.657877877556","432.742177317332","206.929939834718","202.455241967206","204.692590900962","414.807514129144","401.54623256731"
"58","MO_163_E203.jpg","E203","843.559274740074","843.500592768019","843.529933754047","789.809628961309","761.189858051196","775.499743506252","563.071931461692","561.3131924336","562.192561947646","378.042986973704","372.914534444556","375.47876070913","662.070426767425","479.788755599795"
"59","MO_167_E206.jpg","E206","991.747573730332","991.20179580144","991.474684765886","802.428813042004","788.638383544702","795.533598293353","575.128246567668","574.635971724708","574.882109146188","436.869717167487","429.944182423719","433.406949795603","664.723250684072","511.415994948339"
"60","MO_169_E210.jpg","E210","273.951230858706","273.374804577891","273.663017718298","296.678141726013","289.276684162412","292.977412944212","185.38878067456","193.72322467376","189.55600267416","111.126054550677","104.673301275922","107.8996779133","324.572364470545","182.016482770105"
"61","MO_170_E211.jpg","E211","618.00590270482","621.988039184838","619.996970944829","586.954331178329","583.509422184424","585.231876681377","484.635611339076","492.675535102972","488.655573221024","379.364846670062","372.204490092476","375.784668381269","354.345705334494","193.174979976704"
"62","MO_171_212.jpg","E213","845.939163166004","840.931124277131","843.435143721568","691.792962445413","688.969403449094","690.381182947253","558.107233224942","563.034709212496","560.570971218719","332.207102406014","325.177211515506","328.69215696076","561.380198954327","456.734172991249"
"63","MO165_E205.jpg","E205","493.569460663846","494.65827851154","494.113869587693","393.287188324257","385.788154302332","389.537671313295","281.186973185103","279.416558007932","280.301765596518","153.989501086925","157.10065068293","155.545075884927","353.189485262515","328.984613453274"
