"","","","X_midvein4","X_midvein3","X_midvein.ave","X_distal.lobe3","X_distal.lobe2","X_distal.ave","X_proximal.tip2","X_proximal.tip1","X_proximal.ave","X_petiolar.vein6","X_petiolar.vein5","X_petiolar.ave","X_distal.sinus","X_proximal.sinus"
"50","MO_138_E174.jpg","E174","490.059092128694","491.201408340815","490.630250234754","390.763700691351","385.522895414786","388.143298053069","272.384020986915","271.470165743862","271.927093365388","163.968984195183","160.729586573226","162.349285384204","306.360284270008","218.036694159492"
"51","MO_141_E177.jpg","E177","308.819804704944","310.538238833803","309.679021769374","443.767284859982","440.736467492764","442.251876176373","335.526298356776","340.310104006625","337.9182011817","217.722874315034","211.325578196299","214.524226255666","346.017634747133","241.583560883186"
"52","MO_143_E180.jpg","E180","442.800083308484","446.09133693561","444.445710122047","355.435781666675","353.693152008913","354.564466837794","230.667240365857","233.105126498754","231.886183432305","154.128994316449","149.786991721578","151.957993019013","256.546247076429","199.511183759207"
"53","MO_146_E183.jpg","E183","676.879789918417","677.334666173229","677.107228045823","551.013838301725","548.401540843933","549.707689572829","419.990773708185","418.284592114029","419.137682911107","226.179685206254","223.510626145604","224.845155675929","424.073401665325","340.777053218083"
"54","MO_148_E185.jpg","E185","444.896221482044","444.833281004243","444.864751243144","458.554794980927","455.675066004275","457.114930492601","394.667219031427","397.867457550878","396.267338291152","187.76994375565","186.412053735803","187.090998745727","337.206909774993","269.351607466895"
"55","MO_149_E186.jpg","E186","702.490213454963","701.812296842966","702.151255148965","625.629682799657","622.538753813769","624.084218306713","460.619691285555","463.45361148663","462.036651386092","251.733986581073","243.98872924789","247.861357914481","483.28304336072","394.287331777221"
"56","MO_150_E187.jpg","E187","522.890856468154","522.46229699185","522.676576730002","439.6220227525","435.955487279378","437.788755015939","322.531782757917","319.427313936989","320.979548347453","177.044662444254","172.739869456938","174.892265950596","369.254959193509","274.304299800422"
"57","MO_152_E189.jpg","E189","644.572726695755","643.160021214783","643.866373955269","444.388628217465","440.046923508164","442.217775862814","357.144703011258","360.609727791694","358.877215401476","174.414655029329","170.551786205833","172.483220617581","368.556162462385","277.755221173248"
"58","MO_153_E190a.jpg","E190","499.710416141189","498.068770352047","498.889593246618","492.750636619579","487.695288975606","490.222962797592","324.499614791759","325.663169547924","325.081392169842","196.215761344495","193.057795750392","194.636778547444","407.500225630612","288.351456559526"
"59","MO_154_E192a.jpg","E192","629.222619498854","625.238365656651","627.230492577753","500.32839215859","476.807088873477","488.567740516034","300.752389849191","306.608055993315","303.680222921253","221.601556853737","217.177922450695","219.389739652216","375.963429072563","259.351595329583"
"60","MO_155_E193.jpg","E193","440.2556075736","441.758688526893","441.007148050246","398.572827584872","395.874087165351","397.223457375111","265.63339189379","266.200621503782","265.917006698786","180.377872503808","176.877318438515","178.627595471162","319.129576261744","249.940824108428"
"61","MO_156_E194.jpg","E194","560.808345159021","561.104491160069","560.956418159545","510.803533660448","510.760707180966","510.782120420707","385.808890514462","392.264260416368","389.036575465415","244.322227578663","238.805360073848","241.563793826255","409.324138061757","315.42716098808"
"62","MO_157_E195.jpg","E195","588.381041502868","592.027237549084","590.204139525976","527.288823026811","523.949658735455","525.619240881133","428.530097996628","433.011022826209","430.770560411419","244.626465816763","239.815947714075","242.221206765419","418.031611112126","343.974634077863"
"63","MO_158_E197.jpg","E197","461.002440340613","462.560806813548","461.78162357708","396.167262655561","393.002862584994","394.585062620278","274.998636360255","276.739950133695","275.869293246975","158.994496760108","152.79561512033","155.895055940219","275.971918861322","227.270763627881"
"64","MO_161_E201.jpg","E201","760.213128010823","759.801114620135","760.007121315479","638.712213581359","636.924642324349","637.818427952854","448.631922379583","448.496494722088","448.564208550835","287.549076778208","279.719414572889","283.634245675549","491.929637019361","367.681292546956"
"65","MO_163_E203.jpg","E203","507.022618715378","508.372997796893","507.697808256136","431.357931292564","430.784462218637","431.0711967556","312.315626855269","310.549601155757","311.432614005513","192.30412343213","186.036619752671","189.170371592401","346.169848164164","265.873593816686"
"66","MO_166_E207.jpg","E207","687.004594235002","688.529320363338","687.76695729917","573.2081864384","567.293629877861","570.250908158131","436.120467875563","441.298722522511","438.709595199037","211.960000681732","206.7710603276","209.365530504666","446.441065539451","371.58183822679"
"67","MO_167_E206.jpg","E206","877.059211734875","870.815022199893","873.937116967384","930.107230855131","893.335391042468","911.7213109488","637.42897085793","639.542414543398","638.485692700664","401.148954601654","397.143000553957","399.145977577805","695.601605007493","523.619959300636"
"68","MO_168_E209.jpg","E209","409.122231124147","409.873761053327","409.497996088737","494.047062535544","486.749422187639","490.398242361591","377","380.505256205483","378.752628102741","185.75717423023","182.08026496301","183.91871959662","415.789008993744","298.126008407519"
"69","MO_170_E211.jpg","E211","773.104322125417","769.006557117038","771.055439621227","611.851083007949","607.94278093337","609.89693197066","468.965883620547","478.23686599843","473.601374809488","290.527537421154","286.192679850481","288.360108635818","503.295059472075","381.886108676396"
"70","MO_171_212.jpg","E213","753.159280483219","755.223638254259","754.191459368739","633.243239205915","633.846984689523","633.545111947719","529.8056113123","537.8226080949","533.8141097036","302.62197953883","296.901077802018","299.761528670424","505.276256891218","415.540686936911"
"71","MO165_E205.jpg","E205","1095.46748011979","1093.11710260155","1094.29229136067","835.320297849873","838.575727051529","836.948012450701","562.272398397787","568.03719068385","565.154794540818","350.047473606081","344.477865762083","347.262669684082","698.927750200262","488.149391864826"
