"","","","Y_midvein4","Y_midvein3","Y_midvein.ave","Y_distal.lobe3","Y_distal.lobe2","Y_distal.ave","Y_proximal.tip2","Y_proximal.tip1","Y_proximal.ave","Y_petiolar.vein6","Y_petiolar.vein5","Y_petiolar.ave","Y_distal.sinus","Y_proximal.sinus"
"26","MO_99_E127b.jpg","E127","717.170355556475","721.234515104484","719.202435330479","903.340323343312","895.834481239699","899.587402291506","651.133139142065","647.884728773568","649.508933957817","470.769403093489","467.564352552673","469.166877823081","506.899181078447","562.361554320706"
"27","MO_100_E128.jpg","E128","1254.73121654719","1252.859940208","1253.7955783776","1078.31315571034","1068.11328987144","1073.21322279089","821.595094922067","829.647344290934","825.621219606501","464.081067152066","458.407570715188","461.244318933627","950.467637417498","664.016401069281"
"28","MO_101_E129.jpg","E129","1724.07380932488","1723.69486858899","1723.88433895693","1434.66812987847","1412.13086606341","1423.39949797094","1097.84678616326","1094.67369196898","1096.26023906612","622.46855627895","614.810539922666","618.639548100808","1230.99194708089","903.424149986041"
"29","MO_112.jpg","E144","1380.29584691109","1378.01097600854","1379.15341145981","1155.45759333694","1128.38006119392","1141.91882726543","670.065341963006","674.337684324404","672.201513143705","376.099056100916","370.785652365352","373.442354233134","946.650014524903","593.707893243807"
"30","MO_113.jpg","E145","1198.68554082295","1196.02902928357","1197.35728505326","991.086051202921","985.366505305513","988.226278254217","703.066137556062","710.314959562306","706.690548559184","389.608296882908","384.328635415057","386.968466148983","838.639643046404","624.122307547167"
"31","MO_114.jpg","E146","821.12532769243","827.564843917986","824.345085805208","314.013185852123","286.378343765725","300.195764808924","591.901501002489","601.391719264574","596.646610133532","322.490188653857","314.725116393656","318.607652523756","559.792446855082","485.887785170609"
"32","MO_115.jpg","E147","993.726883784473","985.388455156645","989.557669470559","877.880401877158","852.675792758303","865.27809731773","728.533828239293","739.925671942797","734.229750091045","403.976484464133","396.902066006213","400.439275235173","772.178918961791","557.769009338095"
"33","MO_116.jpg","E148","646.758093537298","649.036988845012","647.897541191155","659.807462488869","664.781536881102","662.294499684985","548.16086548111","554.568697077287","551.364781279199","299.786341880346","291.937081882381","295.861711881364","560.471594086623","465.877846412555"
"34","MO_117_E149.jpg","E149","644.295157517112","643.566624367672","643.930890942392","540.937717096895","519.098705236297","530.018211166596","383.102886674063","381.101028308768","382.101957491415","213.223084533547","209.785265874418","211.504175203982","507.522418990531","334.772310682948"
"35","MO_118_E150.jpg","E150","772.104229290968","776.545283790971","774.32475654097","655.787183298057","651.690842177485","653.739012737771","510.111520705032","509.232870982422","509.672195843727","327.419492055681","320.991010604658","324.20525133017","526.483323361719","441.597809978718"
"36","MO_120_E152.jpg","E152","963.415927831796","964.013615049082","963.714771440439","816.955476142978","813.39566018021","815.175568161594","567.581271713576","573.662357140505","570.62181442704","315.506365845445","309.358228883603","312.432297364524","691.972366420076","467.584537692384"
"37","MO_121_E153.jpg","E153","696.758925310613","700.104635036792","698.431780173702","735.467538372701","729.451848993475","732.459693683088","645.811892117202","650.086532701609","647.949212409405","413.698637295314","408.120692932863","410.909665114089","565.774248265154","562.280234847358"
"38","MO_122_E155.jpg","E155","995.725700626935","1000.35243789377","998.03906926035","987.617841070118","965.723574781625","976.670707925871","755.779068246799","759.606680972462","757.692874609631","476.841113882811","469.267023014616","473.054068448714","785.895667375766","671.339032746495"
"39","MO_123_E154.jpg","E154","797.413945200358","797.440906901571","797.427426050965","676.264001703477","663.038045498145","669.651023600811","566.383000765383","569.26895264453","567.825976704956","341.789834385109","337.960056811452","339.87494559828","517.664949557144","450.681918627761"
"40","MO_124_E156.jpg","E156","696.154523715102","696.692836829115","696.423680272108","567.824409283363","566.128240674319","566.976324978841","358.815813166031","363.005509600061","360.910661383046","234.737819232436","230.924757828172","232.831288530304","477.628520691552","315.490467191958"
"41","MO_126_E158.jpg","E158","968.56711176872","973.079775763529","970.823443766124","925.141205438391","912.3795810955","918.760393266946","785.368361909875","790.569340974591","787.968851442233","424.507454456338","417.991104902963","421.249279679651","815.275566909741","677.128294999552"
"42","MO_127_E161.jpg","E161","531.464250914396","531.564906667097","531.514578790747","376.700477833517","373.620797065688","375.160637449602","405.700012324377","408.786313371669","407.243162848023","232.332735532469","230.203306883285","231.268021207877","441.881488636942","350.67256807455"
"43","MO_128_E163.jpg","E163","865.774941887324","867.318424801411","866.546683344367","1074.46789156307","1060.51779805904","1067.49284481106","804.154996806586","809.082773817982","806.618885312284","419.718953586802","414.163371684411","416.941162635607","869.546577245866","715.853352145535"
"44","MO_129_E162.jpg","E162","1037.75479077574","1042.4312993085","1040.09304504212","927.90302390821","890.324810891508","909.113917399859","694.873664616814","693.029056950717","693.951360783765","312.188702372459","306.057370257604","309.123036315032","757.753614163601","597.397132474705"
"45","MO_131_E164a.jpg","E164","385.233352369703","387.701560481771","386.467456425737","351.937548121822","348.731087102942","350.334317612382","249.968998077762","250.765195176683","250.367096627222","115.681856351807","113.835933597437","114.758894974622","281.3054456956","227.007175120083"
"46","MO_132_E165.jpg","E165","688.943625334468","687.831061299939","688.387343317203","591.237804008675","585.00410843771","588.120956223192","366.628150704498","367.052995871169","366.840573287833","208.60309201927","206.11237832794","207.357735173605","502.283219796361","294.193448072862"
"47","MO_133_E166.jpg","E166","877.058293387617","874.176755582073","875.617524484845","800.712182997112","800.962077753997","800.837130375554","727.135647592662","731.50051264507","729.318080118866","441.442026205027","437.234562334681","439.338294269854","712.86744910958","619.213664658654"
"48","MO_135_E170.jpg","E170","454.33665247039","457.544524366755","455.940588418572","626.764708642725","626.736911666291","626.750810154508","521.185221927867","526.105532928518","523.645377428193","378.10074965411","374.185548076085","376.143148865097","540.541224659137","408.002177554238"
"49","MO_137_E173.jpg","E173","1025.94403496926","1025.32433892891","1025.63418694908","880.414107110966","868.782836437852","874.598471774409","719.550556173088","724.462497150819","722.006526661953","433.673840576072","428.605004637137","431.139422606604","718.922805313616","636.218350009649"
"50","MO_138_E174.jpg","E174","1052.00962448069","1053.01436362473","1052.51199405271","883.817995969758","881.415339099564","882.616667534661","647.815560171257","650.031729994775","648.923645083016","411.956654138515","407.713467741746","409.835060940131","752.599661174518","560.369013141341"
"51","MO_139_E175.jpg","E175","983.667903195992","983.757356149371","983.712629672681","878.163445935892","862.003847374825","870.083646655358","550.884159228599","546.144073380825","548.514116304712","368.597668046069","363.633056803146","366.115362424607","727.042558436574","464.00969817451"
"52","MO_140_E176.jpg","E176","553.733916244978","556.496406098009","555.115161171493","574.704489281231","557.502690576467","566.103589928849","537.456277291465","538.531568248325","537.993922769895","322.575960046622","316.393742036722","319.484851041672","436.700412182082","446.14907822386"
"53","MO_141_E177.jpg","E177","979.444357786597","978.914960555819","979.179659171208","830.537476577668","818.32282749536","824.430152036514","693.571373400027","702.003205120888","697.787289260458","441.525311719498","435.460699591823","438.493005655661","717.008019480954","608.885872630496"
"54","MO_143_E180.jpg","E180","640.921602070019","645.712203694494","643.316902882257","622.859735414002","615.213174436309","619.036454925155","440.722418308849","442.624276333777","441.673347321313","258.345632395827","255.657964650038","257.001798522933","469.061030144266","387.465279591604"
"55","MO_145_E182.jpg","E182","592.200135089481","586.079346163981","589.139740626731","490.755539958542","494.300515880775","492.528027919658","430.387035120715","425.640987218101","428.014011169408","313.102219730234","311.270380858828","312.186300294531","355.185866835943","344.145318143368"
"56","MO_147_E184.jpg","E184","803.040048676279","809.123382982472","806.081715829375","788.630545242194","695.821527245313","742.226036243753","532.071555129571","536.865103892961","534.468329511266","193.87761030609","185.965566108352","189.921588207221","670.207511811827","465.514561414571"
"57","MO_149_E186.jpg","E186","1470.15441365865","1469.89965643917","1470.02703504891","1267.08878931194","1266.51845624136","1266.80362277665","1009.69549865294","1019.77889760477","1014.73719812885","607.704698023637","596.876034030518","602.290366027078","1159.75600882255","859.398045145554"
"58","MO_150_E187.jpg","E187","1731.12333471651","1726.30588251329","1728.7146086149","1589.02485820707","1582.92292926725","1585.97389373716","1231.19982131253","1229.9991869916","1230.59950415206","649.715118254916","641.805197686962","645.760157970939","1371.92711176651","1071.34872608736"
"59","MO_152_E189.jpg","E189","775.341215207859","777.030243941637","776.185729574748","939.585546930134","934.739001005093","937.162273967614","871.449941189969","876.060500193908","873.755220691938","561.143475414265","554.063173293443","557.603324353854","777.048904509877","664.723250684072"
"60","MO_153_E190a.jpg","E190","1213.26769511102","1214.99393002599","1214.1308125685","1040.71189577135","1023.90258325683","1032.30723951409","883.313364554165","889.697982463712","886.505673508939","511.818292843271","504.976820150193","508.397556496732","947.737437268361","755.55073813014"
"61","MO_155_E193.jpg","E193","1238.60607135602","1239.91290016678","1239.2594857614","1145.72989836174","1145.02401721536","1145.37695778855","1074.1638608704","1085.99125226679","1080.0775565686","695.046041640408","684.7627326308","689.904387135604","1026.16031885861","940.668379398394"
"62","MO_156_E194.jpg","E194","1141.9763661692","1146.45758752777","1144.21697684848","1084.20016602102","1076.97748857114","1080.58882729608","799.122070080035","797.762495984864","798.442283032449","426.770722988351","422.63518547324","424.702954230796","980.224464089731","736.609446646593"
"63","MO_157_E195.jpg","E195","889.59701088639","891.128218483738","890.362614685064","915.566901858078","911.511864858599","913.539383358338","602.73824482772","603.354374218833","603.046309523276","361.492079827484","355.82809176483","358.660085796157","755.54125220136","538.27200827184"
"64","MO_158_E197.jpg","E197","1070.79409785448","1072.1522321429","1071.47316499869","893.832565354944","893.58537302767","893.708969191307","707.78945519766","710.092768430999","708.941111814329","433.695076958455","434.081617773662","433.888347366059","764.833770756104","625.977306120597"
"65","MO_159_E199.jpg","E199","1278.28517944941","1277.7237573122","1278.0044683808","1202.51735954206","1136.43345603691","1169.47540778948","878.695624206699","882.660750231934","880.678187219316","504.55645956523","501.432500830371","502.994480197801","1016.10235704874","738.476004274343"
"66","MO_161_E201.jpg","E201","868.753902885046","870.037277873196","869.395590379121","1174.81025484501","1171.43815154237","1173.12420319369","1034.01020734275","1039.20052625949","1036.60536680112","679.373131480779","673.662378346899","676.517754913839","1102.25366540057","954.458252506625"
"67","MO_163_E203.jpg","E203","1097.91688017718","1103.95504749469","1100.93596383594","1070.8467588264","1060.11074505355","1065.47875193998","818.580854759015","824.667811909741","821.624333334378","512.636811007559","504.712046616682","508.674428812121","823.477944385276","665.025488818286"
"68","MO_164_E204.jpg","E204","325.357589259879","325.542132108887","325.449860684383","273.934314916916","276.490447896487","275.212381406701","220.911850696154","222.715795977744","221.813823336949","128.346454956886","124.65577603946","126.501115498173","235.968218198977","181.810414382675"
