"","Spec_int","B11","Na23","Mg26","Al27","P31","S34","K39","Ca44","Fe54","Mn55","Co59","Ni60","Cu63","Zn66","As75","Rb85","Sr88","Mo98"
"274","riprup","-0.9363004","-0.60997725","-0.68746537","-0.40402377","-0.7646185","-0.7438174","-0.6262725","-0.7738405","-0.84484434","-0.9284212","-0.59645975","-0.46574736","-0.6294499","-0.9038132","-0.41655546","0.69389766","-1.3370779","-0.35666195"
"275","riprup","-0.8727855","-0.5690634","0.9912998","-0.17096587","-0.7730412","0.1318926","0.033900313","-0.033948135","-0.74050725","-0.87672","0.014407244","-0.16592756","-0.6412174","-0.67694145","-0.40863922","1.1196502","-0.038173452","-0.4093927"
"276","riprup","-0.81574506","-0.58231795","0.23453042","-0.09194322","-0.7843564","-0.7463196","-1.1315889","1.0826766","-0.509889","-0.15047601","1.4032333","0.37889585","-0.69402283","-0.71706367","-0.3254177","-0.073240556","-0.14791831","-0.46432582"
"277","riprup","-0.7627654","-0.6736329","0.15033232","-0.21930891","-0.5879174","-0.53990334","-0.7732099","1.2553161","-0.52057004","-0.88572115","-1.0433172","-0.15146779","-0.61610615","-0.8878613","-0.47561947","0.935277","0.36198214","-0.31281686"
"278","riprup","-0.6417615","-0.713393","1.1429632","-0.29295096","-1.0653806","-1.1027601","-1.2150487","1.8548436","-0.7933295","-0.83327144","-0.6739909","-0.30670935","-0.7217409","-0.73343664","-0.18281133","-0.54268736","0.8328047","-0.25712115"
"279","riprup","-0.7133937","-0.6764768","1.5606191","0.1262313","-1.2759476","-0.9829729","-1.4536227","1.1673963","-0.24849199","-0.7251959","-0.17822103","0.17908837","-0.70548725","-0.87399966","-0.24689668","-0.1633005","-0.018434094","-0.61147153"
"280","riprup","-0.96936005","-0.63475966","-1.0164273","-0.2966755","-0.6560544","-0.93801445","0.30670553","-0.91175175","-0.97368485","-0.96922225","-1.0985174","-0.4915339","-0.66127","-0.8843446","-0.45077506","1.2538886","-1.5441993","-0.3946976"
"281","riprup","-0.9157352","-0.60888135","-0.066913664","-0.39810175","-0.7617782","-0.88136953","-0.72920597","0.35981625","-1.0220201","-0.94098324","1.9877738","-0.14389455","-0.6807974","0.17269363","-0.57563055","0.32957935","-0.3441864","-0.445014"
"282","riprup","-1.032997","-0.7022944","-0.30659258","-0.3814655","-0.6659291","-0.9181378","-0.6502349","-0.057388537","-0.96296","-0.9387678","-1.1371944","-0.42614332","-0.6240478","-0.9529046","-0.5916163","0.10348617","-0.90522534","-0.24218813"
"283","riprup","-0.97069806","-0.674384","0.31000572","-0.28952366","-0.38361478","-0.843252","-0.51588994","0.5755765","-0.6832747","-0.83033717","-0.5161366","-0.5707384","-0.6302274","-0.82894534","-0.32986206","-0.058573052","0.14783637","-0.24652538"
"284","riprup","-0.9856187","-0.6227198","-0.7569704","-0.42470318","-0.43047845","-0.96927625","0.1306386","-0.69032073","-1.047341","-0.91217285","-1.0654052","-0.5044393","-0.61704934","-0.766757","-0.6482252","0.45882195","-1.2924564","-0.44653165"
"285","riprup","-0.9172445","-0.6912016","-0.028386408","-0.290806","-1.1601954","-1.3103656","-0.92681175","-0.07155451","-0.7982789","-0.92177385","-0.43180165","-0.50198996","-0.7521013","-0.5332833","-0.3063591","0.1418678","-0.57037","-0.5863619"
"286","riprup","-0.85939914","-0.67498153","-0.49299014","-0.31620887","-0.3683946","-0.5217854","-0.5713849","0.53292465","-0.7375735","-0.8259619","-0.79659003","0.04610396","-0.56503904","-0.61094207","-0.5350192","-0.23682924","-0.4899906","-0.18832757"
"287","riprup","-0.9742279","-0.74613345","-0.53849363","-0.4047372","-0.8542597","-1.2566469","-0.84971786","0.64180344","-0.8662333","-0.8601843","-1.2416885","-0.5533957","-0.652299","-0.9654605","-0.5399144","-0.046363723","-0.101768106","-0.3968238"
"288","riprup","-0.9501255","-0.7087461","0.22636008","-0.3816619","-0.5971063","-1.0385402","-0.64646244","0.04398331","-0.9374236","-0.9184274","-0.73241967","-0.45150882","-0.65339714","-0.5988584","0.7996348","0.3120814","-0.5426584","-0.36247826"
"289","riprup","-0.79200304","-0.64805216","-0.08454791","-0.35895446","-0.9668482","-0.8229803","-1.0905896","1.117416","-0.6406896","-0.7846715","-0.86239016","-0.3210698","-0.68720466","-0.83529335","2.0595183","-0.19308628","0.17408855","-0.3783414"
"290","riprup","-0.7584138","-0.73543626","2.2890606","0.5534972","-0.17573783","-1.0657951","-1.0406263","2.0371416","0.46580392","-0.725609","0.7405136","-0.05147729","-0.6468818","-0.8198569","0.7197997","-0.36554623","1.4942639","-0.32151595"
"291","riprup","-0.8146965","-0.62576866","1.059309","-0.43884674","-0.3748207","-0.96724224","-0.14138739","0.16727737","-1.000877","-0.92685807","-0.19827901","-0.3896887","-0.6896469","-0.83880085","-0.39251626","0.95818764","0.24293175","-0.520176"
"292","riprup","-0.85565126","-0.6240628","0.5105789","-0.39278716","-1.0088547","-1.6872346","-1.1129618","0.16645993","-0.885165","-0.9144042","-0.12045968","-0.26415372","-0.69194967","-0.63958144","-0.31552598","0.6802337","-0.539494","-0.5308271"
"293","riprup","-0.8253838","-0.4777745","0.089738935","-0.32746273","-0.6412939","-1.1802822","-0.376121","-0.13016498","-0.70497483","-0.94944394","-0.58159804","-0.38710678","-0.6633959","-0.5065749","-0.3708005","2.522061","-0.6766715","-0.46170202"
"294","riprup","-0.37923175","-0.65485936","1.3062173","-0.37281543","-0.6582247","-0.45767352","-1.0148305","1.8975798","-0.6705907","-0.83150685","-1.0244672","-0.24080542","-0.6202394","-0.8809944","-0.39126816","0.25899172","0.9910474","-0.4621742"
"295","riprup","-0.9875972","-0.69139385","-0.3995518","-0.46558776","-0.33522648","-0.51466","0.4449198","-0.8734157","-1.1946198","-0.9602591","-1.230085","-0.5936168","-0.64426804","-0.9216106","-0.6569207","1.3446852","-1.5240872","-0.37491456"
"296","riprup","-0.9725687","-0.6559751","-0.6349529","-0.4252449","-0.61609334","-1.036538","-0.28175223","-0.48321652","-1.1047289","-0.9673664","0.37835142","-0.30012977","-0.6574454","-0.50647324","-0.6549151","2.3768806","-0.55235296","-0.55171895"
"297","riprup","-0.74159163","-0.5065179","1.2923738","-0.3839353","-0.50920254","-0.6196852","-0.45590907","0.7202875","-0.87820995","-0.91004944","-0.3497343","-0.25682658","-0.59063417","-0.81176984","-0.5860478","1.0812848","0.5736691","-0.4473343"
"298","riprup","-1.0171183","-0.63285923","-0.28299862","-0.4287231","-0.33961916","-0.38228494","0.49306715","-0.74321145","-1.1088327","-0.9626876","-0.28416815","-0.40293324","-0.6013785","-0.74691","-0.6685005","1.8150223","-0.9370586","-0.41861424"
"299","riprup","-0.71213484","-0.6215833","1.3008609","-0.3725726","-0.46570688","-0.4466708","-0.7466265","1.0550846","-0.7101644","-0.89164","-0.7613823","-0.28299838","-0.64761376","-0.8167187","-0.51661295","0.18908897","0.6750641","-0.5089052"
"300","riprup","-0.87076265","-0.5949315","0.460869","-0.41281694","-0.21600276","-0.15809575","-0.42260796","0.26875284","-0.8016277","-0.9086152","-0.5978297","-0.39136922","-0.6197523","-0.65649825","-0.56581825","1.2592965","-0.183306","-0.42216054"
"301","riprup","-0.6581738","-0.637149","1.4647132","0.08609121","-0.82733685","-0.450929","-1.1925093","2.1772747","-0.0027761126","-0.6031917","-0.334489","-0.02070437","-0.66625464","-0.90865755","-0.35847142","-0.4093474","1.2072989","-0.5918224"
"302","riprup","-0.42810896","-0.5740277","2.053034","-0.37299725","-0.57197094","-1.2416244","-1.040366","1.3950542","-0.80966175","-0.8647322","-0.07960791","-0.116025284","-0.68477994","-0.7257096","-0.2840255","-0.07346211","1.1116303","-0.41031134"
"303","riprup","-0.7298335","-0.51258594","1.3278228","-0.3315009","-0.44214272","1.0095755","0.13801192","0.5161397","-0.6339668","-0.9138393","-0.40070042","-0.26082787","-0.5689894","-0.60274214","-0.38422227","0.54096955","0.8418156","-0.31918275"
"304","riprup","-0.7621848","-0.76949","0.14479223","-0.2650304","-1.0564709","-1.2050683","-0.76777416","0.6980232","0.17438714","-0.8168855","-0.31174743","-0.17023015","-0.6828632","-0.9220714","0.021674382","0.94420314","-0.25833932","-0.4931036"
"305","riprup","-0.7481646","-0.5783571","2.1181142","-0.1018291","-0.8551417","-1.2192862","-1.1791657","1.621961","-0.47288707","-0.79158616","-0.3053879","-0.29064697","-0.6975664","-0.6817156","-0.46069577","-0.41716215","1.0394474","-0.55238324"
"306","riprup","-0.92371887","-0.6701005","0.30726686","-0.35954735","-0.90779185","-0.7645314","-0.82131183","0.37104312","0.088153474","-0.89115757","-1.1399679","-0.38248828","-0.6848003","-0.9334384","-0.33745638","0.08271417","-0.34757674","-0.45021242"
"307","riprup","-0.6756519","-0.57474667","0.6440948","-0.2728045","-0.4415107","-1.0053155","-0.4539899","1.1990347","-0.74895006","-0.8644439","-0.07417456","-0.26471233","-0.6054328","-0.8536875","-0.19328518","0.4122118","0.7523856","-0.32415944"
"308","riprup","-0.8254729","-0.6717444","2.1008523","-0.3137255","-0.6518794","-0.9336452","-0.7631067","1.4352258","-0.7733245","-0.8755648","-0.1673848","-0.29530242","-0.6512153","-0.43194252","-0.4640851","-0.043105226","0.6844272","-0.3061965"
"309","riprup","-0.949275","-0.52716655","-0.79087967","-0.40166175","-0.5469193","0.019183038","-0.55379033","-0.65316874","-0.9079597","-0.9179374","-1.0319607","-0.50281996","-0.67030364","-0.821617","-0.57616687","0.9011316","-1.2786869","-0.31642845"
"310","riprup","-0.8098652","-0.6181962","2.0772085","-0.41198075","-0.24880396","-0.34588414","-0.9593326","0.97333413","-0.8433388","-0.9333396","-0.7428889","-0.52703923","-0.66915023","-0.77160746","-0.37036622","0.29081848","0.63721293","-0.43463686"
"311","riprup","-0.7001597","-0.5950127","1.0809461","-0.3594775","-0.5908039","-0.4832914","-0.96388996","1.6953878","-0.56026244","-0.70980984","-0.8999302","-0.3585475","-0.65655977","-0.86152357","0.8502182","0.0918026","1.1280664","-0.47027093"
"312","riprup","-0.9333877","-0.47537136","-0.5716383","-0.42417112","-0.6326357","-0.70329005","-0.29198512","-0.40179086","-0.9178028","-0.95401555","-0.5752025","-0.44439375","-0.6691499","-0.86849856","-0.13644445","1.2253472","-1.0198694","-0.4054019"
"313","riprup","-0.8968782","-0.6544647","0.19615927","-0.33771774","-0.9150074","-1.2240478","-0.905028","0.5482579","-0.7667218","-0.913191","-0.668752","-0.39000133","-0.69595253","-0.74099976","-0.408322","0.00023924354","-0.23483022","-0.44860625"
"314","riprup","-0.8391698","-0.60677147","1.6083554","-0.08498982","-0.9150879","-1.1767548","-0.93645877","0.6857398","-0.48624024","-0.6625742","0.0028129388","-0.077163905","-0.71886235","-0.84251726","-0.18225226","-0.0050219824","0.1508019","-0.53207165"
"315","riprup","-1.0200417","-0.6285147","-0.8141311","-0.44831944","-0.75281554","-0.6661175","-0.6799271","-0.7346365","-1.0543878","-0.96714026","-0.80944777","-0.44465727","-0.7017419","-0.8402946","-0.70582795","0.7234992","-1.4119961","-0.35663304"
"316","riprup","-0.96891946","-0.5595311","0.38964692","-0.22995941","-0.866724","-0.9181377","-1.0681462","0.08931583","-0.809701","-0.8980178","-0.21552591","-0.4595601","-0.7172189","-0.8361099","-0.51675105","0.9045765","-0.56931746","-0.45057845"
"317","riprup","-0.94327754","-0.5969858","-0.36714807","-0.45826623","-0.4671994","-0.7708757","-0.15861748","-0.7052739","-1.1096215","-0.9694324","-0.5892561","-0.6337941","-0.5878907","-0.810473","-0.60365385","1.563854","-0.8863687","-0.3157985"
"318","riprup","-0.7957919","-0.5770777","0.43339396","-0.4163177","-0.25134286","-0.74180806","0.6204034","-0.09384604","-1.02687","-0.9384631","-0.56941384","-0.42783263","-0.511111","-0.84519875","-0.66570914","3.6159604","-0.31654215","-0.43210876"
"319","riprup","-0.82429445","-0.69124013","0.5641983","-0.40473634","-1.0121439","-0.87483686","-0.87669015","-0.009721287","-0.98769414","-0.8958916","-0.05238239","-0.27922487","-0.7097987","-0.8897721","-0.50362724","2.0402563","-0.20172757","-0.63127"
"320","riprup","-0.8675453","-0.69660944","1.0613047","-0.3834517","-0.91141266","-0.7079997","-1.0725845","0.54745656","-0.7889252","-0.92771727","-1.1556782","-0.3367297","-0.70749027","-0.92528594","-0.42154846","0.037637956","-0.15934888","-0.47459313"
"321","riprup","-0.94472766","-0.6997703","-0.33512378","-0.40499088","-1.0232639","-0.5614608","-0.46087667","-0.4741301","-0.9080594","-0.90179145","-0.32785526","-0.36653283","-0.71446234","-0.77690846","-0.41789046","1.1375844","-0.7895599","-0.5371866"
"322","riprup","-0.8771219","-0.65067613","0.83480936","-0.41462937","-0.8470894","-0.56808174","-0.8275747","0.070240416","-0.8808778","-0.89433545","-0.27122","-0.26559785","-0.6885329","-0.96281546","-0.57433647","1.9241763","-0.43875137","-0.58778256"
"323","riprup","-0.9331357","-0.70241004","0.43776962","-0.45375004","-0.61338323","-0.49236324","-0.52229947","-0.08273453","-1.0689055","-0.91798455","-0.45746967","-0.35274848","-0.6706773","-0.8434066","-0.43569425","1.2161587","-0.62638134","-0.50213826"
"324","riprup","-0.9799915","-0.67745423","-0.37495735","-0.3169094","-0.9154527","-0.99707246","-0.804011","-0.4043318","-0.8802874","-0.93113613","-0.4346298","-0.47423288","-0.66493064","-0.9362095","-0.50184476","0.6648637","-1.114212","-0.49596152"
"325","riprup","-0.8592489","-0.6420672","0.29252294","-0.37995195","-0.816083","-0.6584517","-0.8413897","0.20830888","-0.8946849","-0.88849646","0.1094165","-0.4103127","-0.67378676","-0.6807502","-0.3838938","1.0371765","-0.1930171","-0.58443385"
"326","riprup","-0.8303737","-0.57801825","1.8619701","-0.40559778","-0.49122837","-0.9396213","-0.7911109","1.5174575","-0.90643996","-0.8580382","-0.54280436","-0.19502342","-0.66102654","-0.59699774","-0.5515584","0.5777583","0.9673727","-0.4346293"
"327","riprup","-0.90844506","-0.473075","-0.23003505","-0.44641805","-0.68129474","-0.87256074","-0.5055698","-0.6750187","-1.035208","-0.9360553","-0.06982403","-0.37003496","-0.62957335","-0.7730853","-0.64558774","2.2497735","-1.1298491","-0.5331105"
"328","riprup","-0.8582017","-0.45751113","-0.2308566","-0.42501128","-0.64521974","-1.0374998","-0.7745663","-0.82689214","-1.0896645","-0.9229326","0.33112076","-0.4203121","-0.65595233","-0.90881306","-0.63870627","3.2933352","-1.314727","-0.41610873"
"329","riprup","-1.0311041","-0.56940025","-0.12952277","-0.15032883","-0.56593645","-0.80153143","0.018729363","-0.48570815","-0.8471671","-0.8560607","-0.4803779","-0.39338472","-0.69408196","-0.76447403","-0.4055991","0.58327013","-0.34262988","-0.14025962"
"330","riprup","-1.0135335","-0.50783604","-0.38042736","-0.28642184","-0.979274","-1.2038063","-0.8252867","-0.063792706","-0.55379105","-0.8691658","-0.45551187","-0.2605499","-0.7145777","-0.77152365","-0.5369737","0.54478526","-1.0421289","-0.3166192"
"331","riprup","-0.98301077","-0.61258227","-0.5153021","-0.33212373","-1.0941644","-1.3803831","-1.0483812","0.0882939","-1.0164665","-0.90584177","-0.9599714","-0.4123228","-0.72287065","-0.81631476","-0.44588438","-0.25665092","-0.5235344","-0.38001058"
"332","riprup","-0.9129383","-0.589977","-0.032913055","-0.30731094","-0.98447055","-1.0255421","-0.841004","0.31028157","-0.59197736","-0.805514","-0.1898505","-0.31482467","-0.7031343","-0.8511882","0.75036174","1.2401602","-0.38025078","-0.52477276"
"333","riprup","-0.85460985","-0.5957937","-0.04222443","-0.45784432","-0.9037717","-1.1125196","-0.68879265","-0.5732918","-1.0669601","-0.929932","-0.80551493","-0.49638686","-0.72131574","-0.93706846","-0.38948405","1.3162208","-1.0617776","-0.43042898"
"334","riprup","-0.9700714","-0.7706493","-0.48080695","-0.3486552","-1.1057227","-1.099484","-1.0992095","0.15299371","-0.53331107","-0.8853721","-0.7696911","-0.13472602","-0.7218696","-0.77138305","-0.40532923","-0.06390346","-0.7891628","-0.5287577"
"335","riprup","-0.9250815","-0.67790174","-0.42669675","-0.3075057","-1.3290993","-1.7441548","-1.0898069","0.17638063","-0.5446554","-0.75025815","-0.08258199","0.08663309","-0.7189224","-0.85123193","-0.31429085","0.57919616","-0.845855","-0.5467923"
"336","riprup","-0.917287","-0.6728495","-0.42715797","-0.44329277","-0.591502","-0.7228348","-0.51159954","0.07407703","-1.031872","-0.9154331","-0.7357334","-0.39615938","-0.65604436","-0.915325","-0.66894114","1.9963094","-0.84633416","-0.22268109"
"337","riprup","-0.9186661","-0.68360585","0.2486389","-0.40194333","-0.87255526","-1.3313427","-0.30081144","-0.20833465","-0.7839187","-0.9400168","-0.5885616","-0.38123927","-0.69565094","-0.9621803","-0.49942797","4.7178955","-0.56726575","-0.5335271"
"338","riprup","-0.96090496","-0.7340992","-0.6981873","-0.41326827","-1.0341802","-1.0855496","-0.9373572","0.032408126","-0.91713303","-0.9278719","-0.799941","-0.06310292","-0.7320987","-0.69624805","-0.51815045","-0.07399071","-0.9701515","-0.30081052"
"339","riprup","-0.87268966","-0.7461581","-0.13835055","-0.4388764","-1.074458","-0.79518116","-1.1065365","-0.053548165","-0.92176145","-0.9415804","0.09361237","-0.2510197","-0.7078363","-0.800524","-0.5980952","0.7490441","-1.0542837","-0.5254882"
"340","riprup","-0.6278109","-0.49453202","1.4921522","-0.38834006","-0.43424213","-0.76560324","-0.3051673","0.7329716","-0.81101245","-0.8994408","-0.10500877","-0.16570446","-0.6412743","-0.66003716","-0.5177446","1.2399682","0.2351671","-0.38489303"
"341","riprup","-0.66651934","-0.6060174","0.792899","-0.34878346","-0.757299","-0.8159919","-0.6869829","0.39103413","-0.7674697","-0.8734871","-0.16771965","-0.08678802","-0.6416529","-0.94126123","-0.41178676","0.17606802","-0.30695826","-0.38260114"
"342","riprup","-0.8580288","-0.63789636","0.49829918","-0.23849224","-1.0297681","-1.2910308","-0.8397574","0.4553742","-0.6227297","-0.91600984","-0.41528547","-0.18252447","-0.7323178","-0.8336832","-0.31481248","-0.42124516","-0.47163367","-0.31873772"
"343","riprup","-0.9363419","-0.64541316","-0.07315536","-0.4528292","-0.7939512","-0.90009594","-0.763168","-0.35187286","-0.979844","-0.95490074","-0.5390342","-0.34835654","-0.70348287","-0.91923445","-0.53177756","1.3500627","-0.73995215","-0.47226253"
"344","riprup","-0.93819326","-0.5584138","-0.66862416","-0.41130522","-0.8914368","-1.1357611","-0.6794751","-0.62783307","-0.7774747","-0.92316175","-0.94716996","-0.3892189","-0.69884354","-1.0075742","-0.4583118","0.32526585","-1.2642567","-0.5519909"
"345","riprup","-0.8636381","-0.66308916","-0.06638102","-0.19336306","-1.0153048","-1.312804","-0.840955","0.53083116","-0.3182336","-0.81096554","-0.5698771","-0.027535435","-0.7126717","-0.9197942","-0.24264233","0.37672615","-0.48148257","-0.45240164"
"346","riprup","-0.9803838","-0.5241097","-0.9630968","-0.32311404","-0.6229135","-1.3384495","-0.42398262","-1.0076462","-0.90734386","-0.96101785","-0.9063569","-0.5325187","-0.6998067","-0.8650595","-0.48865017","2.3369977","-1.5342755","-0.44038805"
"347","riprup","-0.9882586","-0.42913473","-1.3884864","-0.41101804","-0.59565574","-0.77610034","-0.6496958","-0.6967486","-1.026055","-0.9447622","-0.73818946","-0.39019316","-0.68535465","-0.6924146","-0.5246379","1.0913434","-1.5019569","-0.25662208"
"348","riprup","-0.94216454","-0.49462003","-0.60321546","-0.42711917","-0.7564451","-0.8977774","-0.6062642","-0.5642216","-0.98792744","-0.9394873","0.2665717","-0.4611348","-0.715842","-0.70891017","-0.4766782","0.73135513","-1.111445","-0.4346072"
"349","riprup","-0.80217683","-0.5900033","1.1821052","-0.4396487","-0.33107486","-0.29606304","0.6321799","-0.0668486","-1.0026376","-0.94495827","-0.14884189","-0.49761695","-0.5938694","-0.5577217","-0.44073543","1.9626304","0.14594775","-0.27034867"
"350","riprup","-0.96719176","-0.6230271","0.17622848","0.5373281","-1.1574119","-1.4331244","-1.031706","0.25468078","0.86006856","-0.8813173","0.2020515","-0.2525664","-0.7377108","-0.7168251","0.191207","-0.13124858","-0.6696465","-0.5106056"
"351","riprup","-0.97453004","-0.7460296","-0.34783226","-0.39510256","-1.0576944","-1.1570798","-0.9151336","0.31941256","-0.7569258","-0.8741213","0.442197","-0.26575276","-0.72975457","-0.5418509","-0.45130733","-0.105476215","-0.62006575","-0.44487616"
"352","riprup","-1.0036426","-0.7301959","-0.13878988","-0.3997983","-1.1293583","-0.79402053","-0.5946535","-0.95767814","-0.88206744","-0.9192663","-0.40529796","-0.37644732","-0.7422394","-0.9289498","-0.53136355","0.38411415","-1.4241595","-0.31444958"
"353","riprup","-0.9818351","-0.62146574","-0.3718452","-0.4269035","-0.8858971","-1.546359","-0.70707446","-0.25290662","-0.91711605","-0.9160754","-0.5897924","-0.37836704","-0.7086625","-0.8357516","-0.37769106","0.46229658","-1.1288898","-0.3334801"
"354","riprup","-0.73685235","-0.56903416","1.2733233","-0.33149266","-0.91938883","-0.8324521","-0.92725265","0.7352539","-0.5887877","-0.67073214","0.43426833","-0.23147322","-0.68306816","-0.75809556","0.45786864","0.14520591","0.13515304","-0.515498"
"355","riprup","-0.7500285","-0.7154411","0.34273055","-0.45778498","-0.4845113","-0.8181184","-0.32478446","0.5793777","-0.8345221","-0.89303815","-0.57545066","-0.18832111","-0.59657276","-0.9402185","-0.21732953","1.3741008","-0.05519268","-0.41948017"
"356","riprup","-0.7987122","-0.607641","0.07040376","-0.39102343","-0.687827","-1.0225072","-0.83761185","0.14612411","-0.8667651","-0.8946373","-0.41618264","-0.33322912","-0.67583257","-0.89659876","-0.27818322","0.63153315","-0.45165148","-0.5254176"
"357","riprup","-0.79305315","-0.63037884","2.2348683","-0.40753683","-0.6237906","-1.4036058","-0.6088832","0.37794012","-1.2291161","-0.8129361","0.07521617","-0.4799699","-0.68726313","-0.6660358","-0.49412146","0.70117295","0.5124852","-0.3990906"
"358","riprup","-0.723945","-0.52016354","0.39904255","-0.37729973","-0.44326562","-0.6655365","-0.4276976","-0.009388356","-0.9092298","-0.90229875","0.29382193","-0.36048862","-0.6506085","-0.73054045","-0.46977106","0.9694991","-0.61187696","-0.14481503"
"359","riprup","-0.75490034","-0.597671","0.25573182","-0.23517188","-0.5281434","-0.43680674","-0.5646789","0.82213163","-0.5759706","-0.8199505","-0.8932594","-0.23924544","-0.63683844","-0.85693485","-0.40966824","0.4077788","0.14844538","-0.16524936"
"360","riprup","-0.92164147","-0.6049984","-0.48501977","-0.43645763","-0.88072234","-1.4803697","-0.6549737","-0.4806884","-0.66167223","-0.90100926","-0.35260877","-0.2601994","-0.7089835","-1.0119917","-0.46448883","1.1184269","-0.9323243","-0.4927432"
"361","riprup","-1.0055234","-0.6120509","0.19833909","-0.4116148","-0.99643576","-1.0156058","-0.97775376","-0.09656835","-1.0075986","-0.9285311","-0.8650527","-0.49374217","-0.68811816","-0.97940594","-0.58404005","0.21712025","-0.742191","-0.42970398"
"362","riprup","-0.4985917","-0.541399","0.7839648","-0.29081693","-0.94508487","-0.17960097","-0.9231113","2.140032","-0.42656007","-0.75389165","-0.9044674","-0.30744943","-0.66131055","-0.91586167","-0.28159478","-0.01354669","1.1633605","-0.46733302"
"363","riprup","-0.75283617","-0.42141396","0.16670275","-0.26832417","-0.40784764","-0.57583106","-0.6544224","0.2662495","-0.30108693","-0.9230327","0.08956876","-0.25777823","-0.5930794","-0.37236607","-0.27362496","1.3611538","-0.47444847","-0.45782712"
"364","riprup","-0.74463516","-0.71011","0.10403677","-0.44334012","-0.70165753","-0.06677132","-0.35791424","-0.06050133","-0.5785353","-0.80776143","-0.7448861","-0.26864558","-0.66005784","-0.94851464","-0.52540267","1.2578789","-0.090302326","-0.27143893"
"365","riprup","-0.9755656","-0.51526016","-0.38008448","-0.4057381","-0.38430002","-0.13986535","0.6504217","-0.62727726","-0.66030437","-0.8936345","-0.67902094","-0.21407157","-0.6167234","-0.8526341","-0.4809666","1.4450167","-0.89916974","-0.4075835"
"366","riprup","-0.98803055","-0.4175223","0.42717683","-0.22130714","-0.6883481","-0.7215009","-0.28061348","0.4502691","-0.76470464","-0.8514896","-0.015187338","-0.23878185","-0.6195883","-0.6095273","-0.54748994","2.3479946","-0.18516386","-0.49121284"
"367","riprup","-0.7907031","-0.62664455","-0.35442993","-0.24324742","-1.0511225","-0.7768031","-0.94416267","0.6041652","-0.68185055","-0.8359415","-0.6281512","-0.34911752","-0.7343015","-0.9222208","-0.48966917","0.93026245","-0.17402121","-0.5630517"
"368","riprup","-0.6026702","-0.7367208","0.3763765","-0.29809257","-1.1406064","-1.2541848","-1.1708734","0.820338","-0.52418065","-0.657361","-0.34387732","0.28538117","-0.6890403","-0.98740023","-0.47885182","1.0552142","-0.070443474","-0.6734285"
