"","Spec_int","B11","Na23","Mg26","Al27","P31","S34","K39","Ca44","Fe54","Mn55","Co59","Ni60","Cu63","Zn66","As75","Rb85","Sr88","Mo98"
"53","labrusca","0.27726066","0.2686714","0.76648146","-0.13934372","0.56844395","1.6149633","0.7417778","-0.114076085","0.22079225","0.975123","0.16473103","0.07837355","0.9757479","0.51500165","0.71332806","-0.69918996","1.2400224","-0.84165514"
"54","labrusca","0.58875006","0.18875833","0.95377916","-0.18248308","0.342186","0.5221638","1.0311676","-0.55530846","0.22764064","0.50784594","-0.5998287","0.06707985","1.2721851","0.46724913","-0.16876522","-1.1874989","0.17676441","-0.79346186"
"55","labrusca","0.51109743","0.85077095","0.47621292","-0.05040087","1.429203","0.9729562","0.5170102","-0.81962836","0.10857739","1.3921617","1.9902138","0.42217606","1.7158246","1.2081134","0.96157795","-0.6292664","-0.41469997","-0.79566175"
"56","labrusca","1.1459287","0.22870389","0.554309","0.3587996","0.18810746","1.3131771","0.34128922","0.06999954","1.1335458","2.7347708","1.6934475","0.64569324","0.31995872","1.8876529","1.5840334","-1.3050871","0.799275","-0.6940973"
"57","labrusca","0.29461586","0.20224357","0.3580531","-0.13161965","0.24870652","0.4509535","0.9934353","-0.75265723","-0.11756505","0.31330925","-0.7029253","-0.33348155","1.0132871","0.047125768","0.22917521","-1.1242944","-0.11714366","-0.65663236"
"58","labrusca","1.5698701","4.345266","-0.42445716","0.18100283","1.951527","0.57211196","2.1948967","-1.6475132","0.071302295","0.23727241","-0.17443371","-0.013668596","1.827287","1.4495906","0.76185757","0.92339706","-1.6105055","0.051946405"
"59","labrusca","2.7517564","2.326681","-0.75510025","0.36268386","1.727593","1.2060746","2.5621972","-1.8479975","-0.32282156","0.32572195","-0.5801536","0.9022762","1.0480908","0.8451029","0.0988162209334543","-0.51841474","-1.8418972","-0.56111574"
"60","labrusca","1.6985698","0.7654956","-0.33806732","-0.075002655","0.40827224","0.3798945","1.1900032","-1.0846776","0.15747637","0.6414881","-0.41512796","0.21672578","1.2056867","0.51709795","0.11195648","-0.89759064","-0.77869076","-0.7915761"
"61","labrusca","0.15465525","0.39396802","-1.1323961","-0.080421224","0.57651967","0.054610975","0.3055205","-1.807699","-0.5280487","0.6926199","-0.28087878","-0.51651096","0.23213872","0.3218337","0.1296516","-0.7204213","-1.5999538","-0.58640105"
"62","labrusca","0.9522981","1.0143902","-0.7671114","-0.058040034","-0.23805143","0.2186961","0.7305483","-0.62211645","-0.6835499","1.0693896","-0.07658134","-0.28833592","0.7390597","1.0190355","1.8768523","-1.1289415","0.0062522837","-0.6820386"
"63","labrusca","0.59506214","1.0098294","-0.281579","0.06283132","0.6894037","0.76624805","1.0212443","-0.5308667","0.12177295","1.6200125","0.5344617","-0.03719553","0.92934215","1.0545107","1.0885128","-0.73158836","0.1378439","-0.6925032"
"64","labrusca","0.8244969","1.588816","0.93753934","0.31000695","1.2838795","0.6933925","2.3632348","-1.3234667","-0.35746738","0.18705733","-0.5561536","0.903862","1.5085437","1.2072233","0.4622394","-0.5815098","-1.087706","-0.7461283"
"65","labrusca","0.08625145","0.37479854","0.3353215","0.0488241","0.95434445","0.06331864","1.3383498","-1.0162828","-0.73477846","0.16886805","-0.642326","-0.38478625","0.5692224","0.49646372","-0.1717064","-0.9688856","-0.693015","-0.7003466"
"66","labrusca","0.22210766","2.254019","-0.373183","0.03126405","1.6157005","0.3069092","1.1252282","-1.2598761","-0.9673361","0.29301956","-0.6944426","-0.32514954","0.9150676","0.13304274","-0.3198251","-0.7143943","-0.7582923","0.5450648"
"67","labrusca","1.3562385","1.1993619","-0.3912113","0.2633092","0.80725896","0.29191515","2.5763092","-0.86939836","-0.19756778","0.16934082","-0.3422891","0.55428755","1.7678597","1.2910426","1.8232634","-0.6162962","-0.32464322","-0.65022725"
"68","labrusca","-0.26726937","0.055584643","-0.15958466","-0.11984838","0.4252518","0.3215204","1.0111276","-1.0610263","-0.6135998","0.5219274","-0.52942765","-0.42864582","0.8260189","0.37501886","-0.14461498","-0.80940586","-0.2730931","-0.7632883"
"69","labrusca","0.10010702","0.35933685","-0.17292668","0.008294705","1.0414127","-0.038779516","0.8080016","-1.2601483","-0.9799267","-0.2844147","-1.1228276","-0.533443","0.47561786","0.46526617","-0.12323482","-0.5875195","-1.302601","-0.5843598"
"70","labrusca","-0.04154419","0.20439763","0.85429686","0.30641025","0.40834877","0.034376808","-0.5466997","-0.7666953","-0.31791896","0.090536416","-0.674467","-0.3396582","0.26543754","0.96817863","0.11898976","-0.9806668","-0.48643947","-0.6819372"
"71","labrusca","-0.2917319","-0.1703121","0.9105552","-0.17988698","1.5499586","1.2904118","0.12635975","-0.3952649","-0.625666","0.5677364","-0.502334","-0.4549476","0.51117676","0.23634066","-0.15874088","-1.3093137","1.4862998","1.605837"
"72","labrusca","1.1020118","0.7172796","-0.40469372","-0.09726731","1.124231","0.85858035","1.4412107","-0.90618134","-0.002811285","0.3450751","0.23626865","2.7279634","1.2293483","1.084952","1.3774706","-0.524108","-0.5801122","-0.6808552"
"73","labrusca","0.53062415","0.72290826","0.36460015","-0.15884556","0.58495826","0.79385906","0.7118986","-1.0508671","-0.60019344","0.60206836","-0.27386007","-0.14372495","1.0334208","0.4101674","-0.16832499","-0.61714447","-0.27992103","-0.6506409"
"74","labrusca","1.221888","5.9903235","-0.065766394","0.10316527","1.4282842","0.6262212","0.80664784","-1.0444864","0.07308008","0.6442354","-0.6491449","-0.23139906","0.3738086","0.32630616","-0.17663132","-1.1838398","-0.89696765","-0.87155855"
"75","labrusca","0.45837724","0.0910665","0.4924146","-0.14832239","-0.45546108","0.40594268","0.5176004","0.40932474","0.22040665","1.4231069","-0.0050579323","-0.19595352","-0.006528199","0.7216774","0.14695936","-1.2026926","2.6434343","-0.7953199"
"76","labrusca","0.38761488","-0.23207231","0.81084454","0.08819949","0.11161205","0.29986605","-0.94613546","0.3015332","0.13290663","0.79202795","0.010247656","-0.50844896","0.11149443","0.8541101","-0.18914166","-1.0113037","1.6717185","1.1207868"
"77","labrusca","1.0234817","0.64889914","-0.4819081","-0.15733998","0.5293139","0.062083762","0.73966706","-1.031289","-0.3935891","0.38696575","-0.6401813","-0.20411623","0.57180136","0.60021204","0.5776266","-0.9465571","-0.71939576","-0.8450796"
"78","labrusca","1.1333013","1.0730267","0.56958157","0.27112055","1.0799228","1.5171962","0.87779206","-0.3593693","0.446909","1.1815807","-0.000107415566","0.08751794","1.1529444","1.2346436","0.49042127","-0.8130689","-0.2817118","-0.7929417"
"79","labrusca","-0.09900955","-0.018222569","-0.2698928","-0.09358282","0.50612247","0.25043097","0.6600572","-1.1817008","-0.42294195","0.44637597","-0.3615315","-0.2645533","1.0262293","0.12030089","0.40138796","-1.0540016","-0.29339093","-0.76788586"
"80","labrusca","1.6323569","0.23316576","0.5015606","1.4702978","0.07520343","0.8292255","0.35782117","-0.32604182","-0.24907869","1.0315307","0.15582085","0.40110776","0.45855024","0.9013559","0.4717993","-0.965934","0.66190237","-0.7610914"
"81","labrusca","0.018033065","0.35582414","0.41809267","0.22151677","0.008115899","0.35341594","0.8709172","-0.79214054","-0.0955865","0.99024314","0.39480305","-0.06336481","0.5482092","1.2764826","0.56957185","-1.1601827","0.16480745","-0.7373344"
"82","labrusca","1.6022376","1.4597126","0.15738654","0.10138309","0.89975864","0.70062727","1.1291353","-1.1555419","-0.050940093","1.6462969","0.88028795","0.20398475","1.5285329","0.93414605","0.43259948","-0.7423075","-0.8013561","-0.048814103"
"83","labrusca","0.9663684","0.45398992","-0.42533442","0.11390977","2.0698864","0.5627583","2.142322","-1.4142492","-0.710803","0.51400363","-0.40796533","-0.537561","0.9149898","0.76308864","-0.100566424","-0.5681269","-1.4664097","-0.40619132"
"84","labrusca","0.40728468","0.34102643","0.34352532","-0.20593943","0.82861555","0.3132953","0.56409687","0.10180493","-0.32960975","0.51631105","-0.18206462","-0.049436368","1.2536298","0.9111649","-0.07881817","-1.074072","1.7873602","-0.7508281"
"85","labrusca","0.666851","0.17261112","2.0996447","-0.059542127","-0.13439733","0.35598645","-0.18608129","0.0065641245","0.37903634","0.39521855","-0.0049171383","0.3772366","1.214845","0.85053194","0.751664","-1.1877636","0.9603671","-0.78480434"
"86","labrusca","0.74601626","0.6586569","2.114112","-0.023751484","0.17350116","-0.059507158","0.18987553","0.1809986","0.4025868","0.8572385","0.84475565","0.37672916","1.1641823","2.339878","1.7003222","-1.1623358","1.0997137","-0.72470367"
"87","labrusca","0.8318598","0.30876076","0.5065125","0.023247203","0.8424879","0.19518422","1.2924769","-1.1626972","-0.17024463","0.648319","-0.24545461","-0.31055248","0.9444355","0.5226498","0.20316215","-1.0703732","-0.9905027","-0.7926485"
"88","palmata","0.73449594","0.64671886","-0.93283576","0.012957968","0.8683889","0.675585","1.0585074","-1.5891613","0.33347872","1.0604059","5.8595834","8.899036","0.5244538","0.81770015","0.26600075","0.04017056","-1.4387614","-0.5516028"
"89","palmata","0.25597423","1.0597188","-0.7387453","0.5154845","2.0731256","0.9080394","0.9815584","-1.7424192","-0.3669579","1.130305","1.7794521","6.6607018","0.56218106","0.7593192","0.14985174","0.092185974","-1.9208299","-0.3439132"
"90","palmata","-0.006453771","0.4729697","-1.1791424","2.8488069","1.841172","0.90000445","1.3306187","-1.5777113","0.07947225","1.1047058","0.7823465","1.3681765","0.2701134","1.2355323","0.446549036195969","0.055101782","-0.9144835","-0.053051725"
"91","palmata","-0.26333684","0.8080017","-0.3627509","0.0010315672","2.0226414","1.3234184","-0.097115226","0.3172542","0.36110696","2.6027727","2.2653303","1.160026","0.30651653","1.0675709","0.67874414","-1.0393528","1.3506962","-0.5392626"
"92","palmata","0.029149897","1.1712836","-0.9691503","0.07164118","1.0579805","0.29714662","1.5225073","-1.9035478","-0.66985005","1.4997653","1.3560488","3.570888","0.3069362","0.6099112","-0.6161982","-0.57660913","-2.00812","-0.49042916"
"93","riparia","0.8788275","0.74081224","-1.7637122","-0.13552302","-0.28714785","1.1467502","-0.17223582","-0.7344499","0.57951105","0.57898724","-0.36091635","-0.52662796","0.16400869","0.07183597","-0.012815263","-1.0056992","-0.19336765","0.8350398"
"94","riparia","1.1208513","0.20509848","-0.77773386","-0.068403326","1.3998934","2.2710695","2.121844","-0.9101093","2.5316448","0.76657337","1.6495053","-0.32830006","0.21173981","0.31388447","0.054744676","0.28142497","-0.93105984","0.33439982"
"95","riparia","0.67529994","0.5152403","-0.92702353","-0.10273664","1.0573951","2.6193252","0.389759","-0.063326485","1.4167383","1.2440705","-0.043694314","-0.22727433","0.38551804","0.33420745","-0.5498764","-0.44277048","0.9720525","0.34929383"
"96","riparia","1.4862186","0.22075762","-0.23402184","-0.04035411","0.17196572","1.6140842","0.21521842","-0.3198222","0.8494784","1.0088248","0.04726485","-0.32084376","-0.07336091","4.614123","1.0933865","1.3101377","0.19488698","0.9609149"
"97","riparia","0.74692196","0.76044893","-0.64916784","0.021614533","0.7935082","1.9231125","0.4523455","-0.52430135","0.37508422","0.7056108","-0.04457066","-0.2958025","0.34870955","0.4527859","-0.029875858","0.46896514","0.7271888","0.7141601"
"98","riparia","0.8274432","0.060827967","-1.1303022","-0.03565307","0.89486235","1.0132768","0.7705898","-0.5811428","1.5987107","0.30113524","-0.61791897","-0.031171463","0.38578933","0.16101438","0.050497152","-0.82372427","-0.19650148","0.84773225"
"99","riparia","1.8095815","0.9306496","-0.92940176","-0.3364987","1.1503131","1.0043887","-0.052525893","-0.094002575","0.9038926","0.25472146","-0.778803","-0.6172835","-0.22218934","0.08840833","-0.47352803","-1.1752607","0.6702114","0.10462768"
"100","riparia","0.76450706","-0.2166351","-0.7199085","-0.18138997","0.7411787","1.6975011","1.1753145","-1.1033509","0.26942003","0.73801786","0.23720181","-0.028677478","0.22220442","0.06933549","0.7396471","-0.9216898","-0.85663855","0.6934381"
"101","riparia","1.5519717","0.8186674","-0.8256642","-0.08445426","0.6523929","1.8752096","0.30831808","-0.25964668","2.1157289","1.2939981","0.3811575","-0.52092475","-0.009047978","1.9745679","-0.01108103","-0.5375094","0.19920802","0.26531628"
"102","riparia","0.40283284","-0.417609","1.1168545","-0.24600227","1.9493212","0.5543542","2.0609972","0.8968387","0.8938496","0.38372767","-0.5959447","-0.5993563","-0.051836014","0.24432762","-0.20535468","-0.25554585","3.1650848","0.21501149"
"103","riparia","-0.061876908","0.55307305","0.18061304","0.026858723","2.1272554","1.954509","0.43017232","-1.0308422","0.8596325","1.9788386","1.214733","-0.23342086","0.14192072","1.138358","1.7801601","-0.85817695","-0.8747563","0.8530677"
"104","riparia","1.1422439","0.24059333","-0.009293886","0.366261","1.1444411","2.150884","3.456007","-1.0402943","1.463521","0.77072287","-0.27459174","-0.121997885","0.35628724","1.2572981","-0.27726972","2.2783637","-0.6189321","0.7776638"
"105","riparia","1.221243","0.13654496","-1.3790382","-0.21864238","0.14708133","0.7675157","-0.0073746694","0.13920602","1.508128","1.052892","0.019218465","-0.07814029","0.21903381","0.4711911","-0.46646115","-0.86924976","1.0690085","-0.12891102"
"106","riparia","0.6607612","-0.088949986","-0.80043256","-0.19670738","0.57189393","1.831749","0.43154746","0.15518026","1.3896731","0.86681956","-0.18307838","-0.4242381","0.3634912","0.75886774","-0.5327598","-1.1719743","0.9697217","0.49549618"
"107","riparia","0.48600084","-0.0445063","-1.5367154","-0.1931579","0.74810684","0.7370035","1.0750933","-1.1717566","0.4444986","0.49117804","-0.64496803","-0.33824316","0.053448763","0.12550932","-0.21370736","-0.03128907","-1.1934332","0.48625037"
"108","riparia","0.897006","1.0635457","-0.6303639","-0.31529832","1.1751376","1.159256","0.32309186","-0.6779611","0.71571517","0.1238629","-0.7933548","-0.45494184","1.7996242","-0.17491329","0.144568","-0.037722155","0.090979986","0.45892903"
"109","riparia","0.85781246","-0.35966906","-0.48734176","-0.16408366","0.2282184","0.76585704","1.3242817","-0.30928355","0.6993541","0.06623212","-1.0037074","-0.60501546","0.06080898","0.28155243","0.4331473","-0.15168872","0.57737494","0.5233027"
"110","riparia","0.9618099","0.024193637","-0.6604041","-0.15907758","1.4415153","1.7494965","0.6323667","-0.11037343","0.6536405","0.8711156","-0.1101867","-0.06663492","-0.034404915","0.8839483","0.26858464","-0.91863406","0.64991343","0.98626286"
"111","riparia","0.7732364","-0.22282721","-1.4330789","-0.07969725","0.8174225","0.7213291","1.4622538","-1.375964","0.68168336","0.29469115","-0.52623093","-0.27056354","-0.0506232","0.12305833","-0.046422035","-0.0482214","-1.256985","-0.05589589"
"112","riparia","1.0784754","1.1766634","-0.34447798","-0.11859632","0.6079612","0.7031035","1.9191073","-0.012428576","1.4894744","1.6976398","1.3259095","-0.09905337","0.31233314","0.90468144","0.4922195","0.22542658","0.88834584","0.23380661"
"113","riparia","1.4184582","0.12923117","-1.2786376","-0.22271056","-0.13831885","0.7443574","-0.17945117","-0.4378339","1.1546823","1.2630961","0.25262672","-0.37163636","0.016781792","0.64411706","-0.04325719","-0.6873502","-0.23448367","1.2255145"
"114","riparia","-0.08215976","-0.0140042305","-1.7968227","-0.07963706","0.1948967","1.1475207","-0.07570954","-1.382283","0.6458313","1.3643335","0.25636825","-0.49820957","-0.021480536","0.34501243","-0.47633314","-1.2601075","-1.338405","1.0692501"
"115","riparia","1.0930007","0.38945016","-0.12390054","0.008637628","0.68786013","1.8917673","1.1595439","-0.7390104","0.37556452","1.6829611","0.5984967","-0.34231004","-0.06900266","1.3839477","-0.17426668","-0.5966723","-0.2853471","0.027433267"
"116","riparia","0.08131419","-0.005019198","-0.9294433","0.013837859","0.10178989","1.0712715","0.566867","-1.0668302","0.49344382","1.7638029","1.1488099","-0.2984811","0.15972173","0.69877356","0.020331927","-0.13605501","-0.90607744","0.091525935"
"117","riparia","1.4030629","0.6810135","-1.8027085","-0.11205694","0.08919002","0.6582848","-0.5901952","-0.6008193","1.6260308","1.3913387","0.8170577","-0.32851467","0.09683585","0.69516635","-0.16690114","-0.72455066","-0.030081373","-0.30935156"
"118","riparia","1.1736038","0.48200676","-1.5403591","-0.26712203","0.33777052","0.718389","-0.1273618","-1.2885221","0.8247877","1.1428767","0.15750577","-0.37537038","-0.040806364","0.51184666","0.04633544","0.053723477","-1.1901873","-0.31560588"
"119","riparia","0.68837327","0.08335209","-1.338107","-0.13916183","0.8353884","1.6222924","0.26520315","-0.33954412","0.27516004","1.4748894","0.45130974","-0.1643877","0.6417526","0.4917248","0.105125256","-0.061362445","0.21548103","0.34623778"
"120","riparia","0.9058556","1.4885457","-0.6271101","-0.03955542","-0.44041592","0.13639665","0.063219994","0.4489907","1.9185529","1.1633441","0.042787723","0.6808845","-0.38236037","1.318459","-0.06279704","-1.3164946","1.4060045","-0.28198454"
"121","riparia","0.7385522","0.24052666","-1.4212716","-0.101598665","0.044211037","0.27955416","0.09512823","-0.6977662","1.3355551","0.7436574","-0.085618936","-0.0885236","0.024612198","0.79234016","-0.35451868","-0.56431174","0.117600136","0.027633647"
"122","riparia","1.3591493","0.6693273","-0.83833885","-0.11704064","-0.44198734","1.1846159","0.8773685","0.015968056","0.5930772","0.435083","-0.6548471","-0.57387567","-0.4002982","0.20266369","-0.05208963","-0.97806656","1.4519367","0.9596984"
"123","riparia","0.31227785","-0.24937454","-0.3559057","-0.19944209","1.7663587","0.8466939","0.7743149","-0.76770717","-0.6403935","0.4939871","-0.6342866","-0.4166504","0.5710702","0.26904827","-0.46825498","-1.0397254","-0.2520168","0.02427165"
"124","riparia","0.6042549","-0.26941732","-1.4041692","-0.10709449","0.71388406","0.23782736","0.63310814","-1.0211623","-0.61433834","0.5529967","-0.61674976","-0.49836978","-0.12395464","0.5987557","-0.32550043","-0.9262337","-0.6485392","-0.12537873"
"125","riparia","2.4110746","0.34138432","-1.1867392","-0.19187976","-0.030161897","0.6308146","0.34198833","-1.0093759","0.031620048","0.2090862","-0.7022474","-0.22433816","-0.16883594","0.19378884","-0.32881394","-0.9514509","-1.0456012","-0.2627062"
"126","riparia","1.3120053","-0.010373967","-0.7367525","-0.34058467","0.536058","1.1679358","1.3622878","-0.57399553","0.3319164","0.11233858","-0.8146111","-0.4891489","-0.33197093","0.17561662","-0.43602005","-0.4241544","0.5997366","0.879257"
"127","riparia","0.66710395","0.28572303","-1.067498","-0.1406489","1.1098741","1.606113","0.6815509","-0.44169423","0.8672496","1.8454313","0.68949866","-0.3171603","-0.08915924","1.3288604","-0.19028674","-0.8202912","0.3960348","0.09189181"
"128","riparia","1.5064491","0.11102212","-0.7800624","-0.18224442","0.37796757","0.5729462","0.9796133","-0.008277905","-0.19396627","0.45078772","-0.6317224","-0.24958543","-0.09370765","0.482481","-0.30482587","-0.80730945","0.98808706","0.29956764"
"129","riparia","1.2993387","1.2498249","-0.81574243","0.1814459","-0.62539834","-0.22295077","1.7718086","-0.96385324","-0.4852191","0.6372","0.04077331","-0.58175313","-0.43043607","0.18783642","-0.06439855","-0.28109556","-0.3658586","-0.23095909"
"130","riparia","1.3473701","-0.04696113","-1.667076","0.09648415","0.33717185","0.61218107","1.9134526","-0.17905766","0.4602199","0.8843514","-0.28150442","-0.5593028","-0.38052064","0.5435589","-0.31406432","-0.83773255","0.76999354","0.726932"
"131","riparia","0.564048","-0.05794219","-0.9492995","0.10033026","0.7357755","0.11937986","1.2562891","-0.8217612","-0.42859647","0.3176859","0.046634793","-0.49604228","0.48623642","0.28075805","0.039003935","-0.73368824","-0.43713883","1.0930828"
"132","riparia","1.828526","-0.07315407","-0.8548727","0.16091776","-0.029919764","-0.01484856","1.300112","-0.7993639","-0.054348413","0.48017347","-0.4695848","-0.007115818","-0.46706274","0.3948608","-0.08967226","-0.58708096","-0.6902782","-0.11266256"
"133","riparia","0.17507295","0.36572453","0.57837373","-0.16593248","-0.062509485","0.17963876","0.9951724","-0.9866165","-0.21862945","0.2387399","-0.8220689","-0.52139795","0.3751628","0.26746473","-0.3044738","-1.0380147","-0.46634734","0.6730376"
"134","riparia","1.012054","0.25180316","-1.117475","-0.19696727","-0.09150871","-0.19249724","0.1892535","-1.0322472","-0.22511017","0.2238158","-0.96871805","-0.689141","-0.46862125","0.19893774","-0.13511154","-1.0639557","-0.39027983","-0.14231554"
"135","riparia","2.3178952","5.7804804","-1.333843","0.10213397","-0.17662764","-0.4423738","0.6641013","-1.1902797","0.4993294","0.56656706","-0.3181964","-0.33957368","-0.2459692","0.26979345","-0.24029453","-0.74697495","-1.1217816","-0.048659254"
"136","riparia","1.3919322","2.040462","-1.3934618","0.12791844","0.21876685","0.50867","0.70537704","-0.9072234","0.11215474","-0.14104366","-1.0273632","-0.6095577","0.29204294","0.10298369","-0.051704425","-1.1311979","-0.7133679","0.48878786"
"137","riparia","0.4925323","-0.13938625","-1.1404989","-0.08870427","0.3220731","0.10778527","0.16363542","-0.96229595","0.49542472","0.07036787","-0.9266894","-0.65461105","-0.11746477","0.20823693","-0.024652356","-0.52135456","-0.46870118","-0.16875856"
"138","riparia","1.1558298","-0.22348247","-1.586665","-0.13076693","-0.35033932","-0.2865337","0.3331476","-0.5945609","0.08511597","0.04963693","-0.8766681","-0.67897636","-0.38544244","0.06897899","-0.084086426","-0.44076657","-0.09275482","0.36556715"
"139","riparia","1.0325037","0.7980755","-0.31110057","0.08629096","0.07057456","0.0046538333","0.22218741","-0.88318115","0.5805154","1.0254194","0.45421806","-0.3544482","0.10343447","0.90153176","-0.27772382","-0.30764556","1.0214914","0.2852097"
"140","riparia","1.7268099","-0.19751053","-0.651822","0.15207382","-0.08646045","1.2571121","1.0915443","-0.5529773","0.88120884","0.52881646","-0.52118945","-0.5379299","-0.22013947","0.17338681","-0.15181924","-0.6552451","0.59571546","1.0094392"
"141","riparia","0.44005725","-0.22908176","-1.6920267","-0.17179413","0.087874316","-0.1457711","1.9165994","-0.4803868","-0.052930504","0.461373","-0.25040004","-0.63004637","-0.29150736","-0.002771398","-0.36908537","-0.777426","0.39041227","0.32173562"
"142","riparia","1.2662417","0.22002812","-0.725039","-0.11168938","0.13906996","0.39610937","1.4748597","-0.91789067","0.22332633","0.54653394","0.20517927","-0.39171028","-0.09677721","0.5837422","-0.020548813","0.85285175","0.4367008","-0.030974356"
"143","riparia","0.64369416","0.41996127","-1.4840883","0.039621923","0.24119398","0.21401772","0.34624627","-1.3981961","-0.021294337","0.9710891","-0.10129175","-0.5616809","-0.092348896","0.6218391","0.0069007976","-1.1824342","-1.2330475","-0.2808208"
"144","riparia","0.87290746","1.9665698","-1.839312","-0.02631056","0.12848409","0.54157084","0.2144487","-1.6189339","0.4238497","0.57012355","-0.32677057","-0.54686797","0.19560333","0.025891654","0.030132689","-1.144462","-1.7014704","0.10706935"
"145","riparia","0.8630645","-0.002605507","-1.1629329","-0.25911734","1.3729491","0.87099904","0.6939523","-0.33031347","0.71633905","0.26233575","-0.6551755","-0.63317835","-0.16059493","-0.10473661","-0.07329519","-0.6485821","0.80758667","0.5692566"
"146","riparia","0.503298","-0.38520676","-0.49415058","-0.12205298","-0.052535266","0.60947776","0.013457644","-0.83141834","-0.24033247","0.23614073","-0.57976496","-0.61959445","0.5792027","2.729351","0.049523786","-0.78685576","0.15291658","1.6373483"
"147","riparia","1.0433499","-0.14310494","-0.82638186","-0.09051073","0.9232745","0.996101","0.75356126","0.87916225","-0.15660445","0.74060625","-0.2801252","-0.56053734","0.3311027","0.33826545","0.07451827","-0.6668602","3.2996347","0.43925744"
"148","riparia","0.23890409","-0.03342607","-1.308596","-0.13825087","1.1983818","0.83542305","0.2851965","-0.8712689","0.305086","0.31552413","-0.6827322","-0.6227093","-0.4014698","0.35740173","-0.35297894","-0.9564962","-0.74838203","-0.11411681"
"149","riparia","0.4288035","-0.09207929","-0.7325262","-0.145754","-0.152406","0.9519046","-0.08833462","0.005851105","2.624482","0.6594992","-0.48479858","-0.37979895","-0.4295134","0.521238","-0.025858486","-1.2018179","1.4159286","-0.16807567"
"150","riparia","0.1935934","-0.10038705","-1.4484462","-0.19715457","0.45108148","1.2686733","0.61601156","-0.54259896","1.1711882","0.73512495","-0.29021224","-0.31901252","0.336693","0.4738996","-0.46759138","-0.5414559","-0.20253104","0.23710056"
"151","riparia","2.5890906","0.12473548","-1.7087995","-0.16334459","0.4783852","0.73886067","-0.7606773","-0.14394853","1.7220099","0.56862426","-0.42256203","-0.5344686","-0.1824059","0.42851487","-0.16200675","-1.3049015","1.3252677","0.26781476"
"152","riparia","1.1150876","-0.15404113","-0.9795523","-0.21145913","0.4601653","0.6623412","0.29015315","-0.6549217","0.2624009","0.5755703","-0.08326494","-0.5155359","-0.338657","0.3539539","-0.40329325","-0.5658963","0.20119227","0.069329314"
"153","riparia","1.2198701","-0.22297008","-0.7059316","-0.1420908","-0.19807337","0.38633376","0.9202212","0.15983072","1.0721991","0.79283065","-0.5738077","-0.54864466","-0.4154777","1.8026854","0.057461012","-1.0207471","1.0902536","0.5023594"
"154","riparia","1.6790099","0.606409","-0.6685933","-0.13554193","1.362408","0.8374207","0.6008399","0.03446883","-0.0060090353","0.15202434","-0.62343556","-0.64947045","-0.14430651","-0.029727442","0.104761474","-0.63865316","1.2448307","0.03623641"
"155","riparia","1.3862312","0.41487268","-1.3562082","-0.0841249","0.24399494","0.80952036","0.56782925","-0.7322355","0.60766816","1.0711541","0.23126367","-0.4444921","0.250128","1.1343637","0.3919048","-0.61782485","-0.56692815","0.20200728"
"156","riparia","0.3416527","0.40076005","-0.78339076","0.06974308","0.33930042","1.0888693","-0.9399814","0.49306765","5.5410023","1.6430143","1.8792379","-0.3305004","-0.18943503","0.9578763","0.08044556","-1.0028733","1.3323157","0.11683182"
"157","riparia","1.1738257","0.38868746","-1.3456622","-0.1228352","0.062073454","0.3869856","-0.062136866","-0.9777026","0.7813119","-0.10540008","-1.1790589","-0.66699815","-0.081145056","-0.11385084","-0.2949284","-1.2628155","-0.6107598","0.34699705"
"158","riparia","1.5104086","0.07895078","-0.66907376","-0.22790632","1.5520358","1.1782794","0.09813195","-0.25801727","3.7361293","0.81810725","0.00023943053","-0.5291789","-0.085818626","0.8050062","-0.13977109","-0.99524486","0.9668054","0.26575962"
"159","riparia","0.50628805","0.02435826","-0.8524185","-0.23702674","-0.15841568","0.27017725","0.86304945","1.8782723","0.37029868","0.37670717","-1.1175584","-0.6244055","-0.35823038","0.5046624","-0.35199305","-1.1795049","2.9818213","0.39324498"
"160","riparia","0.42515978","-0.39838734","-0.70527536","-0.26380414","1.065494","0.60684013","1.3674114","-0.12752903","0.23406498","-0.17719357","-0.98923236","-0.7199337","-0.18404663","-0.05818072","-0.47935247","-0.7284873","2.2130733","0.29541525"
"161","riparia","1.0274494","0.18226007","-0.85317576","-0.1275586","0.90701425","0.2579924","1.2253532","-0.7816995","0.9654829","0.17677589","-0.7545063","-0.62015194","-0.022174332","0.36630318","-0.0038853993","-0.15492488","-0.2152946","0.15294789"
"162","riparia","1.1256833","0.8225967","-0.77848387","0.061676327","1.1738439","1.7021487","0.5872967","-0.9618432","0.60585386","1.2906882","0.19054021","-0.43200007","0.24319302","1.1590894","-0.15011275","-0.78054553","-0.6894752","0.4412381"
"163","riparia","0.7606075","0.5517198","-2.0195794","-0.15106142","0.019611541","1.5935231","-0.14195564","2.0151684","1.8728116","1.8783813","0.754477","-0.37212548","-0.2725331","1.5981926","-0.12524089","-1.2884719","3.061853","0.21208148"
"164","rupestris","1.4701912","-0.25961825","0.075241104","-0.2921731","0.3871338","-0.38718528","0.021971649","-1.2669321","0.30093867","0.23564133","-0.68154454","-0.55914485","0.21574108","0.29622346","-0.18524945","-0.3350074","-1.1502783","0.03733398"
