,Spec_int,Indv,Li7,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Se78,Rb85,Sr88,Mo98,Cd111
0,9,1,0.012869882,18.66672976,6.970224337,1746.445345,3.845879333,1743.118142,1152.944236,5888.311451,15894.22342,27.59339808,54.53990772,0.188765445,0.813897465,7.365774443,22.06969766,0.004603502,0.078727289,2.939849649,7.347058731,0.101190184,0.00766589
1,9,2,0.011931612,14.47692886,5.866391568,1489.852688,5.825639221,2244.68425,1600.441818,7013.400166,13155.45463,35.49158648,52.57114203,0.282940026,0.648418658,8.068232162,10.1086613,0.005609539,,4.166139821,6.890243221,0.14549922,0.021107826
2,9,4,0.021231577,14.71313365,10.25195456,1467.666224,8.036046831,2311.056644,1039.097749,7966.273447,14182.50581,39.13434474,36.664748,0.204520839,0.555300335,8.369119967,24.30491035,0.005811993,,4.589771506,9.025915346,0.161181941,0.006236906
3,9,5,0.023306263,20.10629931,11.77369681,2248.108976,9.482050637,2315.675046,1091.607046,7514.088622,22550.82189,40.22041153,43.24367607,0.201085208,0.660281969,9.385391901,17.75315743,0.004597548,0.03361551,3.461934716,15.29235971,0.16304633,0.006881962
4,9,6,0.058812769,12.97800542,11.04383667,3390.636514,29.32960533,1995.192533,1096.870563,7608.463923,15982.76017,75.2361385,53.64704601,0.353459542,2.024095695,9.068968246,16.65683944,0.013593336,0.122610719,4.690904864,13.9014494,0.184343717,0.008106347
5,9,7,0.013933974,14.82625594,6.369331445,1887.374934,6.115421962,1908.805035,1213.624852,6120.525902,17506.88346,30.84618033,67.89663145,0.233101325,0.687711185,7.99061821,12.19792217,0.004382589,0.06572541,2.657401135,9.235654215,0.139915224,0.004713937
6,9,8,0.037247783,16.86715288,14.34894675,3317.882659,11.17633337,2008.564757,1349.574062,4567.317496,22565.64689,42.52178868,82.73278846,0.318521771,0.940657263,7.753446611,16.61125163,0.008325781,0.05516202,2.207285037,16.43709906,0.131712144,0.215261904
7,9,9,0.018202773,11.71456582,9.079443999,2173.488653,7.539862842,2081.468725,1410.133893,6272.923113,17109.42995,28.90316541,56.0355102,0.157284287,0.628594839,8.769453642,14.5029827,0.005118577,0.199532043,3.657595537,10.25063718,0.125924007,0.004821006
8,9,10,0.228526278,14.01526521,14.05922986,2431.221312,96.01058421,2401.009462,682.5802519,8163.801234,18226.89878,213.2412916,51.47730868,0.593078894,1.977642686,10.54184451,29.60502854,0.037091722,0.090372895,4.728689502,11.9280278,0.382809636,0.015254653
9,9,11,0.009368071,24.01059044,9.18680421,2508.643737,2.785220726,2862.158732,2183.855856,8162.05587,19408.67228,28.50058598,33.44925102,0.096942674,0.429100334,11.4023106,17.16506786,0.009736819,0.039616838,3.860751695,14.77405589,0.147265726,0.012405878
10,9,12,0.026465784,16.53759294,4.732432943,2533.983912,10.53144569,2365.631162,1288.805074,6191.560049,22534.40097,39.25911339,56.62508025,0.139092506,0.683843406,9.009216564,14.58656406,0.006576007,1.136461121,3.233661711,13.34619615,0.181829203,0.003671579
11,9,13,0.020084693,14.07197727,11.4282756,2118.038132,7.833136152,1910.289212,1519.466562,6245.207426,18730.34027,41.05183681,80.97299856,0.26791135,0.863386048,7.815821533,15.03511334,0.003562122,,3.811104921,9.374657753,0.127457242,0.002491942
12,9,14,0.014357346,18.40723058,6.30674182,2567.394161,5.152716078,1679.93655,930.82775,5325.603581,20355.78499,28.78922772,70.00813205,0.121658295,0.546039501,8.078510967,13.77556841,0.003780766,,3.131600988,11.51118709,0.12166126,0.004558681
13,9,15,0.049779705,20.46189577,8.487291718,2295.507981,19.87606793,1854.601375,1197.893213,6525.190016,25851.94375,64.5938365,147.4309011,0.257470887,0.824355578,7.678716213,20.46661829,0.010008469,,3.363712248,15.81428338,0.177814959,0.006703176
14,9,16,0.017299614,24.64499793,6.999957877,3195.309798,6.766471064,2145.714597,1674.467158,6141.001483,27377.39655,33.28773119,74.11879611,0.177028978,0.666377793,8.714352455,12.98976758,0.005308851,0.139025873,3.007713364,19.01675512,0.16321042,0.007306049
15,9,19,0.021766007,13.94301266,6.390655279,2170.981689,9.365613285,1927.863214,1465.755487,6989.868846,18518.361,39.0126413,125.7401258,0.218223245,1.009950895,8.210049211,20.04854825,0.006451497,0.140751143,6.224198317,10.43781134,0.118356568,0.007251806
16,9,20,0.01273046,26.69645705,7.552619463,2731.06415,5.089760175,2122.16844,1053.498009,5677.845244,22853.95038,31.6634835,47.39844141,0.141202715,0.588032429,8.917257802,11.96446285,0.00423513,,4.029775139,15.56261469,0.167618626,0.005203386
17,9,22,0.021231165,28.62682086,10.20979597,2332.768964,7.440318712,2245.385595,1574.961231,6895.615013,25803.61489,37.14097299,41.89817419,0.112612765,0.624426785,9.307781365,13.46350072,0.006263871,0.164807838,4.742159609,17.48149273,0.155897781,0.004233107
18,9,23,0.032387486,14.77241892,4.732341435,1716.603081,18.70808292,1662.856475,1612.255745,7670.928898,13236.9172,58.02679894,37.28919653,0.153667812,0.919254566,7.147362305,8.38328775,0.009873941,0.474807298,4.416800261,9.568743888,0.130853423,0.006014047
19,9,24,0.022281151,21.86580709,13.75646721,2488.044742,8.56702318,2604.363272,1413.832899,7054.823537,19000.36226,34.93323798,25.86539894,0.105795855,0.577188778,9.772884761,13.06680724,0.005490232,0.079651301,4.380966154,13.73595533,0.210569898,0.006849612
20,9,25,0.023445036,19.73641012,7.771067097,2141.305263,8.80117583,2074.741487,1387.921988,6562.71526,19336.70443,35.05305136,48.23083452,0.113587515,0.61122383,8.393946855,14.50026231,0.005610754,0.028976579,3.418257449,13.4759998,0.231671074,0.004446827
21,9,26,0.048591012,24.09505293,10.14222333,2720.384955,17.26186798,2802.931702,1265.282418,7474.126417,26083.37325,60.6757829,44.01244493,0.221272922,0.815339982,8.497041668,23.67989958,0.015603737,0.092779279,3.073484335,19.11650972,0.208706954,0.022817528
22,9,27,0.036396793,18.15212359,11.25433613,1571.451844,14.99312999,2100.560425,1098.429742,6487.369837,21790.24571,46.22383262,117.0829414,0.214339612,0.774553729,7.785202054,27.60041524,0.015088125,0.051690199,2.54164274,13.73379205,0.149589199,0.006600481
23,9,28,0.035758287,21.55256865,5.840382774,2140.677429,14.91096866,2088.574718,1745.87433,6378.367888,26609.45144,54.63343321,91.44492515,0.153776182,0.774288788,8.254036512,16.07244365,0.019433516,,3.285681873,16.36109113,0.145293964,0.005454948
24,9,29,0.019841381,21.07803837,6.618589492,1828.765685,6.117107534,2373.920201,1800.280338,6577.627916,21220.34423,38.84649338,39.99643718,0.102043477,0.516232887,9.790344993,11.05692587,0.008518974,0.149212721,2.176515176,13.45122998,0.187558164,0.014248747
25,9,30,0.017820733,25.23658161,11.69527886,2521.831348,6.10678436,3530.201225,1850.690713,9764.482893,21256.05734,33.11424964,39.72407167,0.120809721,0.431215627,9.598082224,15.21069722,0.009221131,0.046007204,3.827451673,16.78103301,0.269851251,0.030247231
26,9,31,0.0088414,14.52031411,5.018543569,1869.077624,2.975010599,1966.149059,1147.746295,5959.387625,18312.08255,25.86567599,53.53017892,0.090866427,0.424623227,7.963637224,9.94854946,0.003104279,0.152479416,1.981300112,11.5713413,0.174014438,0.002962177
27,9,32,0.029903024,17.43664322,11.3317161,2120.022982,11.62209669,2907.228245,1291.17368,8246.836383,20274.85298,41.09882905,80.93965175,0.188235886,0.584881374,9.834819834,18.47059201,0.007437863,0.317959391,2.755326156,14.00987142,0.20401747,0.00698325
28,9,33,0.021689799,16.83306547,5.713517148,1990.72432,8.501044244,2014.163073,1130.133733,5812.79023,18781.78422,33.47476066,72.673377,0.103922395,0.635148911,7.129622025,10.95851576,0.005883887,,1.8670962,10.08586291,0.165481033,0.00481189
29,9,34,0.053523788,16.73861574,8.476371522,2299.865293,17.98535724,2298.47192,1318.909081,6516.826988,19791.50792,65.01082908,59.76691389,0.202829844,0.688384522,8.155209049,14.51636066,0.010831973,0.126099912,3.222810587,14.56029054,0.199575145,0.012706547
30,9,35,0.056187913,16.87479704,14.36906186,3132.550243,23.40275395,2632.342929,1461.180555,7357.856456,27901.35237,68.59276833,73.66770388,0.221249954,0.877543238,9.877759959,20.38073391,0.013266345,0.161403401,4.165099962,17.73307554,0.194577639,0.025234654
31,9,36,0.033694866,22.50029276,14.62223866,2909.481074,10.61224603,2737.95089,1380.077232,7696.827217,25225.61744,41.5517533,36.81181001,0.263846847,0.813412859,9.047303663,49.72979495,0.012793381,0.364275963,4.476315137,19.38692989,0.186600126,0.015205131
32,9,37,0.015707608,20.28135243,14.16991817,2436.65512,5.971556462,1998.787915,1095.757612,6919.042276,16495.25144,29.46403157,38.39843535,0.108114084,0.520301398,9.254656223,15.28787922,0.004201467,1.429169311,3.426962535,12.20907702,0.143394633,0.010565285
33,9,38,0.020938588,20.116188,13.4313048,2443.392765,8.418366647,1973.06164,1156.058734,6073.668167,19333.9141,33.43202714,48.3689013,0.144811219,0.668777439,7.915009769,26.17744391,0.00501691,,2.281231611,13.25017832,0.174108498,0.008714494
34,9,39,0.057004455,13.08791256,5.766903447,2535.00338,18.80462943,2188.384423,1374.006772,6528.727382,18680.59474,71.77324576,97.03145447,0.280101137,0.900370537,8.673645197,18.57385284,0.017162841,0.131282814,2.639652969,13.79224018,0.170726824,0.009535418
35,9,41,0.045723006,18.25938589,14.19339409,1979.372468,17.65696375,1990.229589,1232.008155,6225.30312,18322.05732,52.63598834,53.46381221,0.165092857,0.91250827,8.010778517,13.61154574,0.008150989,0.043331097,2.825331702,11.24212369,0.173763265,0.005944341
36,9,42,0.079610694,12.82862607,8.847408622,2411.192847,33.94294985,2218.360355,1003.842518,7728.038244,15695.25435,84.55912716,84.18626385,0.294751248,0.895012845,8.170784221,15.55863734,0.017049826,1.092514436,4.826950535,10.43605645,0.221706994,0.006325182
37,9,43,0.008666844,15.85478498,28.39567736,1689.035821,2.097751577,2430.689973,1098.414533,8804.845575,8408.306818,23.11668867,17.79179364,0.104036551,0.515479535,10.5437839,11.38225146,0.001804365,0.034980504,9.586547662,5.004144578,0.210983442,0.005211411
38,9,44,0.011203178,19.84687022,11.5024324,1996.726992,2.87259105,2520.867494,2015.09922,10181.0862,12022.34457,26.61226578,25.92364716,0.066043598,0.40958244,10.62882252,14.05422407,0.002654478,0.09416796,9.398527262,6.449206712,0.214678124,0.004692913
39,9,45,0.018208492,18.71203148,9.530933842,1638.056012,6.275924209,1993.162031,1168.869428,6523.699503,18577.16075,33.4874927,53.91804971,0.115190348,0.702756056,10.01265879,14.79421868,0.00497311,0.13915858,4.305680669,10.12162701,0.145784916,0.006593107
40,9,46,0.01366099,19.08599735,13.90023271,2409.899395,3.890496119,2443.023945,1510.964181,7031.097481,18603.15005,25.73186398,57.3221063,0.122048377,0.506992415,7.961821032,17.44444235,0.004469116,0.06086497,6.504725456,12.45235588,0.148436299,0.007382634
41,9,47,0.02009533,27.58585261,6.459355785,3125.405091,12.26145391,2664.458954,2126.001872,8283.802909,24950.25987,43.44513227,93.60125416,0.160164105,1.051487025,12.46906564,26.06457604,0.011283839,3.73017077,4.071915368,21.4714428,0.198236827,0.005206917
42,9,48,0.01276929,25.17288512,10.14193391,3065.543988,4.498020354,2449.9084,1706.530796,8899.093668,20465.62368,32.49357316,90.02047479,0.138440308,0.614882082,9.150804313,19.05601677,0.005897861,0.048338316,6.650948816,15.28696347,0.164917359,0.010028518
43,9,49,0.007675085,25.76793171,13.89899321,2867.42507,2.653057075,2124.219056,1212.527692,6892.023258,15346.50117,21.6384468,21.92561751,0.087806758,0.449032686,7.940474489,9.821068494,0.006147462,,7.009326078,10.45231139,0.172021389,0.048607601
44,9,50,0.007378926,18.35072585,8.898955914,2444.334531,3.265556606,2454.973903,1213.908764,7103.025947,16798.62316,23.59239243,26.87870037,0.082087748,0.379668832,9.452383658,12.80804301,0.006014553,0.04122131,4.714018002,10.8013947,0.318121057,0.0055248
45,9,51,0.012162484,23.37575464,13.39940609,2369.159624,3.860697088,2398.963233,1744.415655,7487.235683,20261.5122,28.79357447,32.36829238,0.091947382,0.502107889,10.12981681,11.29487349,0.010682412,,4.716740465,13.75573915,0.170647622,0.002676704
46,9,52,0.013492585,18.81804999,14.2481953,1816.18469,4.509366007,2492.043481,1068.941111,10426.72598,10914.20327,22.8279668,20.38304438,0.083861304,0.433978963,10.61965904,18.2188372,0.002126167,0.137109614,7.704953239,6.764371762,0.207630262,0.008266562
47,9,53,0.002132644,16.20844452,8.755932436,2078.60803,2.810298806,2262.121562,1520.872607,9973.878835,9068.399833,20.33859735,21.39579439,0.150106563,0.526092903,10.96008996,10.46485043,0.002960352,,8.951477004,7.110578281,0.151114975,0.001965481
48,9,54,0.027704697,24.88727925,13.11933526,3209.03766,9.812019739,2404.909944,1203.669274,6873.234856,24210.5198,35.05510271,34.85727728,0.138013894,0.692107374,8.892502011,13.69669785,0.006222432,,5.230755519,18.13984314,0.197904113,0.012108373
49,9,55,0.020940417,22.82424048,18.23145289,2745.569895,6.839025928,2498.725248,1182.855259,7678.958405,22023.66676,28.02518384,53.26902998,0.205467206,0.672326815,8.52332821,47.22422859,0.006937585,,4.765245236,17.04002865,0.161815894,0.012053613
50,9,56,0.031664981,14.04972772,7.540157683,1989.177756,13.49783441,1889.843873,1489.579407,7546.075543,14070.61991,42.14881767,45.06289051,0.129181189,0.683527046,8.560148602,11.22491432,0.007283927,6.335351089,6.535481954,7.211987686,0.160319788,0.003428277
51,9,57,0.008517438,17.27353181,9.872137897,1914.947114,3.899901264,2436.896002,1465.246498,8106.543586,15418.73965,25.79433038,37.05406879,0.115645903,0.42720277,8.541713392,23.37398444,0.002693693,,5.262254929,9.518766242,0.229534198,0.004616856
52,9,58,0.0174685,14.40677437,6.736645363,3129.82673,7.317132038,2118.897832,1308.984483,5144.77631,26223.47014,31.64299098,52.78774223,0.137077188,0.52381066,7.98077336,14.92123862,0.005215509,285.4316563,3.621118204,17.94806471,0.194628984,0.003748758
53,9,59,0.018387682,17.90934896,11.85488205,2736.660852,7.349553505,2159.646135,1299.037982,6699.683419,19305.2098,33.68660329,28.3729879,0.120892462,0.599761047,7.996775967,20.23779235,0.005812225,0.187951406,3.473496779,11.82323029,0.184302391,0.00462108
54,9,60,0.013038533,23.28668634,10.86138532,2985.221411,3.374845962,2246.842736,1901.467455,6755.074585,23210.81647,25.31568497,37.00459735,0.115584489,0.373690828,9.322212792,11.22448925,0.003413791,0.121559539,4.12146878,16.38954582,0.12090044,0.015595859
55,9,61,0.022256437,17.36195875,12.99240148,2118.059257,6.876596595,2215.099229,1921.139131,6706.273026,21903.85,33.21147832,91.25832758,0.167910049,0.599850675,7.828025186,37.6261626,0.006606043,0.077369254,3.046301148,13.48691541,0.167257297,0.006254621
56,9,62,0.014390486,18.23329313,10.35227657,2122.143714,5.221695123,2047.960835,1450.496742,6929.981442,18442.17637,31.92480411,45.86355767,0.135870204,0.668556984,8.712490171,15.4263278,0.004142608,0.043280646,2.305273224,9.373907616,0.249485066,0.002846077
57,9,63,0.012977515,21.69576044,21.74626159,1846.80202,5.041110904,3385.927112,1994.60659,11492.7324,12517.16026,28.51356204,21.76309495,0.079049035,0.467246374,12.30718419,14.12670162,0.007100156,0.064756789,6.039915496,6.590580309,0.250290118,0.002627498
58,9,64,0.107387392,20.99021813,9.479573318,1830.313061,47.87102578,2019.963007,1137.386722,5263.395209,22532.76613,107.7488085,82.93309618,0.281032694,1.112154587,7.944634898,15.27716299,0.019226976,0.103066248,3.109593078,13.67328179,0.154078548,0.027331134
59,9,65,0.00901761,17.30375046,9.949559044,2280.828639,3.956507627,2786.160167,1212.357269,9273.250039,13691.22354,24.35768041,26.23612596,0.084818841,0.358217014,10.06327187,12.89220875,0.003239458,0.388705991,5.869914151,9.478125597,0.260437005,0.006704332
60,9,67,0.006548534,9.653609957,18.29358347,866.3451967,1.88402685,681.6911134,226.1012805,4615.108583,4671.557873,8.265856171,9.573434295,0.068618269,0.358193738,2.865274479,15.76227412,0.002962668,,2.446546847,2.640039577,0.026555002,0.00400923
61,9,68,0.022281095,16.80829741,232.059267,2327.373319,13.17122255,3056.078509,2322.416145,10941.79672,15644.61585,42.11318905,83.1942465,0.228423018,0.813667529,10.12349973,33.79490372,0.009175687,0.332256918,4.405257444,12.8736716,0.197264335,0.010459246
62,9,69,0.010694524,24.6398032,5.64836289,2172.247676,3.691377431,1940.461448,1212.371334,6330.439871,22022.85601,27.26695615,34.73993477,0.136304759,0.614377179,9.157231774,33.0274552,0.003768932,0.493500002,2.646578979,13.67714366,0.176503821,0.101836916
63,9,70,0.100768165,14.29791797,18.31940695,1545.430893,42.09165527,2521.617207,1326.94009,7451.844618,7402.421615,109.2176703,23.44846061,0.380759525,1.317614336,12.49763922,9.768269734,0.020345072,0.051686695,8.280137151,2.978123229,0.214555786,0.006761413
64,9,71,0.015658248,17.09984686,8.371288642,2016.437174,5.684212587,2067.636587,1530.786888,6486.378446,22655.76327,32.97451697,44.33957525,0.097428423,0.948642112,9.541552967,11.87137457,0.007150281,0.066719287,3.018331936,14.11950364,0.151852597,0.002442945
65,9,72,0.01501187,26.26630264,8.714702943,2048.913857,6.354375227,2098.334264,1275.205209,6850.439363,23917.49152,39.14594493,69.91369899,0.152665862,0.651263354,9.604853021,26.68842175,0.010236934,0.64938246,3.421782154,13.30101197,0.143055176,0.005256326
66,9,73,0.032246755,15.86769888,9.393342463,3266.755054,14.1529969,1929.932311,1029.712323,5952.819769,21681.04111,48.09013817,43.91942696,0.152591796,0.719160642,7.178170997,23.557054,0.020780074,0.09322651,3.937793835,13.31548999,0.125481815,0.005285972
67,9,74,0.004932149,18.71659626,15.07348077,2574.485146,4.173116444,2131.536024,1818.372961,11117.23151,12033.44298,24.85693703,26.98972291,0.124308489,0.499418102,9.014418148,14.43814026,0.007081212,0.466360308,6.02929132,12.15231474,0.124591839,0.009338488
68,9,76,0.015550592,26.56312871,13.78933373,3779.151756,5.628746165,2246.135226,1440.733034,6812.256195,24841.95381,35.43159579,50.61124331,0.132493351,0.559657031,7.953870903,16.26677181,0.005704322,0.560526577,6.72975298,18.05804057,0.10757099,0.008234403
69,9,77,0.007699364,20.9195141,7.149487179,2557.82006,3.539761809,2160.616375,1340.358911,6980.89245,23395.89244,32.17988935,34.38779617,0.059712078,0.47015351,8.610901141,12.61499723,0.004654488,0.04027686,3.542595069,16.06917228,0.24168586,0.005491996
70,9,78,0.017604162,18.21884372,9.874111615,1981.445105,6.746725183,1767.050606,959.8341614,5798.866797,20417.82584,33.8520027,60.63983185,0.098396769,0.63800994,7.029802735,9.79212354,0.004239936,0.050784186,3.457783268,11.52803182,0.091040181,0.005115237
71,9,79,0.010993366,31.95510285,11.13006852,2798.923867,3.910058147,1844.317359,1389.518182,5328.51931,26267.09217,29.79080201,53.42335214,0.083200235,0.591991158,10.00866151,10.5968781,0.005802222,0.074429214,4.252615879,15.7275064,0.126804827,0.003949413
72,9,80,0.008178214,17.55148241,6.265188239,1682.286438,2.984960807,2655.220674,1249.016427,7551.448998,14624.67939,25.63520774,23.78918091,0.12055579,0.390303288,8.948498535,21.8914469,0.005518564,,4.38787146,8.957080203,0.212234828,0.003982263
73,9,82,0.008266718,15.78412782,11.71180403,1694.77308,3.187883841,2329.502983,1340.995264,8098.030816,9312.577815,25.42914081,22.72670639,0.096182941,0.332139886,10.45361002,12.30678184,0.004562663,0.021532563,6.536724761,5.28272484,0.167967594,0.01315996
74,9,83,0.007511401,17.86541748,13.6270797,2709.362127,6.474782419,2317.152945,2029.376075,10878.9119,13636.12832,27.90745852,31.79186794,0.135704375,0.555061803,10.07731824,21.46331476,0.004650579,0.436992508,7.793941214,11.44552781,0.152259114,0.009285168
75,9,84,0.017828846,19.73455147,13.00660321,2251.996242,7.589266835,2300.561582,1339.02832,5969.45974,20161.10931,33.38533241,159.1297361,0.225557647,0.960148725,8.388750546,19.84398398,0.005574818,0.012408881,4.271421303,10.92483052,0.13589455,0.006870849
76,9,85,0.010435237,21.47061828,8.731930807,2201.109742,5.792983124,2588.597133,1501.288648,7479.07865,21169.92632,33.13162525,30.21362892,0.067272478,0.565812922,10.88030508,12.95059824,0.003906712,0.051853013,7.249500324,13.34411258,0.181029043,0.006158967
77,9,86,0.010570846,25.43574255,6.870666494,2801.022345,4.754383117,1888.500077,1058.836554,5617.897567,24673.25644,26.65277211,39.41003332,0.091166886,0.450387769,7.502405809,19.18316957,0.007158571,,2.885179118,15.57798497,0.197620784,0.005470821
78,9,87,0.022882321,23.0884589,8.598802583,3053.439542,10.66625969,1579.748958,1152.999193,4612.939944,20656.16786,39.59429288,58.35973956,0.123241849,0.811587924,8.02215102,13.51005423,0.006446854,0.058808215,4.005480831,11.53918349,0.092059871,0.005128751
79,9,88,0.009654682,14.70080972,10.5516805,1495.959593,4.701854495,2488.688933,1188.340276,12028.06375,8506.695238,22.36879275,15.5727522,0.063701176,0.312967086,9.436093725,13.09253445,0.004182628,0.485105652,8.190337078,4.30001283,0.156636783,0.00266328
80,9,89,0.010307376,16.45801903,11.76310672,2069.813601,3.271404114,2333.667716,1232.867877,7664.438707,15937.08507,21.220686,20.52410752,0.263375828,0.571443768,8.811662634,55.75454164,0.002796012,0.083550626,5.460919213,9.993613778,0.141647536,0.006644066
81,9,90,0.006910231,12.61551692,7.390215965,1924.959741,3.506030981,2474.209836,1203.964957,7997.092963,13499.15466,22.62353985,20.91256503,0.061198875,0.361586263,10.62635445,10.32545584,0.002618478,0.108020562,4.793282493,7.331699435,0.202069325,0.002148347
82,9,91,0.009938534,14.65696551,8.696770325,2297.610966,4.802719334,2888.162986,1262.831436,8563.00123,17197.87689,29.26690372,39.92452907,0.101379631,0.254076987,10.42874914,15.32844446,0.00552546,0.194177499,4.314733379,12.32807306,0.200777256,0.002998688
83,9,92,0.00733161,14.16803761,11.11529431,1652.766561,2.896234375,2819.447497,1163.765909,11286.40771,9800.624172,20.61924026,25.57564984,0.065843436,0.303371689,10.8501455,17.83836278,0.001989793,0.356119168,5.842563166,5.494436737,0.141195428,0.014335498
84,9,93,0.013048198,16.40856054,7.909496986,2093.098174,4.784634477,1749.474721,895.6413556,6832.053435,13416.37599,26.53520813,23.89223713,0.106835872,0.305192774,6.531565081,27.26134964,0.005786478,0.047926629,4.906620656,8.920459205,0.099540033,0.004368497
85,9,94,0.011059533,18.30407052,8.668798087,1812.307351,4.426368698,2910.480062,1515.530872,8329.236834,16948.64148,27.97714444,40.691676,0.083235055,0.712711407,12.51328723,24.12704557,0.003247032,0.237519437,3.788355835,9.301828795,0.218114374,0.00373333
86,9,95,0.006718306,14.54129679,5.33800623,1784.806556,3.177821825,2198.063445,937.8686754,7156.800316,17584.87302,24.92108878,34.69119454,0.054438395,0.266971618,9.722961324,9.818700937,0.003192667,,4.350786644,11.14379559,0.156003392,0.004712212
87,9,96,0.00889102,15.33109839,7.088199538,2247.058361,3.503261042,2575.12366,1109.318683,8012.983777,14091.51963,23.23010668,24.47899986,0.087386701,0.342726509,9.687844615,24.61474222,0.01806939,0.09922421,5.409248972,9.051940476,0.166234923,0.005314242
88,9,97,0.008286575,20.51254385,9.929426887,2059.156058,3.82351231,2032.976699,1278.766662,6142.163291,20364.10851,30.2784263,47.93143826,0.078977965,0.439710481,8.606777368,15.07223825,0.032061363,0.051788881,3.91752561,12.45262956,0.161509289,0.003012962
89,9,98,0.041279747,21.61321448,5.838768791,3493.685014,16.69214294,3192.969782,1087.894053,6352.626644,25738.51212,56.56095733,58.28731004,0.182681485,0.640157827,9.8961868,15.69525322,0.01718276,0.066909236,3.408263964,18.71635494,0.17843758,0.009240832
90,9,99,0.007655333,19.76891272,10.97257222,2750.464569,2.696763047,2901.05759,1165.364805,10140.53822,14811.98667,21.72289878,23.00078004,0.121944152,0.388690998,8.528681136,14.93067803,0.004829637,0.063665642,7.317153741,12.77926417,0.119256788,0.00960536
91,9,100,0.009732452,18.42688234,11.0524267,2418.830621,3.346357503,1971.383172,599.3909829,6047.92414,14807.21003,24.47140496,25.18441011,0.126978851,0.48202871,8.45504422,22.97116182,0.005684673,0.03053267,6.496376047,9.066954226,0.116083832,0.00900515
92,9,101,0.012888834,19.41870486,17.90053389,2164.489148,4.26765129,2510.331982,997.8976305,9151.757266,13073.88654,28.75145941,19.04063217,0.097144451,0.390610706,9.368113921,28.33929845,0.005070807,,11.93515835,8.416099432,0.136676181,0.01278868
93,9,102,0.008555644,34.03846361,9.610765764,2899.687647,3.628026199,2485.506621,1565.928127,6461.287322,24922.98459,29.56818615,39.71944123,0.068492017,0.499388639,10.74813615,13.22774692,0.004843498,0.008208222,5.252479039,16.32878581,0.136535516,0.009241259
94,9,103,0.006692539,14.10320456,7.900498541,1868.778319,2.319624824,2959.114018,1521.132013,12610.27107,8730.711386,17.12092911,17.14433229,0.055189109,0.237066467,9.979768347,11.58847939,0.001893223,0.023767697,8.458452784,4.395437198,0.162530145,0.004805814
