,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
30,35.0,1.8321625,-0.4562761,0.14987686,1.3433994,1.8259237,0.76277804,0.42367852,-0.20004562,2.0272257,1.8686371,1.3853134,1.45204,1.345386,0.5637176,0.41666028,1.4169565,-0.06688752,-0.64999443,1.57817,0.7353407,
31,36.0,0.7752187,0.8100856,0.1662537,0.95392567,0.40972784,1.0244486,0.18155628,-0.005759873,1.5166726,0.44067174,-0.20123796,2.1114073,1.080791,-0.022611747,4.3630075,1.3202573,-0.05639866,-0.5410582,1.9873201,0.5605378,
32,37.0,-0.06999886,0.31057742,0.13699517,0.12838233,-0.10410049,-0.80701566,-0.6672388,-0.45155796,-0.14915584,-0.19764923,-0.13293783,-0.29921672,-0.12855522,0.12378595,-0.26813757,-0.43639067,,-0.9083686,0.21157746,-0.38617915,0.012594938
33,38.0,0.17580384,0.2733971,0.089217685,0.1401461,0.16681623,-0.87075907,-0.4872185,-0.9360957,0.3924853,0.011890244,0.29626507,0.26882687,0.4840409,-0.8220483,1.1961002,-0.2696704,-0.07539378,-1.3094147,0.4691375,0.28682178,-0.04769296
34,39.0,1.8705316,-1.3087459,-0.40655705,0.30009615,1.3168082,-0.3372421,0.1634338,-0.6752723,0.26782635,2.0365899,2.3910627,2.3630114,1.439569,-0.28642684,0.17370258,2.2136092,-0.0684448,-1.1839547,0.6032392,0.21272267,-0.020952078
35,41.0,1.3404186,-0.14458974,0.13851371,-0.6700228,1.1897359,-0.8282211,-0.2604825,-0.8491841,0.19941434,1.0260012,0.51558787,0.5827711,1.4896479,-0.75443244,-0.4935415,0.37110344,-0.07299206,-1.1189606,-0.027638968,0.27925703,-0.13792828
36,42.0,2.932794,-1.3671142,-0.20729339,0.083925776,2.9929595,-0.2629691,-0.94163793,0.012129155,-0.30180213,2.7117786,1.8381103,2.589784,1.4174637,-0.64146316,-0.23173076,2.190503,,-0.41832343,-0.22705348,1.329798,-0.1255227
37,43.0,-0.40084293,-0.68589216,,-1.176944,-0.5330175,0.26313153,-0.6593069,0.62931603,-1.692214,-0.5328358,-1.0200007,-0.3623338,-0.1484497,1.0339522,-0.79329795,-0.92648685,-0.073423795,1.2477034,-1.5708644,1.094824,-0.16180283
38,44.0,-0.28166112,0.21277064,-0.035552166,-0.63972217,-0.4472254,0.48656926,2.0773225,1.4181272,-1.0026248,-0.34824353,-0.66994536,-0.95043564,-0.58536965,1.0939924,-0.4340179,-0.75267816,-0.07036371,1.1818897,-1.2133678,1.1757817,-0.17869245
39,45.0,0.047517177,-0.04269418,-0.1630793,-1.2659535,-0.070400156,-0.8209552,-0.448974,-0.6781541,0.24809027,0.014819236,0.53514165,-0.18968156,0.62423295,0.6589606,-0.33451638,-0.27862546,-0.068037614,-0.60078627,-0.30484077,-0.33380336,-0.11679529
40,46.0,-0.16616902,0.041489698,0.11955047,0.08166744,-0.3345205,0.29369208,0.5723003,-0.387332,0.25304925,-0.39473525,0.6816775,-0.08352452,-0.18346664,-0.788998,0.021839252,-0.38166887,-0.07208553,0.16895697,0.27176267,-0.27570635,-0.091077134
41,47.0,0.13617931,1.9549017,-0.3617655,1.3309242,0.5923321,0.84235364,2.4084063,0.33067328,1.4641321,0.54065615,2.2434015,0.5064778,2.0630593,2.3932643,1.1809238,1.011626,,-0.68261236,2.5030117,0.8155207,-0.16194922
42,48.0,-0.20806983,1.4117159,-0.12355653,1.226408,-0.26725394,0.31075007,1.1561362,0.6833356,0.60842514,-0.03766706,2.0892582,0.17021003,0.26167446,0.0504631,0.23853554,-0.08955676,-0.07273318,0.2201403,0.9730216,0.08542592,-0.0048897774
43,49.0,-0.44744548,1.5456674,0.11947028,0.88049686,-0.47153273,-0.49622813,-0.3186386,-0.4670443,-0.36834723,-0.6108979,-0.84205025,-0.6135586,-0.4226022,-0.80406934,-1.0032184,-0.03852493,-0.0759543,0.34558496,-0.22303213,0.24108912,
44,50.0,-0.46136194,-0.124028094,-0.20395903,0.1417904,-0.4037153,0.32330114,-0.3145156,-0.34610522,-0.09126992,-0.50771517,-0.62883276,-0.7020845,-0.70879,0.26338798,-0.60158247,-0.06569866,-0.07310114,-0.4578538,-0.13667175,3.4424188,-0.15159445
45,51.0,-0.23658352,1.0071617,0.08715431,0.010536726,-0.3378199,0.18452045,1.2692358,-0.12589014,0.5694789,-0.23305431,-0.39251998,-0.5494649,-0.20361967,0.74167794,-0.805047,0.88866204,-0.11430783,-0.45690084,0.59420913,0.21098721,-0.24436869
46,52.0,-0.17408234,-0.018828234,0.14205855,-0.9549449,-0.26599774,0.41515043,-0.74729556,1.5589191,-1.2140676,-0.5480825,-0.90845406,-0.6746312,-0.48471224,1.0875226,0.1259663,-0.8606933,-0.06814355,0.589079,-1.1353985,1.0213492,-0.06228395
47,53.0,-0.70788366,-0.60627943,-0.21321057,-0.49675974,-0.45412254,-0.15453959,0.6018805,1.2993635,-1.5662626,-0.67953956,-0.8648578,0.35079473,-0.104660094,1.327878,-0.91665393,-0.69014114,-0.0950919,1.0254062,-1.0497499,-0.21701133,-0.26753616
48,54.0,0.49374193,1.3474228,0.06903782,1.4769447,0.32112485,0.19925494,-0.3450841,-0.47781312,1.3229834,0.097600624,-0.28537557,0.16360947,0.58029765,-0.13190678,-0.48209175,-0.023197042,-0.07592535,-0.27697742,1.678801,0.8082303,0.06285968
49,55.0,0.17588978,0.8830098,,0.6677405,-0.008052178,0.43170622,-0.40722135,-0.016001627,0.9057131,-0.273631,0.507203,1.2077352,0.4986852,-0.39255556,4.026103,0.123018585,-0.07577674,-0.43992245,1.4067158,0.017466754,0.061075922
50,56.0,0.67983484,-1.0922307,-0.29185343,-0.65290296,0.7292271,-1.0769522,0.50845915,-0.09216526,-0.61179626,0.47220117,0.15394983,0.026885957,0.5448961,-0.36655915,-0.8144539,0.19382946,,0.17972282,-1.024662,-0.015315857,-0.21988685
51,57.0,-0.4078635,-0.36651647,-0.14100839,-0.78250796,-0.33347914,0.27850854,0.4358168,0.22907469,-0.3545635,-0.39143655,-0.19080935,-0.18262991,-0.5126701,-0.379575,0.81914014,-0.7446605,-0.08010955,-0.2659515,-0.45398363,1.5013074,-0.18116993
52,58.0,0.012745101,-1.0118555,-0.34382892,1.3386441,0.044884883,-0.5094128,-0.030680813,-1.4685029,1.7070715,-0.082584076,0.48648483,0.14910997,-0.11407638,-0.77561706,-0.31743696,-0.2290661,,-0.84040725,1.6313565,0.7364658,-0.20944747
53,59.0,0.055937275,-0.22338694,-0.012753825,0.6521855,0.048474666,-0.40844852,-0.06037465,-0.5772865,0.38700825,0.025333745,-0.56450754,-0.1014172,0.1992867,-0.7643187,0.39744002,-0.10706535,-0.065514944,-0.89207995,0.1161221,0.51018995,-0.18103234
54,60.0,-0.19541815,0.9871115,-0.07701854,1.0861666,-0.39161453,-0.19239677,1.7380912,-0.5455383,1.1322314,-0.41671255,-0.19293897,-0.18358056,-0.7334546,0.1714831,-0.81451106,-0.59743387,-0.06894752,-0.66526693,1.2457916,-0.87907094,
55,61.0,0.2377293,-0.34661058,0.060827054,-0.4278788,-0.0038922632,-0.27104938,1.7968183,-0.5735096,0.882851,0.00024363757,2.1425445,0.6263791,0.1996565,-0.88346225,2.7355232,0.055233616,-0.07123223,-1.0416135,0.5277043,0.13669854,-0.12782118
56,62.0,-0.13189015,-0.1504635,-0.10995043,-0.42074743,-0.18712693,-0.68517727,0.39178354,-0.44528803,0.22233409,-0.06770226,0.18841648,0.1304268,0.4831313,-0.25900102,-0.24952142,-0.4484246,-0.072994664,-1.3009994,-0.48982048,1.9384699,-0.23885152
57,63.0,-0.19828537,0.6289764,,-0.90148777,-0.20712166,2.6299746,2.0161448,2.1699152,-0.9082097,-0.24784105,-0.8490464,-0.7491214,-0.34745452,2.2789705,-0.4242724,0.15625681,-0.07188431,0.006257089,-1.1783931,1.9561102,-0.24597153
58,64.0,4.2380157,0.47015098,-0.16640158,-0.9302771,4.5351095,-0.754549,-0.54296106,-1.4005148,1.0028536,3.9363651,1.7841648,2.3774312,2.3133671,-0.80113196,-0.2695785,2.6356292,-0.06990365,-1.0194591,0.57380986,-0.15207364,
59,65.0,-0.38436052,-0.3597139,-0.13600037,-0.14368716,-0.32721153,1.1438993,-0.31914738,0.89778847,-0.68418837,-0.4673023,-0.65649396,-0.65980923,-0.79729784,0.69469506,-0.59026533,-0.6330769,-0.05513559,-0.053249378,-0.4640378,2.1784484,-0.113172226
60,67.0,-0.5003819,-2.0818458,,-2.613343,-0.5566816,-4.070458,-3.2634718,-1.7720891,-2.4052176,-1.3170694,-1.37378,-0.9105817,-0.7973939,-4.3873267,-0.20434925,-0.6896676,-0.07606046,-1.2515486,-2.155725,-2.9463642,-0.20096281
61,68.0,0.23888797,-0.47124588,,-0.06242121,0.69306386,1.8126907,2.9947727,1.8541389,-0.31146437,0.47031972,1.7954066,1.5630735,1.0818417,0.7372179,2.2203627,0.58060664,-0.0580541,-0.56593084,0.37599277,0.7942115,0.009140811
62,69.0,-0.30556265,1.2917132,-0.4142249,-0.33326706,-0.35656738,-0.95153433,-0.3191054,-0.7889235,0.9055584,-0.31367102,-0.29042685,0.13715337,0.25959128,0.0550011,2.1171699,-0.524824,,-1.1815304,0.57476526,0.339308,
63,70.0,3.9269795,-1.0363603,,-1.4276749,3.8952038,0.48842686,0.02292305,-0.14617501,-1.8841455,4.0139318,-0.77649575,3.9211261,3.1610718,2.413438,-1.0103179,2.864228,-0.07256006,0.7904137,-2.0720856,1.1731011,-0.111312866
64,71.0,-0.07231827,-0.40561488,-0.2380914,-0.60530865,-0.13591589,-0.63642555,0.63147813,-0.6995452,1.0263225,-0.012269672,0.12281296,-0.46462256,1.6387322,0.32634443,-0.7275292,0.16650505,-0.07178285,-1.0514036,0.68420154,-0.20084858,-0.2519832
65,72.0,-0.10269144,1.6578563,-0.2158775,-0.5486051,-0.06171387,-0.5603643,-0.13152394,-0.49087867,1.267071,0.3136273,1.2237132,0.39041072,0.41177964,0.37103635,1.2648076,0.79758245,,-0.9101819,0.48171332,-0.3936173,-0.16033976
66,73.0,0.70717233,-0.68298507,-0.17197946,1.5777179,0.8017683,-0.9776229,-0.8644074,-1.0053617,0.84033716,0.7859468,0.10472666,0.38926426,0.6919165,-1.3422806,0.84375614,2.9531658,-0.07041238,-0.7295596,0.48529506,-0.778684,-0.15937406
67,74.0,-0.5763355,-0.041666597,0.19544247,0.36903042,-0.30322808,-0.47809848,1.4900247,1.9546918,-1.000507,-0.44093785,-0.62405354,-0.048539713,-0.21471743,-0.045829996,-0.38239557,0.15238364,-0.05112073,0.0025382526,0.19753492,-0.79818517,-0.0273669
68,76.0,-0.07737701,1.7246752,0.11237692,2.4723508,-0.14205727,-0.1941498,0.3626354,-0.51276386,1.4434663,0.11748224,0.39279214,0.07815569,0.03382187,-0.79461104,-0.13651325,-0.1291265,,0.24772453,1.6585636,-1.1711453,-0.06333151
69,77.0,-0.44630462,0.45423472,-0.3171241,0.33993354,-0.37335464,-0.4060445,0.062983,-0.41610768,1.1675454,-0.05423188,-0.30558553,-1.0484427,-0.33545998,-0.3307262,-0.6275399,-0.34376886,-0.07314997,-0.8678931,1.1665337,1.7675741,-0.152663
70,78.0,0.01911983,-0.15371624,-0.14088072,-0.666404,-0.018271938,-1.3812038,-1.0730186,-1.093602,0.5993049,0.034068055,0.82449704,-0.4496333,0.3570975,-1.4470334,-1.0071105,-0.42852554,-0.07260672,-0.8975802,0.04309239,-1.5333676,-0.1649356
71,79.0,-0.29152015,2.9384685,-0.059638664,0.7608953,-0.33235455,-1.1897558,0.20974088,-1.363188,1.715395,-0.18039334,0.51384616,-0.68486404,0.16722898,0.65613836,-0.89890116,-0.1091105,-0.071384236,-0.6193608,1.0820084,-0.7496943,-0.2029113
72,80.0,-0.42380357,-0.30394667,-0.3743253,-1.1887282,-0.43478355,0.81946343,-0.20970675,-0.08908539,-0.506077,-0.3998394,-0.76182866,-0.10662862,-0.66491336,-0.0923714,0.6197945,-0.1671054,-0.08200707,-0.5720166,-0.5929402,1.1222442,-0.20184125
73,82.0,-0.41964477,-0.70179784,-0.022008881,-1.1669269,-0.41231543,0.01241502,0.06488274,0.22419547,-1.5196714,-0.41072127,-0.80756545,-0.48390168,-0.9048893,0.97028655,-0.6689833,-0.36254284,-0.07411908,0.18015786,-1.501946,0.15226254,
74,83.0,-0.45513695,-0.23327641,0.10188146,0.6045226,-0.048382096,-0.018185342,2.1199439,1.8180956,-0.69470096,-0.27984777,-0.41733354,0.12785989,0.014862455,0.70461226,0.5622268,-0.34456807,-0.052639093,0.62022793,0.022681564,-0.19194101,-0.029103754
75,84.0,0.029677687,0.18748644,0.0617457,-0.19402787,0.075016305,-0.059294663,0.05901071,-0.9958242,0.5503212,0.009424417,5.0642343,1.5187198,1.6862073,-0.4875718,0.34448755,-0.15560408,-0.07459079,-0.61277825,-0.10613473,-0.55052066,-0.107748084
76,85.0,-0.3177465,0.5782944,-0.21476312,-0.28287455,-0.123872556,0.6543867,0.5434154,-0.13056545,0.7428121,-0.0039731944,-0.48527268,-0.93141353,0.05922041,1.2715472,-0.58241415,-0.4966544,-0.07255146,0.42965442,0.49237606,0.43846446,-0.13093701
77,86.0,-0.31137428,1.470888,-0.33515972,0.7645592,-0.23886885,-1.0802819,-0.77746123,-1.1973269,1.4112774,-0.3461045,-0.089391135,-0.5615464,-0.4170113,-1.1133602,0.25563282,0.16819997,-0.07525819,-1.0980119,1.045018,0.802022,-0.15335277
78,87.0,0.26713946,0.9424883,-0.22337458,1.2052739,0.41570836,-1.8452913,-0.49635231,-1.7733321,0.6447826,0.3373034,0.72634494,-0.06505048,1.0732615,-0.74640304,-0.5071883,0.02268685,-0.072191864,-0.70586675,0.04585122,-1.5110242,-0.16449541
79,88.0,-0.35442463,-0.9456648,-0.09705192,-1.5140506,-0.24468495,0.40683872,-0.3908466,2.4767478,-1.6734407,-0.57233024,-1.1155248,-0.9866946,-0.9839942,0.25188676,-0.56332904,-0.44024238,-0.05015156,0.75898045,-1.7450609,-0.0960177,-0.24480596
80,89.0,-0.32375467,-0.55009747,-0.018690348,-0.51211464,-0.40306786,0.022734204,-0.2579159,-0.024323791,-0.25565875,-0.63295877,-0.90238166,2.1041162,0.08245267,-0.18898202,5.17311,-0.72374105,-0.070912644,-0.19641203,-0.3365102,-0.42446145,-0.11513534
81,90.0,-0.48338583,-1.4150875,-0.30155244,-0.76502615,-0.3770894,0.37096307,-0.3442014,0.16634156,-0.72083676,-0.5588777,-0.8856596,-1.0254283,-0.7833967,1.0922498,-0.9353973,-0.7600385,-0.069647506,-0.43010843,-0.99504626,0.8994982,-0.26157945
82,91.0,-0.34108648,-0.95553464,-0.21703748,-0.114385605,-0.23351695,1.3966373,-0.16846405,0.49069965,-0.015088893,-0.20805903,-0.06724342,-0.4034609,-1.2269683,0.952734,-0.26268306,-0.16569549,-0.06519304,-0.5976175,0.2410161,0.87118644,-0.23388034
83,92.0,-0.46358532,-1.0655978,-0.06059434,-1.2402693,-0.44460756,1.2263771,-0.46420982,2.0516574,-1.426548,-0.6647195,-0.68492573,-0.953534,-1.0235838,1.2502536,0.07480677,-0.88857543,-0.05682038,-0.062823184,-1.4495702,-0.434368,
84,93.0,-0.19496399,-0.56123114,-0.26796257,-0.47146028,-0.23551935,-1.4247526,-1.2646569,-0.5014168,-0.73663163,-0.35231274,-0.75739235,-0.31900245,-1.0160701,-1.7988055,1.3418449,-0.112329416,-0.072754465,-0.39043605,-0.60199994,-1.3471192,-0.18926
85,94.0,-0.28841096,-0.13453074,-0.21884689,-0.9617147,-0.2751874,1.4519335,0.5859335,0.35671437,-0.06264514,-0.27616784,-0.034219716,-0.68432504,0.6653077,2.4244862,0.92039865,-0.6315284,-0.06295219,-0.78186816,-0.5076522,1.2510767,-0.20995001
86,95.0,-0.49240434,-0.981573,-0.43430042,-1.0097305,-0.4134295,-0.31325987,-1.1385933,-0.3152837,0.058753278,-0.43755016,-0.292525,-1.1300753,-1.1737665,0.45442468,-1.0035368,-0.6426435,-0.12552844,-0.5849976,-0.051964544,-0.10989654,-0.1780638
87,96.0,-0.39030895,-0.80377984,-0.3210885,-0.2026493,-0.3773961,0.62100273,-0.62675416,0.1754496,-0.6078084,-0.5268465,-0.7321337,-0.62006074,-0.86121,0.4296311,0.9859755,2.3989565,-0.07010229,-0.21449843,-0.56947255,0.11429633,-0.1584532
88,97.0,-0.4187117,0.3626212,-0.13730262,-0.53072244,-0.3419371,-0.7223043,-0.12089174,-0.8968368,0.5890552,-0.15464318,0.27743343,-0.75022155,-0.46106464,-0.3336377,-0.29713318,5.259666,-0.072554775,-0.7366542,0.27183038,0.010748439,-0.23341538
89,98.0,1.1316308,0.6103944,-0.4019084,1.9739325,1.0829086,2.1518736,-0.69071424,-0.77620685,1.6145374,1.2332686,0.7232271,0.85502964,0.36595944,0.5767275,-0.21336105,2.2176816,-0.07177303,-0.9149137,1.8214253,0.38168043,-0.03054796
90,99.0,-0.44837362,0.19522154,-0.06982637,0.67628646,-0.4666935,1.428587,-0.45943657,1.3948866,-0.47033715,-0.6064382,-0.79576725,-0.08513784,-0.6715655,-0.3887762,-0.3161677,-0.30795902,-0.07194073,0.4533355,0.35263714,-0.91508657,-0.01867378
91,100.0,-0.35077024,-0.10688443,-0.06466096,0.09726115,-0.39476883,-0.8749179,-2.1490693,-0.95085126,-0.47124857,-0.4612968,-0.7017676,-0.0072045503,-0.28646418,-0.4407663,0.7649756,-0.13314381,-0.07365376,0.16603437,-0.5657583,-0.9846122,-0.038225096
92,101.0,-0.20245248,0.11638586,,-0.34681326,-0.29276097,0.46046486,-0.9593856,0.82815325,-0.8019815,-0.2352783,-0.9662414,-0.46901825,-0.66364497,0.2038908,1.4867886,-0.25865096,-0.08311849,2.0698,-0.72677445,-0.53339356,
93,102.0,-0.4060682,3.4074562,-0.15791534,0.9368266,-0.3635818,0.3989537,0.7363872,-0.7139265,1.4589278,-0.1921491,-0.076071925,-0.912536,-0.214839,1.1782316,-0.5451481,-0.3051251,-0.07480797,-0.26937345,1.23076,-0.53647584,-0.030534051
94,103.0,-0.49361512,-1.0801924,-0.26854464,-0.86311764,-0.50845116,1.5724365,0.60265493,2.810448,-1.6306965,-0.8494562,-1.0478723,-1.1184548,-1.2971519,0.63573885,-0.765568,-0.90831953,-0.07400352,0.8528304,-1.7214538,0.03311739,-0.1750148
95,104.0,-0.46510887,-0.9693335,-0.16129382,-1.1115152,-0.44545344,0.55202097,-0.62205565,1.0559943,-1.1956295,-0.73670316,-1.1015173,0.49233705,-0.3968272,0.3382347,1.4873403,-0.90376574,-0.07670608,1.9197372,-0.58085185,-1.1209853,-0.063395515
96,105.0,-0.24327947,0.73448426,,0.9222188,-0.38094613,0.9403652,0.3561885,0.6355155,0.146262,-0.45257282,-0.6688982,-0.23681493,-0.2639868,1.8466274,-0.16947322,-0.7473947,-0.07328423,0.58057225,0.74084985,-0.4396072,
