"","V1"
"1",2.5908384506551
"2",1.80861236436846
"3",3.88653922180052
"4",1.95359310742899
"5",2.59413711998724
"6",6.54949846353045
"7",8.80112758656367
"8",3.41085995570771
"9",1.78902550627686
"10",7.67530827204195
"11",1.69022522610351
"12",3.40365602977812
"13",2.40601166505812
"14",3.14564662519507
"15",3.12976920009413
"16",4.042319807588
"17",2.95627055181254
"18",1.95161404578303
"19",3.31010742984816
"20",2.6349327797744
"21",3.12976978039603
"22",3.11026730857029
"23",2.88711778640689
"24",2.98061462192527
"25",2.55083017275049
"26",3.68775169708542
"27",2.54174848099836
"28",3.90030170198378
"29",4.62226998280036
"30",4.55925066152057
"31",2.39881295271883
"32",4.66947666228944
"33",4.60961596376401
"34",3.5707008765616
"35",4.10965980200675
"36",3.11581296693149
"37",5.27268107348985
"38",2.9146748185735
"39",3.48891800648443
"40",2.54610010619243
"41",4.08432905732323
"42",3.42954522350823
"43",2.32083120592739
"44",2.15400617112076
"45",1.95941195005864
"46",5.51667219267438
"47",8.61327858229171
"48",2.51153792784166
"49",2.21407222972704
"50",2.14372029441091
"51",3.92205129152791
"52",3.61686243851068
"53",2.11965470427927
"54",4.98533285403602
"55",3.32778875572492
"56",3.07635117798438
"57",2.57619508341531
"58",2.48980758620749
"59",2.27978007830544
"60",8.37207026215276
"61",2.89993932028054
"62",1.96816461197486
"63",3.17369589933389
"64",2.49528738162624
"65",2.52647196226886
"66",2.76852905106392
"67",4.47121755632691
"68",2.98570562158125
"69",6.17146538009359
"70",8.41412311135937
"71",3.36553672831707
"72",2.87326250750218
"73",2.12358902468532
"74",5.55471426211884
"75",3.41035634916085
"76",3.09400183483501
"77",3.09097898047708
"78",3.99106457907337
"79",2.5600451984217
"80",3.34507629565852
"81",5.03455985229263
"82",5.26231626897624
"83",3.87411692544757
"84",2.85279785217847
"85",3.31275229413495
"86",2.40979422211626
"87",2.8481794372311
"88",4.10150589404321
"89",1.75542929077847
"90",4.75260939695599
"91",3.72333462300367
"92",3.06519379093137
"93",2.61162450774546
"94",6.3618282725171
"95",5.14288434484104
"96",4.12436018255619
"97",3.18178196074845
"98",1.79201070023973
"99",5.71419344317084
"100",4.72748758453423
"101",1.87248186483399
"102",1.79019871648262
"103",3.88881675590667
"104",2.35712256588195
"105",2.53621301201034
"106",2.8027641946905
"107",4.38551384979709
"108",4.79947855351054
"109",2.80778424085563
"110",3.15484726181495
"111",4.58193434679717
"112",3.44559985135439
"113",2.97138430401498
"114",3.72314402269529
"115",4.59255304956653
"116",3.12163180040926
"117",2.70976804843312
"118",2.78107717881508
"119",10.6932909719982
"120",3.73859038350483
"121",3.36879392364031
"122",3.53440306018027
"123",4.16749571365258
"124",3.53813692272772
"125",2.71372407124957
"126",2.13456434828998
"127",3.82531332211983
"128",9.32423077500221
"129",5.47542817365661
"130",4.1299406429309
"131",4.48126340934959
"132",3.36085821322587
"133",2.03251257922193
"134",2.67095016695004
"135",10.5175432254865
"136",3.19026027104783
"137",2.20640213238084
"138",3.75811356317132
"139",5.12074933950473
"140",3.2389561669342
"141",3.07563525024804
"142",2.43244315359738
"143",3.22920161144708
"144",4.57429349483624
"145",3.02750698805465
"146",3.35035937916498
"147",3.56425869603413
"148",1.84445077782493
"149",3.39199584963959
"150",2.90556529767306
"151",4.07923788230605
"152",3.96809079782071
"153",2.65016860300977
"154",2.26528095369679
"155",3.5576587716788
"156",3.53920689199657
"157",3.26525853850637
"158",5.5884220211918
"159",2.67738350477646
"160",2.97137013349209
"161",3.1132011727486
"162",5.99317014960315
"163",3.31335996900526
"164",4.61184134741472
"165",2.4252810194821
"166",4.78124343938029
"167",2.70228638385842
"168",4.74629380691965
"169",6.31293733903769
"170",3.10821949325108
"171",5.70674352456831
"172",4.89224092955595
"173",6.47134091106636
"174",2.99489155482013
"175",4.22250638554004
"176",3.85586597844042
"177",4.90033449483352
"178",4.25059171264158
"179",3.23985060847343
"180",2.62078395495507
"181",4.35608259167824
"182",2.61135244300374
"183",2.68513155686347
"184",3.06918673910562
"185",3.19435574101459
"186",3.2841052295131
"187",2.11428469494405
"188",7.01759461700922
"189",5.35212047393554
"190",4.64594138064501
"191",4.41963072508742
"192",4.22593509772381
"193",2.97031908976021
"194",10.6767028085134
"195",4.17327473670622
"196",2.61213799691555
"197",3.04493184889066
"198",3.71540199073866
"199",3.65810075035043
"200",4.12920277237586
"201",3.09669746047959
"202",5.09589501562201
"203",3.82911345772203
"204",3.17625095291291
"205",2.7619299460593
"206",2.30983100711492
"207",2.34198273806979
"208",2.88653271936715
"209",7.18729929323246
"210",4.31995281542336
"211",2.1741646556292
"212",2.22910501357896
"213",4.06819416858229
"214",2.93625032935199
"215",1.20976723189486
"216",2.05337717585073
"217",2.3286539238253
"218",4.24110229864831
"219",3.63216092934468
"220",2.46005400311901
"221",3.0322673198105
"222",2.81583690308872
"223",1.96771960572943
"224",4.1269593354414
"225",3.31680807567079
"226",2.31395748917964
"227",4.69930938770153
"228",3.0815220717171
"229",3.01564166535039
"230",2.31360239278888
"231",2.28499873341053
"232",1.84798782352354
"233",2.77008536059228
"234",3.71412091814688
"235",6.05253896364491
"236",1.7392855511745
"237",5.50558121205242
"238",3.10964836995316
"239",2.24034771637406
"240",1.56314979259588
"241",2.76825469355458
"242",4.07290123989753
"243",3.34562896949336
"244",2.07601415599089
"245",4.54607114297002
"246",7.69918231921815
"247",2.25891426681176
"248",2.86900250078986
"249",3.63604698214684
"250",3.12804960655464
"251",2.45696634082898
"252",3.26946828508807
"253",3.4379552552852
"254",5.37469881727432
"255",3.31290419817176
"256",3.41067281571043
"257",4.01785344953205
"258",5.14712200040273
"259",3.02460060971899
"260",2.04630224758594
"261",2.92101752702627
"262",2.99958538644742
"263",5.94029332163581
"264",5.12891888264122
"265",4.83610602730127
"266",3.46026622170419
"267",4.32574751199522
"268",3.3922372185898
"269",3.19881963022917
"270",2.62978393761799
"271",2.4223397412413
"272",3.07221081764186
"273",3.1956448825631
"274",3.15362783168959
"275",3.74459995921666
"276",3.68117630519922
"277",7.14600497001706
"278",3.94824819461522
"279",1.89342436230584
"280",4.44568097466683
"281",2.05079767939202
"282",3.42926445694934
"283",2.60074725597144
"284",1.94978619395073
"285",2.19387760765949
"286",3.23285233536959
"287",2.07816054950823
"288",1.96632096837038
"289",2.45643024974476
"290",2.29237041448073
"291",2.83064681047458
"292",3.9220544420032
"293",2.01585335009676
"294",1.89396694847542
"295",7.19198676223422
"296",4.67103915551195
"297",3.43094805547128
"298",3.60255231740425
"299",2.85135176075843
"300",2.32226754199871
"301",3.18820257701208
"302",2.32349967804922
"303",1.87236482049565
"304",1.82543708130959
"305",2.76872215240607
"306",1.60467625543208
"307",2.34211778861484
"308",2.84430925581651
"309",2.72763419447293
"310",1.93556174100573
"311",2.99030561912991
"312",3.5202789380387
"313",4.56849617537816
"314",3.55768419782848
"315",4.14660103105288
"316",6.15837488199645
"317",4.54337423965313
"318",2.86032007223056
"319",3.85480366264488
"320",2.57242080986481
"321",2.74891569407353
"322",3.66502033945238
"323",1.85774443381871
"324",4.22464949744131
"325",4.00497973442125
"326",4.68981152005148
"327",3.68068516634713
"328",6.91162087815076
"329",4.83719251749935
"330",2.65535420965026
"331",4.35482035290374
"332",3.16773945584976
"333",1.54736753336257
"334",3.29286690286443
"335",3.11313602464762
"336",4.418399478949
"337",2.11299052331552
"338",4.07102320670006
"339",1.99006626247024
"340",2.52149175374208
"341",4.49730082448622
"342",2.26281575853002
"343",3.0395069581989
"344",4.47312483221395
"345",3.85475615564943
"346",2.43218278561329
"347",2.74846510199973
"348",2.28679156735777
"349",7.17391433547667
"350",8.6855078705008
"351",4.07267022398824
"352",5.46208006926139
"353",3.47169426481025
"354",2.5778096788539
"355",3.7752890527934
"356",3.29070536584285
"357",6.51710947824736
"358",2.94602275512966
