Aug_24,Label,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,Y63
MO_674,E98,864.25,540.5,858.125,542.125,853.125,536.625,851.75,529.125,875.25,571.5,875.75,565.875,869.875,568.375,830.875,592.625,835,589.25,829.375,585.625,780.375,550.75,785.875,549.625,782,546,923.833,636.833,854.5,697.5,842.5,684.167,810.5,707.5,699.5,698.5,708.167,663.833,676.167,653.167,551.5,587.167,1114.75,1807.75,1106.25,1806,1103,1793,1102.25,1783.5,1109.75,1878.5,1111.75,1871.5,1103,1874,985.333,1887.667,991.5,1884.833,987.167,1880.167,903.667,1774.333,908,1775,906.167,1768.167,1210.5,2079.5,943.5,2183.5,929.5,2140.5,814.5,2158.5,579.5,1983.5,630.5,1943.5,597.5,1887.5,442.167,1686.5,1171.75,2885.25,1166.5,2888.5,1160.25,2881.25,1159.5,2872,1199.75,2960,1199.5,2954,1193,2956.5,1115.333,2992.833,1118.5,2987,1111.5,2985.667,1009.333,2921.833,1014.5,2920.5,1009.5,2914.667,1336.5,3066.5,1215.5,3221.5,1189.5,3193.5,1104.5,3259.5,864.5,3244.5,887.5,3165.5,799.5,3127.5,606.5,3024.5,3024.5
MO_675,E99,895.25,595,888.75,597,883.25,588.5,881.5,581.75,905.5,629.75,905.5,624.5,899.75,627,857.75,638,862,635,855.75,631.75,815.333,596.833,820.5,597,817.333,592,955,685,886.5,749,878.5,729.5,835.167,753.5,722.833,748.167,729.5,710.833,685.5,684.167,568.5,614.5,1165.5,1794.75,1159.75,1792.25,1162.75,1775.5,1161.75,1767.75,1168.833,1880.167,1168.5,1873.167,1161.833,1876.167,1049.167,1917.167,1054.167,1913.167,1047.833,1909.167,973.833,1776.833,979.833,1777.167,977.167,1768.833,1344.833,2039.833,1111.5,2227.833,1078.167,2166.5,955.5,2218.5,714.167,2127.5,752.5,2045.5,648.5,1984.5,NA,NA,957.75,2902.75,951.25,2900,951.25,2881.5,950.75,2873.25,967.75,2954.25,966.75,2949,960.25,2953,889.125,2979.875,893.875,2976.625,889.375,2973.5,852.625,2874,857.375,2874.75,855.625,2868.5,1064.167,3060.833,934.5,3146.833,913.167,3116.167,844.5,3141.5,696.5,3075.5,715.5,3022.5,662.5,2973.5,613.167,2839.167,2839.167
MO_676,E100,881.833,614.5,876.667,616.833,874.333,624.333,873.333,630,880.167,579.333,881.833,585,875.833,584.167,814.5,561.167,819.167,563.333,815.833,567.833,780,623.833,786,624,784.333,629.333,936.5,473,824.5,416.5,811.5,432.5,752.5,425.5,655.5,460,649,497,614,535,547,613,1524.833,1754.167,1515.167,1750.833,1508.5,1734.833,1509.5,1718.5,1513.167,1911.167,1518.5,1904.5,1508.5,1904.167,1307.833,1928.167,1316.167,1924.5,1307.833,1917.5,1150.25,1741.75,1157.25,1741.75,1153,1734,1704.5,2235.5,1287.167,2447.167,1251.167,2368.5,1040.167,2393.167,690.5,2244.5,750.5,2103.5,620.5,1930.5,487.167,1652.5,1047,2849.75,1039,2848.5,1038,2834.5,1035.75,2828.25,1037.25,2921.25,1041.75,2915.25,1033.75,2913.25,916.125,2943.875,921.25,2942.875,918,2938.125,899.875,2820.375,906,2821.5,903.625,2815.125,NA,NA,893.5,3183.5,875.5,3131.5,NA,NA,668.5,3037,718.5,2927.5,634.5,2869.5,654.5,2634.5,2634.5
MO_677,E101,803,670,798.5,670.5,796.75,683.75,794.75,689.5,809.5,632.5,809.5,638.25,804.75,634.5,755,611.667,758.667,615.667,754.167,617.833,722.625,670.875,727,671.5,724.75,675.875,863.5,565,789.5,504.5,776,516,722,492.5,642.5,540.5,652.5,572.5,615,590.5,572.833,666.167,1185.5,1801,1176.5,1802.5,1168,1819.5,1169.5,1830,1191.75,1720.75,1192.75,1726.75,1184,1723.75,1055.333,1682.333,1061.5,1686.667,1056.167,1690,995.25,1811,1001.25,1811.5,999,1818.75,1345.5,1508.5,1091.5,1370.5,1068.5,1422.5,928.5,1394.5,689.5,1534.5,734.5,1606.5,667.5,1676.5,501.833,1899.5,969.25,2889.25,961,2887.75,955.75,2889.5,955.25,2901,985.75,2864.25,986,2869.75,979.75,2863.75,925.667,2823.333,929.5,2827.667,924.667,2829.667,884,2894.667,889,2893.833,888,2899.333,1090.167,2790.833,998.833,2665.5,962.833,2684.833,905.5,2648.833,706.167,2713.5,743.5,2767.5,713.5,2847.5,671.5,2921.5,2921.5
MO_678,E102,817.167,733,812.5,732.167,807,739.167,807.5,745,824.5,706.833,824.5,712.167,816.667,709,777.167,689.167,781.167,692.333,778,695.167,750.375,734.875,755,735.75,752.375,741.75,867,648.833,797.833,593.167,791.5,610.5,751.167,589.5,652,599.5,667,641,630.5,653.5,568.167,745.5,1346.5,1778.167,1337.833,1774.167,1337.167,1745.833,1334.5,1731.5,1343.833,1892.833,1344.5,1886.167,1336.167,1889.167,1211.25,1913.25,1216.25,1910,1211.75,1906,1113,1772,1120.25,1771.75,1115.5,1762.5,1525.5,2124.5,1245.5,2324.833,1218.833,2258.167,1093.5,2319.5,746.833,2139.833,827.5,2075.833,710.833,1968.5,529.5,1737.5,1025.25,2784.5,1018.5,2782.25,1011.25,2771.5,1012.25,2764.5,1029.5,2836.25,1029.75,2830.5,1022.75,2830.5,933.833,2909.5,938.833,2905.833,933.5,2903,849.833,2808.667,855.333,2808,851.333,2802.333,1191.833,3068.5,986.5,3195.167,953.167,3101.833,870.5,3157.833,625.5,3080.5,714.5,2972.5,615.5,2939.5,560.167,2781.833,2781.833
MO_679,E103,870.125,569.375,864.875,568.25,860.75,562.75,860.375,556.25,870,601.333,871.333,596.167,864.833,598.333,828.5,612.833,833,609.167,827.5,606,798.625,562.625,803.875,562.875,800.625,557.625,923,638.5,863,726.5,851,713,797,732.5,702.5,727.5,710.5,679,669.5,663,584.5,585.833,1397.167,1679.5,1388.167,1683.5,1386.167,1698.833,1386.833,1714.833,1399.333,1583.5,1400.167,1587.5,1391,1586.167,1268.667,1564.333,1274,1569.167,1268.833,1572.667,1121.333,1698.833,1129.667,1699.167,1125.5,1705.833,1594.5,1369.833,1325.167,1149.5,1291.833,1206.833,1139.167,1157.5,775.5,1291.5,828.5,1399.5,714.5,1491.5,490.5,1727.5,1098.5,2832.5,1089.5,2834.5,1086.833,2843.167,1086.833,2853.167,1093.5,2780.167,1095.5,2786.167,1087.167,2784.167,992.5,2731.667,997.167,2736.167,992.333,2739.667,947.667,2825,953.833,2824.167,951.833,2829,1215.5,2635.5,1028.5,2462.5,992.5,2510.5,917.833,2476.167,686.167,2572.167,729.833,2650.833,669.833,2706.167,527.5,2856.833,2856.833
MO_680,E105,871.167,626.333,865.833,628,862.167,633.167,862.167,639.5,871,600.833,872.167,605.5,866.5,603.833,826,588.5,830.5,591,826.5,594.5,798.333,629.667,803.333,629.5,802.333,635.5,893.5,533.167,823.167,493.5,818.5,507.5,784.833,502.833,724.5,512.5,732,537.5,696,545,616.833,570.833,1323.167,1715.5,1314.5,1721.167,1306.833,1733.167,1306.167,1745.833,1317.5,1639.5,1319.167,1645.833,1310.5,1645.5,1184.833,1599,1191.667,1603,1185.5,1608,1088.5,1731.5,1095,1731.25,1093.75,1738.5,1463.833,1339.167,1151.5,1210.5,1127.5,1291.5,976.5,1278.5,730.5,1395.5,784.5,1483.5,701.5,1550.5,495.833,1746.833,986.5,2820.333,981.333,2820.833,976.167,2828.167,975.333,2836,989.833,2772,991.167,2777.833,983.5,2776,916.5,2756,921.333,2759.667,916.833,2764.167,863.125,2820.25,867.875,2820.25,866,2825.375,1063.167,2660.833,930.5,2576.833,919.833,2600.167,850.5,2575.5,692.5,2627.5,713.5,2679.5,680.5,2705.5,583.5,2811.5,2811.5
MO_681,E107,895.5,691.667,888.167,696.667,884,704.667,884,712,888.833,662.167,891.167,669,884.833,669.167,831.375,658.875,837.125,661.75,832.75,665.75,814.25,703.125,821.125,703.375,818.25,708,921,597,813,548.5,819,570,783,562,688.5,562.5,711.5,612,680.167,634.167,573.5,712.5,1117.5,1771.167,1107.833,1770.167,1108.833,1755.167,1107.167,1746.167,1133.833,1844.5,1132.5,1837.833,1127.167,1843.167,1034.5,1868.667,1037.667,1863,1031.167,1859.833,957.5,1761.667,963.5,1760.833,959.333,1753.333,1295.5,1975.5,1126.5,2154.5,1094.5,2120.5,1010.5,2176.5,727.5,2133.5,741.5,2051.5,651.5,1982.5,459.5,1793.5,1018.5,2776,1011,2775.75,1007.5,2765.5,1006.5,2754.5,1028,2835.25,1028.75,2827.75,1020.5,2831.25,939.833,2859.667,945.5,2856.5,939.667,2851.167,881.333,2768.833,887.667,2769.5,883.625,2761,1169,2985,959.5,3103.5,953,3053,868,3092.5,NA,NA,695.5,2936.167,627.5,2872.167,599.5,2620.167,2620.167
MO_682,E108,929.25,581.5,922.75,577.25,919.25,585.5,919,593.25,933.25,551.5,934,557.5,927.5,554,891.5,543.5,897.75,548,893,550.75,862.5,588.667,868.5,587.833,865.5,593.5,980.5,492.5,900.5,434,901,454.5,860,435.5,768,472.5,785.167,497.5,749.833,520.167,683.167,595.5,1217.833,1680.833,1210.5,1688.833,1218.5,1716.833,1217.167,1731.5,1213.167,1609.5,1213.833,1618.167,1203.833,1615.5,1097.833,1609.5,1103.833,1611.5,1099.5,1618.5,1026.5,1736.5,1034.833,1735.5,1031.5,1744.5,1326.167,1394.5,1059.5,1255.833,1034.167,1313.167,941.5,1302.5,735.5,1459.5,747.5,1527.5,689.5,1581.5,595.5,1781.5,997.5,2916.5,989,2918,980.5,2925.5,982,2935,998.5,2876.5,999,2883,991,2882,926,2849,932,2855,925,2858,860.5,2917.167,866.833,2917.333,864.833,2925.667,1125.167,2772.833,976.5,2639.5,962.5,2667.5,880.5,2631.167,720.167,2688.5,734.167,2748.5,678.5,2784.5,555.167,2917.833,2917.833
MO_683,E109,885.167,593.5,880.833,593.833,881.833,610.5,881.5,618.833,880.167,552.833,882.833,558.833,876.167,559.167,818.167,547.5,824.167,549.833,821.167,555.167,795.5,622.833,801.833,623.5,799.167,628.833,925.833,450.833,801.5,401,789.5,423,729.167,430.167,640.5,507.5,668.5,535.5,650.167,554.833,549.833,625.833,1291,1690,1283,1694.5,1299,1718,1301.5,1730.5,1278,1613,1280.5,1620,1270.5,1618.5,1169.333,1620.167,1176.667,1623.5,1170.5,1629.333,1086.833,1748,1094,1746,1090.5,1755.667,1403.5,1378.5,1104.5,1262.5,1090.167,1335.833,NA,NA,831.5,1432.5,840.5,1493.5,760.5,1545.5,532.5,1761.5,1144.833,2794.5,1137.833,2791.833,1134.167,2809.167,1133.5,2818.833,1162.167,2719.833,1164.5,2730.167,1154.5,2725.167,1044,2698.25,1050.5,2702.25,1044.5,2706.5,955.833,2805.833,966.833,2807.5,961.833,2816.5,1281.167,2558.167,1061.167,2475.5,NA,NA,1027.833,2446.167,731.5,2505.5,797.5,2577.5,715.5,2645.5,516.5,2911.5,2911.5
MO_684,E110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100.5,1695,1092.5,1694.5,1095,1716.5,1096,1726,1107.5,1634.5,1108,1640,1101.25,1639.5,1011.5,1617.5,1017.167,1623.167,1011.833,1626.833,951.5,1723.25,959.25,1723.5,956.5,1729,1224.5,1504.5,1037.5,1368.5,1017.5,1400.5,925.5,1373.5,718.5,1469.5,732.5,1531.5,693.167,1551.5,547.833,1724.833,1116.833,2805.167,1109.833,2807.833,1108.167,2824.5,1108.5,2832.167,1107.167,2753.833,1109.5,2759.833,1100.833,2758.167,1010.5,2730.167,1015.5,2734.167,1012.833,2738.5,998.833,2834.167,1005.5,2834.5,1004.833,2842.167,1199.167,2628.167,1035.167,2525.167,1013.167,2555.833,920.167,2542.167,777.5,2629.5,791.5,2687.5,759.5,2734.5,NA,NA,NA
MO_685,E112,958.167,706.833,949.167,707.167,948.167,693.5,947.833,684.167,964.167,753.167,964.833,746.167,955.833,749.5,900.75,761.75,905,758.75,900,754.75,869.333,691.333,875.833,692.167,873.167,686.5,1042.167,860.5,905.5,935.167,899.5,915.833,826.5,927.5,680.5,876.5,697.5,837.5,665.5,814.5,520.5,649.5,1258.5,1784,1250.5,1785,1243.5,1755.5,1240.5,1742.5,1283.5,1857.5,1282,1851,1275.5,1855.5,1178.167,1878.833,1183.5,1873.833,1178.5,1871.833,1051.167,1784.833,1056.333,1783.667,1052.167,1775.833,1462.5,1972.833,1293.167,2172.833,1262.5,2139.5,1125.167,2202.167,827.833,2126.833,857.167,2048.167,781.167,1994.833,504.5,1821.5,922.75,2889.25,917.25,2887.5,913.5,2880,913.25,2872.75,933.5,2942.75,932.5,2937.5,925.75,2939.5,864.833,2940.5,869.5,2937.833,865.5,2933.833,837,2855.75,842.25,2859.75,842.75,2851.25,1017.833,3018.5,877.833,3113.833,857.833,3078.5,800.5,3095.5,678.833,3021.833,676.167,2948.5,648.167,2908.5,649.5,2713.833,2713.833
MO_686,E113,863.5,746.75,857,742,852.75,736.75,853.25,731.75,860,778.75,863,774.5,855.5,773.25,808.25,779.5,813.25,777,809.5,771.25,784.667,728,789.333,730.167,788.167,723.333,909.5,870.167,793.5,918.167,788.833,893.5,724.833,902.167,626.5,831,669,804.5,646.5,805.5,573.5,663.5,1211.5,1884,1204.5,1876.5,1222.5,1856.5,1221,1842.5,1184,1960,1189,1952,1180.5,1949.5,1041.833,1947.5,1049.5,1944.833,1044.5,1939.167,1005,1817,1010.5,1817,1006.75,1805.5,1250,2175.5,991.5,2244.833,990.167,2173.5,869.5,2204.833,744.5,2020.5,730.5,1985.5,631.5,1939.5,537.5,1799.5,1028,2873.5,1023.667,2872,1029,2859.5,1029,2851.333,1027.667,2933.667,1027.167,2926,1021.167,2930.333,955.667,2938.333,960.833,2934,955.667,2931.5,924.875,2841.5,929.125,2842.75,928.333,2836.667,1128.5,3040.5,1023.5,3133,987.5,3099,904.5,3130.5,775,3028.5,775.5,2987.167,694.167,2923.167,654.5,2767.833,2767.833
MO_687,E115,854.833,641.5,848.833,638.5,842.833,647.167,842.167,656.167,861.5,623.833,862.5,629.5,855.833,626.667,819.167,603.833,823.167,608.833,816,611.167,783.5,634.667,790.833,636.833,786.833,641.667,915.5,577.5,866.5,505.5,859.5,515.5,834.5,490.5,719,474.5,719.5,517,682.167,528.167,580.833,650.833,1090.5,1699.833,1081.833,1700.833,1080.167,1718.833,1079.833,1729.167,1109.167,1628.833,1108.167,1634.833,1102.5,1629.833,1019.25,1626.75,1022.75,1630.75,1018.5,1633.75,942,1708,948.25,1707.75,946.5,1715.5,1266.5,1526.833,1083.5,1379.833,1070.5,1399.5,1005.5,1376.5,739.167,1437.833,761.833,1499.167,702.5,1569.5,549.167,1733.167,955,2785.5,945.75,2790.25,942.75,2797.75,945.75,2806.75,959.25,2743.75,960.75,2750,953.25,2749.5,893.5,2737.167,898.333,2740.333,893.167,2743.833,855.333,2811,862.167,2810.5,861.667,2815.667,1044.5,2598.5,897.5,2535.5,884.5,2557.5,806.5,2542.5,675.167,2610.5,677.833,2649.833,627.833,2703.833,498.5,2802.5,2802.5
MO_717,E149,866.167,621,861,620.833,858.333,629,859,633.333,864.833,592.167,865.333,597.667,860.833,595.667,824.667,584.333,829.167,588.167,825.5,589.833,804.167,626.333,809.667,626.667,808.5,631,912.5,515.5,842.833,476.833,833.833,490.167,801.5,466.5,709.5,483.5,713.5,513.5,667.5,536.5,587.833,623.167,946.5,1647,941.375,1648.375,940.625,1659.375,941.375,1666.125,947.5,1589,948.25,1596.5,942,1594,884,1583.5,889.167,1587.667,885.5,1591.167,828,1657.667,835,1659,830.333,1664.833,1048.5,1469,917.5,1403.5,907.5,1432.833,825.5,1414.5,694.5,1484.5,710.5,1519.5,661.5,1546.5,598.5,1696.5,926.5,2753.25,920.25,2755.5,927.5,2770,929,2777.75,919.75,2713.5,920.5,2719.5,915,2717,857.25,2707.5,863,2711.75,858.5,2715.5,844,2777.667,848.667,2777.833,847,2783,978.5,2594.5,844,2527.5,839.5,2562,765.167,2553.833,653.167,2639.833,690.5,2669.167,657.5,2703.5,569.5,2855.5,2855.5
MO_718,E150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086.5,1836.5,1076.25,1835.75,1076.25,1818.25,1075.25,1808,1093.5,1924.25,1096.25,1918.5,1088.75,1920.75,986.667,1914.5,993.333,1911.5,987.5,1907,921.333,1792.333,926.333,1795.167,926.667,1786.667,1199.167,2123.167,937.833,2223.167,919.167,2176.5,875.167,2173.833,567.5,1958.5,670.5,1876.5,639.833,1827.5,549.167,1610.167,819.75,2873,812.25,2874,804.25,2865,805,2858.75,835.75,2921.5,837.25,2915.75,830.5,2917.5,777.25,2920.5,784.25,2917.75,777,2913.5,726,2861.75,731,2861.75,726,2855.5,903.833,2979.167,769.167,3056.167,767.833,3032.167,711.833,3034.833,635.5,2988.5,646.167,2939.833,622.167,2917.833,568.167,2886.5,2886.5
MO_719,E151,1080.833,618.167,1075.167,619.167,1083.5,646.833,1084.5,659.167,1083.5,554,1084.5,559.75,1077.25,557.25,992,543.333,998,547.167,993.333,550,953.833,659.5,958.333,659.333,956.833,666,1155.5,412.5,1018.5,305.5,994.5,346.5,893.167,316.167,706.5,398.5,735.5,467.5,661.833,518.167,563.167,778.833,1138.167,1777.5,1127.5,1774.5,1118.833,1765.5,1117.5,1750.833,1168.5,1851.75,1169.25,1845.5,1159.5,1847.75,1047.75,1901.25,1054,1896,1044.75,1891.75,948.5,1768.75,954.75,1768.5,950.75,1759,1406.833,2034.167,1129.5,2264.5,1097.5,2186.5,NA,NA,NA,NA,744.5,2021.5,659.5,1994.5,NA,NA,1010.833,2813.833,1002.833,2812.5,998.833,2802.5,998.167,2792.833,1008.25,2899.5,1009,2894.75,1001.5,2895.75,904.833,2899.167,909.167,2895.833,903.833,2890.833,856.75,2776.25,862.75,2776.5,860.75,2769.5,1118.5,3010.5,980.5,3136.5,950.5,3100.5,801.167,3145.833,599.167,3045.833,634.5,2977.833,557.5,2904.5,553.5,2680.5,2680.5
MO_720,E152,796.833,691.5,792.167,693,787.667,685.167,785.333,679,801,727.667,802,722.833,796.833,723.833,739.833,739.167,745.5,737.167,740.667,732.667,714.5,687.5,720,690.167,718.833,682.333,834,843,692,865.5,689,846,645,837.5,577,749,600.5,729.5,591.833,696.167,607.833,569.5,990.167,1770.167,983.5,1769.5,984.5,1754.833,983.5,1745.833,973.5,1821.833,978.167,1817.5,971.5,1812.833,879,1816.5,884.25,1816.25,881.25,1811.5,855.833,1714.833,860.833,1717.833,862.167,1710,1002.167,2057.5,743.5,2034.5,757.5,1996.5,681.5,1976.5,545.5,1780.167,632.167,1731.167,614.833,1656.167,642.833,1471.167,827.5,2783.833,819.167,2783.833,816.5,2772.167,815.833,2763.5,823.5,2820.5,825.5,2813.167,817.5,2813.833,766.167,2818.5,771.5,2817.5,768.5,2811.833,745,2746.75,750.25,2750,750.5,2743.5,858.5,2919.833,730.833,2944.167,734.167,2915.5,696.167,2916.167,594.5,2846.5,NA,NA,NA,NA,601.5,2666.5,2666.5
MO_721,E153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919.25,1689.5,915,1690.75,914.75,1706.25,915.75,1714,904,1640.25,906.75,1644.25,900,1644,837.667,1648,843.333,1650.5,840,1655,788.667,1724.167,793.833,1722.833,792.833,1728,958.5,1497.167,811.167,1456.5,805.167,1487.167,736.5,1476.833,581.5,1555.5,615.5,1600.5,574.5,1638.5,470.5,1721.167,779.833,2803.5,776.167,2806.833,783.333,2820.5,783.5,2825.5,765.667,2779.667,769.333,2784.833,764.833,2784.833,723.667,2790.667,729,2791.833,726.333,2795.667,707.125,2839.25,711.75,2838.375,710.5,2843.25,772.5,2695,686.5,2683,689,2705.5,643.833,2703.167,571.833,2765.833,600.5,2789.167,583.167,2817.167,569.5,2903.5,2903.5
MO_722,E155,793.333,567.167,786.5,568.5,781.833,577,781.667,583.833,800.833,533,800,539.5,794.5,537.333,751.5,515.125,755.875,519,751.625,521.625,708.125,566.875,712.875,567.625,710.5,572.875,875.5,452,776,376.5,767,401.5,712.5,366.5,589.5,404,616,440,587,462,519.5,589.833,977,1790.25,971.25,1786.5,965.5,1779.5,964.5,1770.75,972.333,1856.667,973,1850.833,966.833,1853,882.333,1877.167,888.667,1872.167,884,1868,786.167,1799.833,792.5,1800.333,788.333,1792.5,1116.167,2054.5,948.167,2161.833,896,2106.5,803.5,2131.5,608,2044.5,629.5,1969.167,580.833,1937.833,504.5,1810.5,716.667,2866.167,710.833,2868.833,711,2875,710.667,2881.833,718,2831.625,718.375,2836.75,713.125,2835.25,671.625,2839.875,676.625,2842.125,672.875,2845.5,630,2882.5,634.375,2883,633.375,2887.5,758,2733.5,647,2701,648,2728.5,598.5,2721.5,496,2810.5,545.5,2837,526.5,2862,468.167,2905.833,2905.833
MO_723,E154,918.167,629.167,912.167,626.833,905.5,633.833,904.833,641.167,932.5,600.167,929.833,605.833,923.167,601.833,883.5,582.167,887.833,587.167,882.167,590.833,823.25,620,830.25,620.25,827.75,625,1016.5,553.167,947.833,450.5,931.167,470.5,878.5,431.833,723.833,450.5,741.833,503.167,697.833,513.167,578.5,647.5,1051.75,1780.75,1043.75,1780.75,1045.25,1798.75,1045.75,1806.75,1050.5,1714,1051.5,1721.25,1045.25,1718,956.5,1698.333,962,1701.333,958,1704.167,886,1783,891.75,1782.75,889,1790,1180.833,1568.167,970.5,1454.5,954.5,1496.5,852.5,1483.5,720.5,1571.5,735.5,1620.5,665.5,1674.5,572.167,1808.167,873.833,2836.833,867.833,2837.5,876.167,2811.167,875.167,2804.5,887.5,2895.5,887.833,2889.833,881.833,2893.833,820,2895.5,827,2890.5,820.5,2885.5,790.5,2813,796.5,2812.5,791.5,2805,946.5,2963.5,867.167,3030.167,848.5,3006.167,766.5,3049,643.5,2986.167,664.833,2942.833,628.5,2927.5,537.5,2795.5,2795.5
MO_724,E156,975.5,673.167,968.333,673,969.667,684.333,970.167,690.5,970.333,652.833,974.5,658.667,965.333,658.167,920.167,638.833,925.333,642.667,921,646.333,875.5,688.167,881.333,688.5,879.833,694,1049.833,513.833,905.833,445.167,903.833,475.833,843.833,446.5,691.5,501.5,724.5,546.5,672.5,565.5,570.833,675.833,1262.833,1759.5,1251.833,1762.167,1241.833,1749.5,1234.833,1737.833,1296.5,1843.833,1295.833,1836.833,1284.5,1842.5,1139.833,1917.5,1144.5,1912.167,1136.5,1907.167,996.833,1798.5,1005.5,1797.5,996.833,1787.833,1541.5,1987.5,1255.5,2247.5,1221.5,2205.5,1079.5,2263.5,717.167,2187.833,749.167,2098.5,590.5,1973.167,505.5,1679.5,1050,2931.5,1043.5,2925,1029.5,2934,1025.5,2944.5,1111.25,2865,1106.75,2868.25,1105.75,2862.25,1025.25,2795.75,1028,2802.5,1020.5,2803.75,889,2874.5,899,2877.75,892.167,2881.667,NA,NA,1244.5,2659.5,1195.5,2667.5,1038.5,2544.5,842.167,2538.167,838.167,2611.5,723.833,2639.167,526.5,2747.5,2747.5
MO_725,E157,1023.25,687,1016.25,688.75,1012,700.75,1012.75,707.25,1024.5,617,1024.75,623.25,1018,621.25,946.5,611.5,952,616.25,945.5,620,874.333,690.333,880.5,691.167,877,697.333,1105.167,483.833,975.833,386.167,961.167,416.167,895.167,396.5,673.833,486.167,717.167,536.833,705.5,541.5,519.833,738.167,1083.167,1686.833,1075.5,1687.5,1069.5,1699.833,1069.167,1709.5,1094.167,1608.167,1094.167,1614.5,1088.833,1612.167,984.5,1593.25,990.75,1598,986.5,1601.75,904,1696.75,911,1696,909.5,1703.75,1225.5,1461.5,1043.5,1337.5,1023.5,1384.5,901.5,1334.5,650.167,1425.5,680.833,1497.5,604.167,1579.5,NA,NA,1122.5,2843.5,1110,2841.5,1111,2823,1114,2808,1148,2947,1148,2939,1138,2940.5,1000.5,2968,1006.5,2964,997.5,2959.5,911.25,2807.75,917.25,2810.75,917,2801,1318.5,3114.167,1117.167,3284.833,1077.167,3222.167,899.833,3311.5,581.5,3155.5,653.5,3037.5,552.5,2893.5,NA,NA,NA
MO_726,E158,1044.75,636.5,1039.75,640.75,1041.75,652,1042.5,662.25,1024,555,1028,562.5,1021.5,561,926,573.333,933,577.5,928.5,581.333,897.167,690.5,902.333,689.667,901.667,695.333,1123,360.5,884,283,871.5,329,748.5,339.5,596.5,509.5,649.5,562.5,602.5,616.5,493.5,768.5,1252.833,1711.167,1245.167,1709.167,1269.5,1743.833,1268.833,1754.833,1267.833,1615.5,1267.833,1621.5,1260.5,1619.167,1144.5,1593,1150.25,1598.75,1143.667,1602.167,1081.167,1750,1088,1750.833,1085.833,1756.833,1467.833,1431.167,1224.833,1221.833,1190.5,1272.5,1040.5,1224.833,741.5,1405.5,784.5,1465.5,712.5,1556.5,528.5,1801.5,1147.25,2784,1140.5,2787.75,1137.5,2799,1138.5,2812,1160,2705.75,1160.5,2710.5,1153.75,2708,1054.833,2714.333,1060.667,2718.833,1055,2723.333,948.5,2804,954.375,2804.25,953.375,2810.375,1329.5,2518.5,1101.5,2380.5,1071.5,2427.5,942.5,2393.167,727.5,2513.833,757.5,2613.167,688.833,2663.167,622.5,2835.5,2835.5
MO_727,E161,813,623,807.5,626,804.5,630.5,804,636.333,811.833,604.167,813.667,608.333,807.667,608,764.167,586.833,770.833,590,765.667,594.833,733.167,626.833,738.833,627.167,737.333,631.5,840.833,536.833,771.5,498.5,764.833,509.833,734.167,504.5,643.5,534.5,661.5,563.5,632,573,575.167,629.5,1067.333,1750.333,1061.5,1751.667,1057,1759.667,1057,1767.667,1066.167,1687.333,1067.167,1692.333,1061.167,1692.5,975.5,1671.667,981,1676.833,976.167,1679.833,915.167,1756.333,920.667,1756.667,919,1762.333,1167.167,1550.833,982.833,1446.167,972.167,1481.5,888.167,1459.5,730.833,1537.833,756.833,1582.5,707.5,1595.167,537.5,1774.5,907.833,2863.833,901.167,2861.5,903,2875,902,2882.167,914.5,2817.167,913.833,2822.667,907.667,2820,846.167,2801,850.667,2805.167,845.833,2807.833,784,2866.75,790.5,2868.25,787.25,2874,969.5,2755.5,904.167,2719.5,877.5,2733.5,820.5,2676.5,710.5,2705.5,718.5,2735.5,666.5,2771.5,602.5,2827.167,2827.167
