Aug_24,Label,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,Y63
MO_650,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1277,1668,1258,1675,1247,1691,1250.5,1703,1283.5,1587,1287,1598.5,1274,1595,1113,1551,1120.25,1554.5,1115.75,1561.75,1043.25,1712.75,1054.75,1710.75,1057.5,1724.25,1474.5,1283.5,1112.5,1113.5,1084.5,1195.5,920.5,1183.5,625.5,1438.833,NA,NA,NA,NA,NA,NA,1035.833,2777.167,1028.833,2775.5,1032.167,2808.5,1031.5,2817.167,1044.5,2710.833,1046.167,2716.5,1039.167,2715.667,960.125,2711.5,965.875,2715.875,960.125,2720,919.875,2806.75,927.5,2807.875,926.875,2813.875,1129.167,2607.833,999.833,2513.5,977.833,2538.833,882,2506,709.5,2605.5,737.5,2664,692,2734,NA,NA,NA
MO_651,E65,944.5,622,936.25,619.25,932.5,609.75,933,602.75,949,662,948.75,655.75,943.75,658,893.5,672,900,667.25,892.25,663.25,843,616.25,849.75,616.125,847.375,610.875,1049.5,734.5,937.5,848.5,917.5,820.5,859.5,856.5,684.833,784.833,713.5,730.833,680.833,710.167,540.833,629.833,1284,1782.333,1276.5,1785.667,1274.5,1798.167,1275.833,1811.833,1273.833,1660.333,1276.167,1669.167,1267.833,1665.833,1127.5,1644.5,1134.5,1649.167,1127.833,1654.667,1023.625,1775.5,1032.75,1775.75,1030,1783.5,1467.833,1390.833,1129.5,1235,1132.5,1303.5,984.833,1245.833,636.167,1392.167,711.167,1503.5,592.5,1606.833,523.5,1905.833,1064.75,2908,1058,2906,1057,2896.25,1058.5,2888.25,1076.5,2970.5,1075.167,2965.5,1068.167,2968.833,995.875,2979.875,1000.875,2975.625,994.75,2971.125,927.625,2898.25,934.25,2898.125,932,2892.25,1183.5,3007.5,1110.5,3166.5,1068.5,3134.5,953,3195,752.5,3154,766,3094,694.5,3045.5,555.5,2857,2857
MO_652,E67,982.75,571.5,973.5,572.5,974,590.5,973.75,601,991.125,519.25,989.375,525.125,984.375,520.875,923.125,498.25,927.375,502.625,921.875,505.125,876.667,577.167,883.667,578.333,882.333,584.333,1120.167,418.5,970.5,292.833,954.833,323.833,874.833,284.5,687.5,343.5,710.5,387.5,644,422,483.833,595.167,1302.167,1602.5,1294.167,1607.167,1295.5,1623.5,1301.167,1635.5,1293.5,1516.5,1295.5,1526.167,1286.5,1523.167,1184.5,1512.75,1190.25,1517.5,1184.5,1523.75,1086.5,1644,1095.5,1643.75,1090.75,1651.25,1474.833,1288.167,1161.5,1135.5,1157.5,1208.833,1052.167,1148.833,785.5,1216.833,808.167,1312.833,702.5,1383.5,484.5,1660.5,1049.167,2887.167,1042.5,2885.167,1044.5,2850.5,1042.167,2843.167,1058.833,2930.833,1057.167,2923.833,1049.5,2928.5,987.833,2966.667,991.5,2961.333,982.833,2958.167,911.333,2867.833,917,2867.5,912.167,2857.5,1217.167,3030.5,1059.167,3169.167,1037.167,3139.833,959,3183.5,734,3161.5,766.5,3085.5,683.5,3038.5,606.5,2885.5,2885.5
MO_653,E69,786.75,582.75,782,583.5,782.5,594.25,781.75,601.5,787,549.75,788.5,555.75,782,554,737.833,549.833,742.333,552.333,738.167,555.833,714.625,600.375,720.375,600.125,717.75,605.5,822.5,482,727,432,729,457,688.5,440.5,586.5,482.5,615.833,516.833,583,538.5,489.167,631.5,1203.167,1727.833,1192.5,1729.5,1197.5,1761.167,1202.167,1772.833,1212.167,1665.5,1211.167,1672.833,1205.833,1666.167,1111.25,1632.75,1116.5,1640,1110.25,1643,1019.25,1753.25,1028.75,1753,1026.5,1760,1370.5,1547.5,1213.167,1363.5,1175.833,1420.833,1043.833,1327.5,754.5,1417.5,794.5,1491.5,692.5,1553.5,515.5,1793.5,1054.5,2798.167,1049.167,2799.167,1049.833,2826.833,1052.167,2835.833,1043.5,2726.833,1045.5,2732.833,1036.833,2730.833,937.25,2684,943.25,2688.75,937.5,2693.75,871.5,2817.833,878.167,2818.167,876.5,2823.167,1210.833,2578.5,1008.167,2454.5,998.833,2493.167,961.5,2465.167,702.5,2488.5,692.5,2580.5,572.5,2676.5,484.5,2872.5,2872.5
MO_654,E72,956.333,585.5,951.667,583,951.5,574.333,952.333,568,945,625,947.75,621,940.5,619.5,888.5,620.167,895,618.167,890.667,613.5,831.625,559,837.125,560.25,835.75,554,991.5,738,849.5,786.5,844.5,764,779,764,674.5,653.5,708.5,628.5,674.5,589.5,610.5,480.5,1228.833,1762.833,1219.167,1764.5,1215.167,1774.167,1217.167,1786.5,1264,1677,1263.5,1685,1256.25,1678.75,1127,1636.25,1134.5,1642.75,1125,1646.25,993.75,1758.25,1001.25,1758.25,998.5,1765.75,1490.5,1520.5,1253.167,1297.833,1215.833,1343.167,1075.5,1275.5,732.5,1356.5,762.5,1444.5,670.5,1498.167,NA,NA,1137.5,2865.5,1129,2866,1123,2851,1119,2837,1150,2950,1151.5,2941,1143.5,2943.5,1007.833,2991.167,1015.5,2986.5,1007.833,2980.167,906.333,2863.333,912.167,2864.167,909.667,2856.5,1359.167,3119.5,1090.167,3302.167,1058.833,3258.833,870.5,3293.833,596.167,3144.5,659.5,3063.167,599.167,2999.167,515.167,2847.167,2847.167
MO_655,E73,923.5,585.5,916.167,586.833,922.833,566.167,923.167,557.5,912.5,640.167,915.833,636.167,908.5,633.167,835.167,626.167,843.5,624.5,837.833,618.167,819.833,541.833,825.167,544.5,825.167,537.167,943.5,788.5,763.5,813.5,768.5,782.5,686.5,753.5,576.5,636.167,619.167,597.5,600.5,518.833,693.833,380.167,1060.5,1696.5,1052.167,1694.5,1058.5,1660.833,1058.167,1650.833,1068.833,1759.833,1068.833,1752.5,1059.833,1755.5,989.5,1748.5,994.5,1746.25,991.625,1739,920.875,1668.75,926.375,1669.25,923.25,1660.75,1192.167,1906.167,981.833,2051.833,972.5,2010.5,798,2003,652.5,1910.5,705.5,1853.5,642.5,1792.5,479.5,1662.833,856,2853.667,850.167,2852.167,848,2840.833,848,2833.5,849.667,2897.5,852.333,2893.833,845,2892,789.75,2910.375,794.25,2907.125,789.375,2903.5,743.5,2844.333,749.667,2843.917,747.083,2836.083,908,2992,816.167,3066.5,804.833,3041.167,734.5,3062.5,612,3018.5,628.5,2975,584,2933.5,515,2804.5,2804.5
MO_656,E74,756.5,553.75,751.25,554.75,751,565,751,570.25,751,522.75,752,529.25,745,527.25,708.75,517.5,714.75,521.5,710.5,525.75,688.625,563.75,693.5,563.75,692.25,568.75,795,479,723.167,422.167,716.167,436.167,681.5,423.833,588.167,441.833,607.833,477.167,571.167,507.833,501.5,600.5,1091.5,1671.833,1084.833,1676.167,1081.833,1683.833,1084.833,1693.167,1083.833,1615.5,1085.833,1623.5,1077.167,1620.833,1006.167,1630.167,1013.167,1631.667,1010.333,1636.5,957,1700.167,964.167,1699.333,962,1707.333,1223.5,1433.5,966.5,1329.5,967.5,1379.5,849.5,1334.5,636.5,1488.167,683.5,1543.5,632.833,1577.833,499,1701.5,852.167,2846.5,843.833,2847.833,838.5,2836.167,837.833,2827.833,862.5,2883.5,861.167,2874.167,854.5,2878.833,805.25,2899,811.5,2896,805,2889,759.333,2844.833,766.167,2844.833,761.667,2838,969,2948.5,871.5,3071.5,840.5,3046.5,777.5,3081.5,594.5,3030.833,627.167,2960.167,571.5,2925.5,NA,NA,NA
MO_657,E75,728.333,608.333,721.167,603.333,717.833,599,718.167,591.667,727.25,638.25,730.25,632.5,723.5,632.75,675.5,634.833,681.833,632.5,676.333,627.667,643.667,588.667,647.417,589.833,646,584.833,763.167,714.5,667.5,754.5,662.5,729.5,610,735.5,524.167,653.167,537.833,636.5,515.167,622.5,473,572.5,1462.167,1679.5,1451.5,1677.5,1445.5,1653.5,1442.833,1639.5,1464.833,1786.5,1466.833,1780.167,1456.5,1778.5,1318,1815.25,1324.25,1809.75,1319.25,1801.25,1191,1656.75,1198.5,1655.75,1194.75,1644.75,1740.5,2082.5,1301.5,2341.5,1299.5,2279.5,1137.5,2311.5,821.5,2131.5,815.5,2055.5,694.5,1964.5,487.5,1550.5,1042,2809.5,1034,2815,1038,2833,1039,2845,1036.5,2755,1037.75,2762.5,1029.75,2761,923.833,2730.5,930.833,2733.333,926.667,2738.833,894.333,2847.333,900.833,2847.5,897.833,2854.667,1163,2612.5,941.5,2491,937.5,2528,842,2508.5,663,2589.5,694.833,2638.833,584.5,2689.5,460.5,2835.5,2835.5
MO_658,E77,824,561.667,815.5,565.333,812.333,573.667,812.333,582.667,827.667,512.667,828.333,519.5,820.667,517.667,766.833,514.667,771.333,518,766.5,522.667,725.333,571.167,731.667,571.167,729.333,577.667,932.167,453.833,834.167,333.833,811.5,352.5,726.5,315,544,362,578.5,420,534.5,467.5,510.5,666.5,1326.833,1698.833,1318.167,1691.5,1326.833,1658.167,1323.5,1645.167,1328.75,1799.5,1330,1793,1320.5,1797.25,1202.75,1822.25,1208,1818,1200.75,1810.25,1080.25,1669.5,1086.75,1669.75,1083.5,1659.25,1564.833,1965.5,1306.167,2244.167,1270.167,2172.167,1082.5,2248.5,718.5,2075.5,794.5,1986.5,717.167,1933.5,462.5,1583.5,1099.167,2864.833,1093.5,2870.833,1094.833,2878.833,1096.833,2887.5,1091.25,2814.25,1093.25,2820.75,1086,2818,1024.333,2812,1029.167,2814,1025.333,2821.667,981.125,2896.5,986.25,2896.75,985.25,2903,1199.5,2676.5,1057.5,2555.5,1038.5,2606.5,942,2565.5,725.5,2655,779.5,2728.5,708.833,2772.833,571.5,2946.5,2946.5
MO_659,E79,825.833,673.167,819.167,673.5,815.833,663.167,813.5,655.833,828.833,685.833,830.833,681.167,821.833,682.5,781.167,714.167,785.5,711.833,781.833,705.5,739.167,664.833,745.167,663.167,741.167,659.5,886,812,754.5,847.833,740.5,826.5,721.5,812.5,NA,NA,637.5,750.5,612.5,720.5,582.5,627.5,1048.833,1662.833,1038.167,1664.833,1032.167,1653.5,1030.5,1645.167,1069.833,1722.167,1069.333,1716.667,1064,1720.833,973.5,1777.625,977.125,1773.75,971.75,1771.625,958.625,1665.125,965.625,1665.375,963.25,1658.375,1216.5,1838,1060.5,1996.5,1023.5,1957,938.833,2022.167,706.833,1959.833,720.5,1896.5,668.5,1833.5,517.5,1671.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO_660,E82,884.833,666.5,878.833,666.167,877.5,675.833,879.167,683.167,875.833,616.833,878.5,622.833,870.833,622.5,824.5,618.833,829.833,623.167,826.167,626.5,785,678.833,790.5,678.5,789.167,684.667,915.833,487.833,774.5,459.5,787.167,478.167,747.167,448.167,607.5,526.5,660.5,584,644.5,617.833,NA,NA,1060.5,1785.333,1052.333,1783.167,1054.667,1772.833,1054.667,1763,1055.25,1864.5,1056.75,1859.25,1048.75,1859,957.5,1856.5,963.833,1853.833,959.5,1847.5,898.25,1768.25,905,1768.75,902.25,1759.25,1167.5,2052.5,947.167,2171.833,936.5,2103.833,813.5,2153.5,581.5,2041.833,652.167,1953.833,592.167,1920.5,NA,NA,992.833,2769.167,986.167,2772.167,983.167,2778.5,984.167,2787.5,993.167,2755.833,994.833,2762.833,987.5,2761.167,949.167,2740.5,956.5,2743.833,951.167,2749.167,913.125,2783.875,919,2783.75,916.875,2789.5,1054.5,2681.5,977.833,2614.5,962.5,2634.5,919,2611.5,781,2644.5,814,2696,782.167,2712.5,725.5,2789.5,2789.5
MO_661,E83,788.167,597.5,783.5,595.333,781.667,587.5,783.167,582,784.833,614,786.333,609.333,781.167,609.833,748.625,615.75,753.875,614.5,747.875,611.125,729.75,572.375,735.5,573.875,733.625,568.875,830.167,675.167,731.833,718.833,729.833,698.5,681.833,708.833,614.833,640.833,631.167,624.5,618.833,587.833,576.833,589.167,1441.833,1730.167,1431.167,1723.5,1443.167,1689.5,1434.5,1672.833,1413.833,1846.167,1413.167,1837.5,1404.5,1838.833,1264,1869,1271,1864,1262.5,1857.5,1149,1678.5,1157,1681,1156.25,1671,1769.5,2049.5,1332.167,2418.5,1302.167,2317.833,1033.167,2362.167,679.5,2160.833,720.5,1962.5,643.5,1806.5,NA,NA,962.5,2840.833,952.5,2847.833,942.833,2850.833,947.833,2858.167,967,2820.167,966.667,2826.5,960.667,2823.667,916.375,2808.375,919.125,2812.25,914.625,2814.75,876,2859,881.5,2859.167,880,2864.833,1055.833,2758.833,960.5,2654.167,948.5,2680.167,899.167,2647.5,766.5,2683.5,774,2733,726,2778,613.5,2901.5,2901.5
MO_662,E84,984.333,657.167,978.167,660.667,979.667,672.333,980,679.833,976.833,611.833,977.667,617.667,971.333,616.5,915.333,603,921,608.333,916,609.667,871,674.667,877.833,674.167,875.167,680.167,1061.5,512.167,937.5,415.167,927.5,445.167,866.167,415.167,715.167,467.833,737.167,527.167,672.5,571.833,566.167,689.5,1442.167,1705.833,1432.167,1715.167,1427.5,1734.5,1422.833,1751.167,1446.167,1580.5,1446.167,1594.5,1436.833,1587.833,1295.167,1592.833,1303.833,1596.5,1299.5,1605.5,1165.25,1736.25,1172.5,1735.5,1172.5,1743.75,1645.5,1268.5,1239.5,1060.5,1223.5,1154.5,1011.5,1088.5,668.5,1331.5,760.5,1464.833,683.167,1519.5,520.5,1774.833,1138.167,2954.5,1134.167,2948.833,1126.833,2937.167,1125.5,2926.5,1123.167,3029.5,1128.167,3025.833,1118.833,3022.167,994.25,3055.25,1000,3051,994.25,3047.25,954.5,2920,960,2921.5,958,2911.5,1214.5,3162.5,1050.5,3247.5,1031.5,3225.5,914.833,3266.167,745.5,3197.833,752.833,3132.5,678.5,3014.5,NA,NA,NA
MO_663,E87,1090.25,645.75,1083,648.75,1077.5,657.5,1077.25,669,1097,587.75,1096.25,595.25,1089.5,590.5,997,557,1002.5,562,996.75,565,946.25,655,954.5,654.75,950.5,661.25,1198.5,410.5,999.5,307.5,993.5,331.5,906.5,288.5,689.5,360.5,716.5,429.5,651.5,485.5,536.833,668.167,1221.833,1720.5,1212.833,1723.167,1207.833,1732.833,1207.833,1744.5,1215.5,1637.5,1216.5,1645.5,1208.833,1642.833,1117.5,1603.5,1122.5,1609.167,1115.833,1613.167,1035.75,1709.25,1044,1709.25,1040.75,1717.5,1388.5,1428.167,1149.833,1240.833,NA,NA,1017.833,1230.167,733.5,1312.5,773.5,1402.5,658.5,1472.5,NA,NA,1130.167,2786.833,1122.167,2788.167,1115.5,2799.5,1115.833,2814.167,1133.5,2728.5,1136.167,2736.167,1125.833,2737.167,989.75,2706.5,994.75,2708.25,990.5,2714.25,970.833,2832.833,976.5,2830.167,976.5,2840.833,1214.5,2489.5,941.833,2477.5,940.5,2513.5,832.5,2518,660.5,2675.5,709.5,2711.5,714.167,2799.833,704.5,2887.5,2887.5
MO_664,E89,923,704.5,916.5,703.25,916.25,715.25,916.75,723.75,928.75,656.75,929.25,662.5,924,660.75,867.625,651.375,872,653.75,868.375,656.125,845.5,717.125,850.75,717,849,722.125,981.5,585,899,520,884.5,530,827.833,511.5,683.833,550.833,699.167,592.167,660.5,616.833,525.5,733.5,1207.5,1683.5,1201,1683,1204.5,1716.5,1204.5,1725,1213.833,1611.5,1214.833,1618.5,1208.167,1617.167,1100.25,1593.5,1105.25,1597.75,1100.75,1602,1048.5,1727.5,1055.5,1726.5,1054.5,1735.5,1351.5,1428.5,1144.5,1322.5,1117.5,1357.5,1003.833,1352.167,758.833,1427.5,791.5,1496.833,708.833,1560.833,525.5,1805.833,1168.5,2786,1161.5,2789.5,1167.5,2819,1168,2828,1181.5,2683.75,1181.25,2690,1176.25,2687,1045.667,2681.833,1051.5,2684.167,1045.333,2688.833,958.167,2828.167,965.333,2827.333,961.5,2834.667,1301.5,2506.833,1068.167,2404.167,1048.167,2466.5,939.5,2421.167,714.5,2539.833,767.167,2625.833,691.5,2698.833,513.5,2865,2865
MO_665,E90,998.25,688.5,993,686.5,992,677.25,992.5,669.75,998.5,741.25,999.75,735.5,992,735.75,925.5,748.75,929.625,745,924.875,739.625,898.75,664.25,902.875,665.375,902,660,1096,841.5,920.5,953.5,913.5,910.5,853.833,929.5,686.5,826.5,729.5,794.5,699.5,753.5,566.5,541.5,1254.833,1697.5,1248.833,1691.833,1247.167,1674.5,1245.833,1663.833,1259,1800.833,1260,1793.333,1252.167,1795.5,1147.375,1817.875,1151.75,1814.25,1147.25,1809.625,1077.667,1692.167,1084.167,1692.5,1081.833,1685.833,1425.5,1987.833,1189.833,2155.833,1166.5,2102.5,1032.5,2153.5,743.5,2018.5,803.5,1916.167,728.833,1858.833,601.5,1608.5,946.5,2883.5,941.833,2879.833,938.5,2868.5,938.5,2860.167,948.5,2948.833,950.167,2943.833,943.167,2943.5,862.5,2973.5,866.5,2969.833,860.667,2965.167,829.25,2873.5,836,2873.5,833.25,2866.75,1008,3051,890.833,3098.833,876.167,3087.5,822.833,3114.833,680.5,3081.5,707.5,3040.5,624,2978.5,572.833,2876.5,2876.5
MO_666,E91,961,644.75,955,645.5,953.75,656.75,955.75,665.5,962.75,622.75,963.25,629,956.75,625.5,901.833,604.5,906.667,607.167,903,611,870.333,661.833,875.667,662.333,874.167,666.833,1026.833,542.5,922.167,487.167,908.167,503.167,853.5,492,NA,NA,765.833,553.833,720.167,583.167,631.5,685.5,1367.5,1599,1360,1603,1375.5,1632.5,1376.5,1648.5,1353.5,1492,1356.5,1501.5,1345,1495.5,1213.833,1501.833,1221.167,1508.5,1213.833,1513.167,1115.5,1669.5,1121.5,1668.5,1123.167,1680.5,1574.5,1248.5,1228.167,1049.833,1207.5,1119.5,1030.833,1074.167,653.5,1282.5,740.5,1379.5,632.5,1492.5,451.5,1891.5,918.167,2927.5,912.5,2922.833,915.167,2908.833,916.833,2902.5,913.5,2976.167,914.833,2971.167,907.833,2970.5,836.25,2972.75,843.75,2970.25,837.5,2965.25,813.667,2864.667,819.5,2868.333,819.833,2860.667,999.5,3100.5,814.5,3187.5,803.5,3135.5,700.5,3129.5,561.167,2981.833,611.833,2949.833,581.167,2846.5,570.5,2702.5,2702.5
MO_667,E92,929.5,634.5,925,632,923,624.75,924,617.75,923.25,672.75,925.75,667.25,919,668.75,863.333,670.833,868.5,669.333,863.5,664.5,834.667,609.833,840,610.833,839.25,604,972.5,741.167,878,806,866,787,797.833,801.5,666.5,733.5,694.5,705.5,653.5,673,550.833,542.833,1552.5,1770.5,1541,1770,1529.5,1761,1530.5,1747.5,1579.5,1856,1581.5,1847.5,1570,1851,1401.167,1923.833,1407.5,1919.5,1399.5,1913.5,1259.5,1759.833,1268.167,1760.5,1265.5,1751.833,1842.5,2158.5,1475.5,2370.5,1456.5,2294.5,1305.833,2369.5,909.5,2232.5,944.167,2111.167,833.5,2015.167,506.5,1890.5,1017.5,2908.5,1011.25,2910,1010,2895.5,1011,2887,1031.25,2951.25,1031.75,2945,1024.5,2945.5,958,2968.333,962.833,2964.333,957.167,2961.333,910.667,2880.167,916.667,2881.5,914.167,2874.833,1125.5,3104.5,946.5,3185.5,939.5,3140.5,856.167,3134.833,730.5,3111.5,750.5,3038.5,680.5,3001.5,554.5,2877.5,2877.5
MO_668,E93,926.167,615.167,917.333,617.333,908.5,619,921.667,623,926.667,587.667,926.5,593.667,919.833,592.167,870.333,567.5,874.833,571.333,869.667,573,829,621.833,834.333,621.667,832.5,626.167,983.833,476.833,887.833,419.5,875.833,444.833,827.833,426.833,709,486,731,515.5,693.5,547.5,604.5,616.5,1298,1740.5,1289,1737,1288.5,1711.5,1288.5,1697,1289,1830,1294.5,1822.5,1281,1821.5,1122.167,1852.167,1130.833,1849.167,1125.167,1841.167,1064.25,1700.5,1071.75,1701.25,1068.25,1691.75,1466.833,2172.167,1042.5,2312.5,1038.5,2222.5,923.5,2198.5,590.167,2050.5,666.167,1970.5,610.167,1839.833,NA,NA,979.167,2779.167,969.5,2781.5,981.833,2812.167,983.167,2820.833,972.167,2710.5,973.833,2718.167,965.167,2716.833,873.5,2708.5,880.25,2709.5,876.5,2715,839.25,2822.75,847,2822,845,2830,1048.5,2557.833,873.833,2484.5,864.5,2523.833,749.833,2525.833,610.833,2661.167,655.5,2701.833,602.833,2749.167,558.833,2874.5,2874.5
MO_669,E94,905.75,615.5,900,615,895.5,622,895.25,629.5,914.5,587.5,914.25,593.5,907.5,591,859.333,543.833,862.667,549,856,550.167,806,598,812,600,808.333,604.333,1013.5,534,931,419,915.5,430.5,857.5,389,727.5,395.5,724,431,660.833,456.5,558,564,1226.5,1705,1220,1708.5,1221.5,1734.5,1220.5,1747,1218.5,1615.5,1221.5,1623,1212,1624.5,1079.5,1584.5,1086.5,1590,1081.25,1595.75,953,1727.25,960.75,1726.5,958,1735.5,1376.5,1408.5,1112.5,1267.5,1080.5,1329.5,960.5,1292.5,706.5,1361.5,NA,NA,650.5,1528.5,466.833,1619.167,1128.5,2865.167,1122.5,2858.833,1128.5,2839.167,1127.167,2828.167,1123.167,2921.167,1123.833,2914.5,1116.833,2914.833,1029,2943.25,1033.75,2940,1029.25,2934.5,968.333,2835.5,974.5,2836.167,971.667,2829.667,1218.5,3026.5,1064.5,3142.5,1054.5,3115.5,921.5,3135.5,781.167,3075.167,799.833,3035.833,735.167,2952.5,664.167,2827.167,2827.167
MO_670,E95,1032.25,619.5,1027,615.5,1025.25,605.25,1024.75,595.75,1038,670,1036.75,662.25,1030.75,666.5,953,690.75,956.625,687.5,951.75,684.25,921.625,604.125,926.875,603.875,924.625,597.5,1167.833,749.167,1012.5,901.5,981.5,864,915,873,721.5,851.5,749,784.5,693.5,760.5,525,558.5,1087,1761.5,1079.25,1761,1075.25,1770.25,1076,1778,1111,1708,1109.75,1714,1103.25,1710.25,1001.833,1662.833,1006.833,1666.833,1001.833,1671.667,909.833,1766,917.333,1766.5,912.667,1771.333,1294.5,1590.5,1091.167,1371.5,1051.833,1409.5,935.5,1367.5,650.833,1466.5,684.833,1565.167,638.167,1615.833,477.5,1835.167,882.5,2806.25,879,2807.25,876,2814.75,877.25,2821.25,886.25,2774.5,885.5,2779.75,881.5,2776.5,842.25,2762.75,846.375,2766.625,840.875,2769,808.125,2821.125,813.125,2820.5,811.5,2825.625,971,2715.75,897,2622.25,876.25,2636.75,784,2613.5,689.5,2646.833,693.167,2700.833,656.167,2736.833,594.5,2855.5,2855.5
MO_671,E96,925.833,597.167,920.167,595.5,917.833,587.833,917.667,581.667,917.5,634,919.167,629.667,913.167,630.333,861.667,637,867.083,634.333,862.417,630.833,823.917,586.667,828.667,586.917,826,580.917,960.5,757,854.5,801.5,846.167,778.5,794,806,695,703,707.167,701.5,NA,NA,514.5,606.5,1116.5,1735,1108.5,1733,1104,1722,1103.75,1714,1105.75,1793.25,1107.5,1788.25,1101,1788.5,1008.75,1814.25,1015,1809,1009.75,1804.5,920.5,1728,924.833,1727.667,921.333,1721.833,1245.5,1987.5,1010.5,2117.5,992.5,2072.5,892.5,2110.167,646.167,2013.167,694.833,1943.833,632.833,1902.5,489.5,1731.5,995.833,2749.5,988.5,2747.167,978.167,2762.167,976.167,2773.167,1004.167,2682.833,1006.5,2691.833,998.833,2687.5,895.25,2668.5,900.75,2671.25,896.25,2677,875.25,2770.25,881.75,2769.5,880.75,2777.5,1132.5,2462.5,873.5,2346.5,855.5,2396.5,710.5,2390.5,501.5,2572.5,592.5,2648.5,553.5,2772.5,619.5,3004.5,3004.5
MO_672,E97,977.25,667.5,971,667,967.5,659.5,966.25,653.25,979,707.5,980.5,702.25,973.25,704.25,919.5,717.25,924.5,713.75,920.25,709.25,873.5,661.833,879.5,662.167,875.167,656.833,1056.833,821.833,932.167,906.5,914.167,883.833,843.833,911.833,674.5,842.5,707.5,798.5,675.5,755.5,554.167,639.833,1435.5,1720,1421,1721,1414,1733,1412,1751,1470.833,1574.5,1471.833,1583.167,1462.833,1578.5,1249.75,1546.75,1256.25,1551.75,1249.5,1557.25,1133.333,1734.833,1140.167,1734.167,1137.5,1744.5,1659.833,1266.833,1278.5,1080.5,1254.5,1148.5,1070.5,1132.5,709.5,1371.5,776.5,1453.5,710.5,1540.5,463.5,1822.5,1060.667,2902.833,1053.333,2900.833,1047.333,2891.833,1046.5,2880,1073,2990.667,1073.5,2982.5,1067.5,2987.333,975.333,2989.5,981,2985.667,974,2982,910,2895.875,914.625,2896.125,911.125,2887.875,1155.5,3071.5,1037.5,3233.5,1014.5,3198.5,897,3228,700.833,3134.167,739.5,3083.833,674.833,3028.5,546.5,2904,2904
MO_673,588271 (Riparia parent),1143.5,598,1134.5,600.833,1124.5,596.5,1123.333,589.667,1165.833,619.833,1162.667,614.5,1157.167,619.833,1106.667,682,1111,678,1104.667,675.833,1045.333,607.667,1051.333,606.5,1047.167,599.667,1283.5,660.5,1200.5,800.5,1170.5,785.5,1123.5,831.5,973.5,844.5,959.5,787.5,906.5,768.5,709.5,619.167,1186.833,1786.167,1177.833,1788.833,1169.167,1778.167,1165.167,1767.833,1215.167,1836.5,1209.833,1829.167,1205.5,1836.167,1123.75,1885.75,1128,1881.5,1120.5,1878,1033.667,1792.167,1039.5,1791.5,1035,1784.167,1385.5,1939.5,1206.833,2154.167,1189.5,2100.833,1120.167,2163.5,843.5,2183.5,879.5,2053.5,778.5,2025.5,459.5,1748.5,910.5,2831.25,903.5,2831.75,902.25,2848.75,903.25,2855.75,914.333,2777,915.167,2784.167,909.333,2780.667,841.5,2781.167,847,2783.167,843.167,2786.833,806.5,2864.167,811.167,2863.833,809.667,2869.667,970.833,2648.5,831.5,2632.5,829.5,2657.167,771.5,2610.5,684.5,2650.5,690.5,2671.5,599.5,2761.5,559.5,2899.5,2899.5
