IVNO,genus_species,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Rb85,Sr88,Mo98,Cd111
588197,Vitis_cinerea,75.23532052,106.2458827,2031.804793,11.69396828,5649.151073,2769.395036,19120.5466,7756.920164,82.30590127,416.6194973,0.201417162,2.753996634,65.37171806,101.4172711,0.008468129,3.215783607,6.900581816,1.170494946,0.032072219
588219,Vitis_cinerea,57.78404947,80.41541033,2771.742388,10.11199753,7288.330523,3852.677805,19388.33265,10838.85528,111.660534,605.2409811,0.261786818,3.329523089,112.243392,140.5115305,0.019029065,3.624997418,11.35654164,1.557458447,0.030789154
588217,Vitis_cinerea,60.37431811,35.97953648,2995.496303,7.24567991,3975.992191,2470.940214,9347.380184,18423.00681,56.13453942,294.7346481,0.108355551,0.320827425,50.19225811,46.90270294,0.009536218,1.578589285,22.37876934,0.827634301,0.014224936
588134,Vitis_cinerea,64.51712383,72.75138365,2238.246552,12.30610033,6468.795614,3461.138963,23960.14448,16101.74248,73.62886703,372.3314228,0.179614794,2.07141331,161.6190967,159.337211,0.023213551,2.046515879,18.77272466,1.232433141,0.045034991
588685,Vitis_cinerea,66.86798398,115.3312855,2162.541946,10.17963449,4262.462373,3789.909646,14605.91578,13269.86602,73.51177408,581.5785924,0.224681994,1.973487396,96.4984602,114.8865904,0.014213808,3.285661719,16.8003941,1.327940532,0.051453091
588575,Vitis_cinerea,57.48893105,55.81093226,2485.900813,10.73886978,6645.30566,2847.227281,15042.3393,10717.33797,69.25147437,438.7712399,0.244494843,2.055630202,106.9123612,111.4530982,0.018026335,2.169414337,11.62328362,2.670900204,0.07841742
588466,Vitis_cinerea,73.02082157,53.34319117,2141.76796,15.72805595,5774.863564,2841.825195,12640.95601,10965.60139,70.00375546,375.3647719,0.154603148,0.664811451,171.4882042,89.39777412,0.010069245,2.473506659,12.6991203,0.83329439,0.031303408
171,Vitis_cinerea,62.06690195,58.15302531,1419.958057,6.636970519,4836.164015,3448.651141,10429.14217,12623.35382,94.50756684,412.6163947,0.149079166,0.305129088,66.99234417,71.20221446,0.007862285,0.955552996,15.11661524,0.07628128,0.048612897
588678,Vitis_cinerea,83.94050279,42.11547701,1860.901013,17.39680893,5991.352952,2498.044564,14463.50177,8623.213032,45.24875194,468.3084223,0.19456546,2.048286092,119.0570202,95.99096891,0.009099414,2.940320779,8.809371259,1.472539144,0.034681184
597232,Vitis_cinerea,102.9748183,237.7586524,1415.138246,14.33408973,4650.787236,2008.277773,19620.09611,4721.118173,62.34243974,319.8814554,0.155166546,3.056189355,64.11170489,135.4319927,0.009363019,3.710014245,2.632807936,0.553735741,0.062167006
588460,Vitis_cinerea,75.01358224,67.78864805,2074.464398,10.56401784,6297.150172,2945.718748,12453.11468,13047.28309,59.69598452,300.3074695,0.177389964,1.600640533,115.8905345,105.4484669,0.010562458,4.898746505,14.69247542,0.764656313,0.030400974
588143,Vitis_cinerea,68.06986603,89.43088415,2425.612214,71.47252698,7475.625261,3847.094206,19609.57731,18619.64461,88.45059585,511.1629355,0.228257914,1.840141935,106.72502,131.5594488,0.014106795,3.091294196,18.90960621,1.227714755,0.056628663
588328,Vitis_cinerea,78.88668831,62.23488288,2751.237021,9.883483809,6311.67185,2647.410542,15041.01186,12985.9516,111.2984169,436.1527303,0.195196416,3.234824916,82.35187288,110.5120097,0.011347283,2.243284474,14.15714462,1.111412386,0.048426564
588329,Vitis_cinerea,70.18026208,146.9715784,1746.106332,27.71011438,5513.500573,3434.431977,19232.08634,7378.957931,59.21926213,1018.219999,0.364506927,4.049743696,90.0781895,151.9018121,0.021929113,3.009539007,6.900315192,0.498052725,0.039555778
588372,Vitis_cinerea,99.47541404,192.2054316,1703.960342,15.16199547,8350.835138,2411.577961,28250.98704,9618.412211,104.604327,205.6157556,0.096790069,1.706058858,134.0576837,73.44029397,0.008600617,2.57256299,10.48503494,0.937205707,0.036083864
588352,Vitis_cinerea,28.55530997,194.2147064,1779.735816,19.32791479,7168.006154,3198.42679,17019.4398,14526.28536,60.0511454,608.0370148,0.216037558,2.474801091,121.5039145,137.3315199,0.010545292,2.698692439,16.74181167,0.486150254,0.038429053
588220,Vitis_cinerea,98.19227625,109.7615238,3214.756306,8.552421584,7523.930533,3527.006007,14940.93727,16223.39609,100.2648221,464.8832159,0.20380022,1.665844298,113.9625611,109.8729896,0.006929154,3.15686089,28.38271328,1.045646558,0.030190985
588222,Vitis_cinerea,72.21954181,42.44746655,2411.924336,7.143196545,4744.816774,2886.524802,16728.58196,17463.63599,98.59629284,432.2206044,0.197694605,1.87032317,91.65673773,79.77087566,0.011155578,2.008140976,24.0650759,0.73239755,0.05349128
588173,Vitis_labrusca,87.47530392,80.37437729,2642.215587,10.01691278,5579.696638,3214.305989,16723.7138,8251.404561,47.77849487,328.5776893,0.178343799,1.026119689,87.30855467,102.3158305,0.02944153,3.405331592,8.299341364,0.049008015,0.04231173
588182,Vitis_labrusca,88.39594838,53.46013903,2522.89963,9.445219966,4008.869153,2718.122668,15209.5669,8734.608391,56.87563373,258.7569631,0.116646918,0.796253035,73.15619959,74.38219474,0.011417516,2.159620015,10.60014625,0.086700521,0.030475146
588165,Vitis_labrusca,61.80240713,132.0036193,2352.428192,11.73032837,6507.320685,3247.678662,20174.17887,6102.788201,49.21199406,462.5707012,0.180854712,0.976062358,56.8265164,142.8143638,0.020163537,4.427941608,5.244837341,0.048222271,0.034322477
588128,Vitis_labrusca,63.28515668,123.8270098,2123.581283,8.141942146,4714.001743,3689.834411,11358.46633,8317.018516,63.33510874,337.0089845,0.13895204,0.5527694,72.40440363,72.55296804,0.019781025,2.222615665,17.36207675,1.131480917,0.038672631
483160,Vitis_labrusca,84.787597,107.6236097,2473.731566,10.29277296,5147.082623,3789.223849,14205.75443,11929.54198,53.15580997,598.0530991,0.233964574,1.083462699,102.0935817,131.9311952,0.017379712,1.962255718,14.1319378,0.060756039,0.050424778
483161,Vitis_labrusca,55.5507748,52.84345834,2573.489492,6.920760664,4284.152263,3195.192842,13860.74174,13167.90177,50.74119722,356.4895417,0.145429915,0.73670448,61.78329733,69.57007727,0.017110887,2.423038303,17.51007705,0.023488223,0.030931703
483148,Vitis_labrusca,65.75783347,49.10253508,2686.685914,6.312350915,3952.393638,2336.161664,15079.75406,10589.56644,50.90386685,274.5583151,0.095964975,0.728307389,71.26252261,67.64278659,0.007314564,0.981097275,12.46532552,0.037844985,0.031690284
483164,Vitis_labrusca,63.21326828,80.09293691,2398.060986,8.17515334,5546.270209,2690.521883,12913.94138,9045.016839,48.07575872,429.6121127,0.263533686,0.992328418,85.44885767,97.54403058,0.019867893,2.629517494,9.65905402,0.037189636,0.026676812
588584,Vitis_labrusca,84.01577549,50.97248251,2445.259624,13.94625338,3726.47062,2957.963838,12173.74248,14243.54509,72.42182399,665.0219482,0.244333716,1.158517825,40.81301413,124.970211,0.026780738,0.63386811,15.41889918,0.067445678,0.035441739
588648,Vitis_labrusca,56.11947895,49.73381191,2326.64917,7.029696136,3815.3261,2280.184449,14920.81224,9436.361772,42.70419916,240.4487245,0.089294908,0.43048212,62.98369645,50.68662951,0.011733998,1.167735831,11.07084446,0.078606464,0.025294198
594349,Vitis_labrusca,97.90772465,243.6786345,1853.726359,11.43872205,6312.145984,2375.425072,19981.79147,4207.283911,47.19036354,227.1166067,0.123486878,0.668269334,89.01310963,107.2900358,0.017649845,7.214419736,3.985415478,0.289691941,0.02424014
588583,Vitis_labrusca,136.636439,149.1838221,1653.896838,14.00103432,5983.794777,2873.772373,21528.99107,3035.756156,37.82874336,242.6251332,0.097237904,1.349292304,64.09662228,82.89294537,0.05281574,2.956854305,2.887550689,0.107060852,0.036710393
588585,Vitis_labrusca,102.1250278,76.10099173,1905.937473,7.828185621,4049.294877,2224.326165,15748.8254,7496.205509,49.23725564,297.9908043,0.107914614,0.839572085,69.13608995,69.65468165,0.010432194,1.837175543,7.932057273,0.038406763,0.031034877
1587,Vitis_labrusca,51.53317148,58.70889367,1425.871961,7.751765686,4295.993502,1968.62629,12023.07203,3271.240395,32.95398436,306.9561366,0.116600172,0.294396155,38.00477911,61.77382704,0.010628712,2.360343662,4.035479187,0.099528358,0.01699537
483162,Vitis_labrusca,77.67077926,87.75234959,1646.637702,8.067415521,3101.600312,2097.610834,13813.43927,10199.17509,29.2603666,373.0180288,0.129817661,0.464048767,54.21467776,89.91285303,0.030032717,1.154013051,11.65631088,0.071037948,0.035862769
483151,Vitis_labrusca,65.96467136,87.53884196,1940.077116,9.772107321,4461.513693,2528.032114,15037.95314,10732.39169,48.38919259,469.5629182,0.169350485,0.650776595,60.29937341,91.3446342,0.021277602,2.327368032,12.28066261,0.067920544,0.058780755
483159,Vitis_labrusca,73.48291743,114.6426008,2676.871133,13.25811338,5333.184617,2470.761614,20690.89146,6100.844602,37.00580093,218.3120171,0.098790639,1.350471363,78.8206043,97.50810767,0.014322355,2.770539042,6.465898714,0.051945636,0.022574372
588658,Vitis_labrusca,49.29167781,57.81152395,2312.910953,9.574558514,4849.992246,1975.471239,16373.71368,7895.869555,28.04353502,215.1227509,0.093215519,0.39233606,48.78376096,68.8218858,0.0072819,1.62664669,8.338556061,0.065584014,0.038179575
588675,Vitis_labrusca,53.74349013,145.7823416,1884.714734,9.326902859,5819.728601,2166.953643,15475.97033,6472.435175,22.51959407,236.8911795,0.089843719,0.43667712,59.8429146,54.15423387,0.005636928,2.378141011,8.028840241,0.436591821,0.017698343
588647,Vitis_labrusca,90.90732155,96.41131803,1873.819049,12.59951823,4634.323064,2155.167085,21588.43542,8754.186546,40.80389534,215.2056473,0.112627091,1.090555902,87.11279561,100.8910474,0.029437572,2.667817567,10.08633866,0.080514545,0.038137711
588277,Vitis_labrusca,37.70730958,42.86835547,2013.806373,7.195710396,4074.191791,2178.43926,14995.33813,7634.411477,30.92189067,277.0273305,0.100519734,0.359725613,56.99538916,63.92037835,0.007582771,2.097578773,10.33092426,0.046833674,0.035218709
597172,Vitis_labrusca,49.74570488,57.08772614,2005.742912,9.002957999,4977.659088,1895.213608,14139.69985,6470.84518,22.22053025,135.6452504,0.062128364,0.28180686,45.79055388,67.5627543,0.007820214,2.752792949,5.446304227,0.100136439,0.02877681
597203,Vitis_labrusca,45.1039986,49.83464886,2626.562191,13.20738773,4049.407104,1952.720553,8433.219748,9354.330303,37.94519452,201.3882728,0.091136079,0.425889659,39.06958115,87.86027559,0.010510304,1.59185764,9.318677576,0.071068163,0.035425887
597228,Vitis_labrusca,36.90570802,32.29358603,2660.562802,6.348964686,5723.332309,2940.068376,11268.3837,11524.77891,30.63528097,285.0593653,0.102272619,0.340169723,46.92762719,58.32333238,0.007425892,0.621387524,18.67856832,0.752595617,0.01982017
588138,Vitis_labrusca,82.5766824,73.84388706,1865.670716,7.514179292,5099.094238,2600.613006,16807.00025,8539.24569,45.42994437,246.0184717,0.150058206,2.706726594,69.89272161,92.57324189,0.0244867,2.940042627,8.874236223,0.071390488,0.037635039
588307,Vitis_labrusca,63.85313052,74.10737666,2330.606003,6.64571926,4308.36688,2549.736693,13734.8802,7693.77665,31.24033078,291.0790492,0.117054262,0.571569875,63.62751305,65.33897107,0.007319453,2.665312637,10.29852834,0.080391332,0.050031601
483157,Vitis_labrusca,86.5048513,320.6877332,2070.50697,10.34095136,5544.922884,2417.959379,14133.99722,7731.062411,47.23259132,298.4725093,0.092774356,0.506382454,42.53498057,61.95433619,0.007227205,0.99190252,7.370878728,0.014580001,0.027587913
483154,Vitis_labrusca,61.48570326,44.52934635,2407.852731,6.794131313,2782.815816,2244.802192,12916.4276,16226.38713,50.73203813,435.0379674,0.134445031,0.532736914,30.37288558,77.91149907,0.010820928,0.936231412,24.16872737,0.037291481,0.056975179
588169,Vitis_labrusca,59.16692328,29.40244293,2600.301049,10.12988362,3614.30656,2161.41714,6750.655271,15596.50871,48.65365088,324.3860979,0.135435261,0.300390414,34.14691558,83.2564763,0.007088268,1.50138917,19.55830866,0.608099287,0.022522785
483152,Vitis_labrusca,80.00336387,70.64283059,1819.004941,6.66695319,4226.776464,1974.500521,13851.85067,7808.181272,36.14780241,253.3634733,0.093354273,0.526667776,48.86623045,73.00916278,0.015603818,1.692581086,8.213389438,0.022468082,0.026132189
483149,Vitis_labrusca,83.60198936,90.49725689,2454.489868,12.70968443,5034.12593,3118.33977,14433.68201,11734.53418,56.11214633,392.6893274,0.134765316,0.743503514,67.44954429,98.61478681,0.014635336,2.086761869,10.2900319,0.037999953,0.037408003
483150,Vitis_labrusca,43.22094161,39.41326264,1947.139844,7.56614304,4192.7712,2122.557077,13516.50561,6929.25159,35.4505842,263.7803168,0.11138216,0.481731613,63.39755051,53.63997352,0.013646553,1.375305216,10.2346188,0.045464072,0.042046253
483147,Vitis_labrusca,99.95532473,51.18135383,2413.380275,29.62210775,3560.921156,2577.537614,12243.38088,11929.283,39.58035691,366.3799513,0.144853451,0.976663719,45.24477941,85.16331497,0.014428525,1.63536251,14.76711885,0.047488137,0.032502344
483155,Vitis_labrusca,47.05625948,56.92328768,2362.935068,12.01010479,3462.551721,2203.511797,14404.72256,9205.641604,43.22625555,359.1406761,0.160314951,0.631319222,48.1118183,100.3034051,0.015514364,1.061760185,12.40859435,0.054565366,0.023715563
588194,Vitis_labrusca,98.96835992,108.5989595,2205.373085,10.31581667,4769.953958,2476.448746,15492.42795,7082.110977,44.28674122,474.1715407,0.191724506,0.830098878,79.45980013,86.48672142,0.013993181,2.295715249,7.824519017,0.259675406,0.02419908
483163,Vitis_labrusca,78.13184112,61.51866313,1853.196175,10.49248496,6485.694443,2368.072316,19760.32846,5570.35847,28.61302367,275.6379873,0.108378017,0.278745018,59.84042708,79.58285395,0.008071964,2.810057931,4.669094774,0.153212806,0.027358533
483153,Vitis_labrusca,59.81147362,56.23057038,2317.869073,5.981537812,4665.637889,2171.973665,13112.287,14429.39943,37.66750317,276.042566,0.122993179,0.641675292,70.66917557,85.55920465,0.008313495,1.316039008,20.10698437,0.050545576,0.032801284
483146,Vitis_labrusca,68.31708729,48.34664553,3379.208431,8.046230966,3253.586731,2205.532442,9952.271701,13872.86114,54.49996774,254.8105021,0.13445414,0.958915042,69.4289479,83.11206157,0.017536637,0.980315984,16.18321938,0.040424061,0.046529789
483133,Vitis_labrusca,70.91121978,71.09961605,3387.951949,8.55099916,3705.053629,1878.919961,11535.9346,14892.16651,55.05936109,335.8199609,0.189425661,0.958537744,67.80889678,143.2219928,0.028072215,1.055402427,16.84436543,0.058328045,0.043870131
483145,Vitis_labrusca,73.72419005,54.72013759,2416.373066,9.213838382,4685.978654,2079.128539,16180.48066,7040.29905,41.45290158,299.1885254,0.118892019,0.447530335,60.78201591,69.87875663,0.011445103,1.326961144,6.927090818,0.038087289,0.024198402
588201,Vitis_palmata,70.53371601,70.54076707,1546.479497,9.068725651,4723.956988,2456.763421,15194.91913,4548.262052,53.41783764,371.4428339,0.513871389,7.295041016,47.35218911,81.78697145,0.012142974,4.606316093,4.800275741,0.109894763,0.048740378
588152,Vitis_palmata,54.85324899,89.87428836,1663.781235,16.15603687,6490.444175,2639.491908,14870.78226,3652.701359,36.78037331,383.6987896,0.249897984,5.63079499,48.55859972,79.43071975,0.01085305,4.759913825,2.51304538,0.171765445,0.039812609
588155,Vitis_palmata,46.25386115,62.40715239,1397.620075,49.06371172,6150.334065,2633.175762,16341.14765,4615.170002,47.38442442,379.2102728,0.18538796,1.69569831,39.21910235,98.65065417,0.035508556,4.650406899,7.287772995,0.25841302,0.023035472
588233,Vitis_palmata,37.83617347,78.0908047,1891.019551,8.900523371,6416.419905,2966.014297,10327.02818,15688.37414,54.07409125,641.8777183,0.281332978,1.540934313,40.38317119,91.87174143,0.016726806,1.418562177,18.0351814,0.113570895,0.017110662
588467,Vitis_palmata,47.42054207,95.0969034,1524.5322,9.896355801,5001.952233,2159.279445,17149.44998,2711.149264,29.58577858,448.4790613,0.222504938,3.333457607,40.39659075,73.40062181,0.002345477,2.785010576,2.098886524,0.128118373,0.022032305
588440,Vitis_riparia,75.26325387,74.945504,1044.325781,6.974645353,3029.610948,2827.138433,10010.59375,9542.756022,59.26184084,287.032055,0.111421958,0.286873977,35.82617316,51.68393193,0.009046508,1.517939003,10.70919093,0.522975301,0.031224399
588190,Vitis_riparia,83.19402163,49.86745682,1640.217845,7.921258364,5503.29389,3710.946866,19674.06776,8516.292788,105.6308596,319.9229533,0.241490778,0.434334661,37.35247952,61.4529972,0.009796813,5.318722831,7.209124656,0.37383476,0.022382981
588276,Vitis_riparia,68.59394767,64.38594015,1549.992184,7.437043461,5001.093866,3984.704729,12377.91432,13464.45636,79.14849331,403.6461485,0.131945362,0.509449272,42.90941621,62.27323059,0.003082032,3.180226322,16.23866231,0.378271681,0.00995913
588214,Vitis_riparia,95.16658477,50.60049867,1968.819049,8.316846441,3702.802221,3194.501766,11642.68782,11965.62723,65.67437394,362.3987513,0.137830173,0.439878568,28.23576443,235.0104044,0.021331728,8.356436964,12.55131013,0.560473471,0.020953204
588204,Vitis_riparia,70.9408977,75.8647464,1717.918818,9.190812277,4614.160492,3437.423696,12641.55078,10770.7561,54.406093,309.2339344,0.131888665,0.458497233,41.73238435,67.05905143,0.008857037,5.872515338,15.07687826,0.486965257,0.028444292
255189,Vitis_riparia,73.57946274,43.11380794,1427.137447,8.38314689,4762.774574,2722.217289,13982.10823,10438.60405,83.470881,238.3141593,0.094794588,0.655255608,42.91809108,55.28316817,0.009749641,2.055297458,10.69432206,0.526756377,0.024492459
588273,Vitis_riparia,105.7627197,83.83224661,1548.554877,4.14021388,5137.338159,2715.230438,10514.8542,13285.20104,66.96687268,230.1760813,0.084385828,0.219469774,23.47665209,52.35279153,0.003929939,1.017236179,14.80654212,0.305385682,0.021233415
588456,Vitis_riparia,71.5171368,30.1250963,1675.16554,6.327767394,4537.430589,3260.074395,15686.95163,7387.08865,51.89625243,314.9161011,0.150118578,0.657109934,37.68710813,51.58301279,0.01740318,1.766012313,7.562225058,0.480792184,0.026304717
588271,Vitis_riparia,97.3212157,78.59009141,1611.250354,7.694886291,4407.245326,3399.767951,12034.85638,12317.26197,95.75160714,412.4003426,0.159432119,0.291114408,30.29231019,128.4780925,0.009065768,2.900469179,12.57181181,0.353254786,0.115808576
483169,Vitis_riparia,59.66559353,20.7170239,2785.243217,5.416517098,6308.911523,2361.465954,19417.75986,19075.16823,66.72832311,252.7957181,0.096216263,0.23279902,28.9240697,58.64568582,0.00690821,3.733087043,26.64375908,0.338268998,0.01945941
588564,Vitis_riparia,44.43772488,66.15698273,2219.410394,9.264772951,6569.814018,3462.103954,12548.14956,7810.791939,65.91556434,532.4785968,0.213362191,0.504879199,35.11986227,94.72870826,0.028958876,1.953561202,7.476263433,0.528345807,0.025559656
588345,Vitis_riparia,83.8950285,51.52905632,2104.637051,14.05148415,5128.728126,3616.470899,25294.03374,7755.558981,80.25972281,320.6505191,0.117006925,0.587724379,41.97469814,99.52912056,0.006109538,11.21553796,8.690050729,0.505883015,0.021384504
588274,Vitis_riparia,86.48371433,46.65830217,1276.809759,5.802383399,3666.314616,2529.02864,10705.0471,14647.95218,81.31927144,370.1253723,0.136015648,0.620333365,37.58572093,67.80188515,0.004008422,1.920864013,16.69868113,0.235814551,0.028728863
588353,Vitis_riparia,68.11753283,36.10234255,1626.499514,6.11174053,4289.21089,3365.604378,12553.94208,14741.29744,78.50561265,337.4998783,0.122927592,0.363002843,42.20506034,79.41249801,0.003272125,1.026940333,16.22760359,0.421825331,0.023079391
588439,Vitis_riparia,62.39088897,38.18285802,1181.515018,6.161800214,4547.589197,2505.043489,15264.78403,6987.360048,56.05489175,271.6358041,0.093044586,0.426941769,32.29077923,53.85018551,0.006815447,4.395300992,5.964263558,0.419071,0.017351504
483177,Vitis_riparia,75.85893524,90.05343524,1729.283288,4.439210177,5173.738024,2836.969007,12097.08876,9872.847454,62.49709748,207.2316585,0.083444364,0.34017399,88.12853474,41.72514451,0.01079437,4.376304558,12.05831133,0.410931981,0.016338025
588562,Vitis_riparia,74.57462013,23.42933244,1815.721039,6.571844554,3785.284683,2527.72476,16314.45404,12027.20968,62.10847311,197.1268169,0.069835125,0.228591315,32.52613815,60.14807793,0.013999265,4.039769577,14.36606865,0.430108875,0.017890382
