Indv,Li7,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Rb85,Sr88,Mo98,Cd111
E_166,-0.516740824,0.672249388,-0.341361685,-0.079854047,-0.49626666,1.030070809,-0.109482143,0.952098593,-0.010850544,-0.39777374,-0.540500143,-0.462861869,-0.05383385,1.712552121,-0.866551383,0.089822469,0.883235315,0.00270474,-0.257787641,-0.123034012
E_23,0.713785231,-0.929544798,-0.473478086,-1.128812152,1.306118382,-1.63937127,0.874691611,-0.020603849,-0.77087388,1.310675836,-0.180687704,0.40592015,1.517482409,-1.364032523,-1.196546029,0.723367214,-0.561890473,-0.441619575,-0.660981596,-0.135657659
E_167,-0.382154807,0.313130559,-0.014934488,-0.367215935,-0.392014666,0.291405831,-0.589129021,-0.28605545,-0.493922748,-0.438217188,-0.552570096,-0.303360565,-0.498365476,-0.076891081,-0.629831155,-0.048352812,0.115696088,-0.462650522,-0.949301391,-0.224970275
E_103,-0.493615124,-1.080192396,-0.268544633,-0.863117649,-0.508451146,1.572436505,0.602654908,2.810447819,-1.630696491,-0.849456195,-1.047872279,-1.118454839,-1.297151911,0.635738836,-0.765568025,-0.90831952,0.852830415,-1.721453743,0.033117392,-0.175014792
E_31,-0.392640581,-0.986296395,-0.454964992,-0.862595069,-0.435885256,-0.887886749,-0.512034069,-1.00159719,0.197511078,-0.387668977,0.518444801,-0.566197249,-0.523313003,-0.787715717,-0.986077064,-0.660714729,-1.414401398,0.053806802,0.284760733,-0.235069654
E_02,-0.247432145,-0.996062898,-0.40012162,-1.52471318,-0.120256793,-0.197744966,0.839422843,-0.397475455,-0.786417635,0.120650188,0.47716073,2.406955132,0.400042743,-0.713868268,-0.96454803,-0.148505238,-0.649630465,-1.104258943,-0.340063514,0.35600899
E_09,0.04724844,-1.617901551,-0.192284096,-0.331100338,0.069546172,-0.602152944,0.271286099,-0.821890027,-0.031965325,-0.227267103,0.626292867,0.461900416,0.31825181,-0.218782954,-0.373676695,-0.248884199,-0.827638895,-0.272924699,-0.76899475,-0.174519926
E_119,-0.350025909,1.040109651,0.023304947,0.699118253,-0.342753879,0.643899672,0.676268799,-0.590937208,1.233486279,-0.053760712,0.842476292,-0.787816568,-0.576034272,0.35822942,-0.439481742,2.513811779,-0.442184903,1.391590165,-0.589327676,0.030158581
E_74,-0.576335493,-0.041666597,0.195442463,0.369030416,-0.303228093,-0.478098476,1.490024704,1.95469173,-1.000507054,-0.440937844,-0.624053544,-0.048539711,-0.214717437,-0.045829996,-0.38239557,0.152383643,0.002538253,0.197534925,-0.798185159,-0.027366901
E_76,-0.077377008,1.724675155,0.112376921,2.472350911,-0.142057266,-0.194149804,0.362635402,-0.512763879,1.443466365,0.117482236,0.392792133,0.078155691,0.033821869,-0.794611059,-0.136513244,-0.12912651,0.247724531,1.658563655,-1.17114528,-0.063331504
E_223,-0.019187521,0.339161735,0.08021987,1.300984073,-0.004562301,1.77502673,-0.854905174,-0.171984727,1.168748323,0.137930861,1.599622061,-0.403288609,-0.093195436,0.765443115,0.353736411,-0.428084531,-0.44862892,1.387728946,0.898524261,0.063155062
E_220,-0.441479004,-0.026952668,-0.079052123,-0.140471099,-0.413375422,-0.973105299,-1.283876302,-0.844456774,-0.318091884,0.230576353,-0.490829861,-0.976539432,-0.648717051,-1.06775596,-1.015899907,-0.080427088,-0.194111659,-0.49443855,-1.061930474,-0.203269881
E_221,-0.110372445,-0.513312987,0.064645026,-0.64723938,-0.115294908,0.215260689,0.193452137,0.719264469,0.040343597,-0.423575199,-0.409314583,-0.978509521,-0.80568893,-0.331279587,-0.462406414,-0.316422184,-0.040971497,0.187132457,0.718800304,-0.058195249
E_207,-0.574309105,-0.643852392,0.103556676,-0.556049859,-0.380294579,-0.161124113,2.554587275,1.55260117,-1.653062554,-0.098278174,-0.67368162,-0.841185147,-0.476471299,-0.418667934,-0.778583988,-0.32832854,1.17676271,-1.291748216,0.751461895,0.415927367
E_198,-0.424185678,1.935450702,-0.048924467,1.96666118,-0.380262781,-0.452121967,0.392799855,0.061252605,1.097392715,-0.499918555,-0.464146649,-0.518042494,-0.113299719,0.103824377,-0.223988097,-0.894348795,0.909406587,1.190109326,-0.387576921,-0.135489641
E_51,-0.236583516,1.00716179,0.087154303,0.010536726,-0.337819916,0.184520457,1.26923588,-0.125890133,0.569478929,-0.233054314,-0.392519967,-0.549464892,-0.203619667,0.741677962,-0.805047002,0.888662041,-0.456900826,0.594209135,0.210987203,-0.244368688
E_52,-0.17408234,-0.018828234,0.142058557,-0.954944928,-0.265997732,0.415150447,-0.747295531,1.558919021,-1.214067564,-0.548082457,-0.908454057,-0.674631194,-0.484712248,1.087522607,0.125966301,-0.860693275,0.589079006,-1.135398522,1.021349242,-0.062283953
E_211,0.088274856,0.276894548,0.179243893,0.408254373,-0.10072738,-0.577115454,-0.773103123,0.268446171,0.315294038,-0.122568323,0.696519562,-0.087472712,1.067431867,0.449799166,-0.538788809,1.054169705,1.032510504,-0.010268853,-1.229267317,-0.1865002
E_13,0.13567948,-1.087222006,-0.040349026,-0.427915686,0.102018099,-1.026293728,0.597682946,-0.837775653,0.277318228,0.41427247,1.699787579,2.174322724,1.286974946,-0.892078432,-0.302125091,-0.567107068,-0.773905198,-0.489634913,-0.73539857,-0.250387148
E_205,-0.329095996,-0.485738605,0.014341959,0.030119549,-0.364319535,0.876428338,-0.210040993,1.085961789,-0.237386468,-0.488836316,-0.224665656,-0.986153492,-0.076163953,1.829583548,-0.597340987,-0.544926303,1.009424683,-0.217300718,0.364760348,0.031504772
E_193,-0.25868841,-0.997290352,0.019662558,0.356708438,-0.236043528,-0.446870081,-1.046220395,0.277719466,-0.398419538,-0.271603747,-0.521455465,-0.1924429,-0.401681191,-0.492089453,-0.446119755,-0.31117345,0.048823204,-0.469644506,-0.251118058,-0.059073284
E_158,-0.347726464,-0.745055222,0.327301888,-1.078025491,-0.448380232,0.042109865,-0.296420844,0.272502969,-1.285949058,-0.590195152,-0.891090117,0.380393622,-0.890739379,-0.980181981,0.38873564,-0.499058359,0.218874911,-1.237102656,-0.356530438,-0.110612912
E_218,-0.139678619,0.329403316,0.098798098,1.483963115,0.310709806,3.821616152,2.31186728,1.631641488,0.332449284,0.183834774,1.044505383,0.433313674,0.523698874,0.951593536,1.87420772,0.268300057,-0.565332338,1.296396938,1.469661232,0.013203912
E_122,-0.010735513,0.014692479,-0.012301464,1.255645616,0.085874428,-0.534254273,-0.951107438,-0.5247082,0.107741818,0.039087808,1.199003163,0.116248603,0.287161077,-1.048371525,-0.336336597,0.169469424,-0.542265559,0.244496973,-0.992736281,-0.101082472
E_115,-0.321582844,1.220892853,0.084672073,0.238148492,-0.207409012,1.186295904,-0.54878465,0.640149135,0.680058965,-0.290437841,-0.324675466,0.03914836,-0.28817777,1.512518724,-0.396956245,0.144417925,-0.111000751,0.950623708,0.364424854,-0.014721756
E_83,-0.455136964,-0.23327641,0.101881457,0.604522557,-0.048382096,-0.018185341,2.119943938,1.818095579,-0.694700983,-0.27984778,-0.417333556,0.127859886,0.014862456,0.704612253,0.562226786,-0.344568088,0.620227935,0.022681564,-0.191941003,-0.029103753
E_113,0.102387678,0.685998228,0.073739548,1.793548145,0.059578931,-0.316464195,-1.050917615,-1.110692197,1.151616337,0.055837153,0.22524264,-0.192403598,-0.367737045,-0.567575005,0.536317781,-0.462768453,-0.968265453,1.287571059,-1.125321548,0.063367446
E_68,0.238887965,-0.471245899,14.23125096,-0.062421212,0.693063874,1.812690695,2.99477262,1.854138876,-0.311464384,0.470319706,1.795406588,1.563073552,1.081841714,0.737217897,2.220362768,0.580606651,-0.565930866,0.375992768,0.794211489,0.009140811
E_120,-0.262689356,-0.68031229,0.385588363,-1.044705004,-0.443776661,0.491920908,0.159989838,1.031288221,-1.104840866,-0.502235526,-1.000747212,-0.46261335,-0.839383211,0.073983332,-0.477334401,0.273481321,0.729479259,-1.129613195,-0.165890732,-0.153824476
E_151,-0.253735591,1.288259916,-0.010018066,0.395168094,-0.32605454,0.039007461,-0.104491788,0.077618244,-0.220851259,-0.313667672,-0.392932152,-0.05453372,0.257637363,0.694780416,-0.872210138,-0.351714968,-0.355085747,-0.292812566,-0.017057332,-0.061461782
E_43,-0.400842932,-0.685892156,1.05719384,-1.176943961,-0.533017486,0.263131525,-0.659306899,0.629316036,-1.69221404,-0.53283581,-1.020000734,-0.362333804,-0.148449702,1.033952275,-0.793297943,-0.92648686,1.247703397,-1.570864468,1.094823979,-0.161802824
E_54,0.493741924,1.347422796,0.069037814,1.476944669,0.321124853,0.199254946,-0.345084115,-0.477813123,1.322983355,0.097600621,-0.285375571,0.163609474,0.58029766,-0.131906779,-0.482091752,-0.023197042,-0.276977433,1.678800948,0.808230277,0.06285968
E_55,0.175889777,0.883009817,0.399717097,0.667740496,-0.008052178,0.431706224,-0.407221342,-0.016001627,0.905713091,-0.273631014,0.507203011,1.207735143,0.498685213,-0.392555564,4.026103038,0.123018582,-0.439922446,1.406715752,0.017466754,0.061075921
E_82,-0.419644771,-0.701797868,-0.022008881,-1.166926837,-0.412315418,0.012415019,0.064882737,0.224195469,-1.5196714,-0.410721258,-0.807565437,-0.483901679,-0.904889266,0.970286564,-0.6689833,-0.362542833,0.180157848,-1.501945968,0.152262544,0.097114207
E_169,-0.270915155,0.86465544,0.249954054,-0.020433066,-0.370584323,1.179920204,0.248587411,0.703628412,-0.667317145,-0.49148208,-0.610397396,0.407683761,-0.581989006,0.492591462,0.271350361,-0.483374926,0.465027375,-0.650719908,1.535107714,0.290199843
E_165,-0.219665873,0.76944391,0.101970014,0.902116517,-0.299053953,-0.549880077,-0.143119657,-0.502481265,0.162949352,-0.08954087,1.137428206,0.54833583,-0.186210809,-0.240248466,0.12181141,1.622937203,-0.386985701,0.226128666,-0.884550482,-0.123520246
E_105,-0.243279468,0.734484256,0.291274279,0.922218827,-0.38094614,0.940365169,0.356188519,0.635515524,0.146262005,-0.452572832,-0.668898204,-0.236814932,-0.263986795,1.846627354,-0.169473209,-0.747394684,0.580572251,0.740849874,-0.439607193,0.17958554
E_175,-0.044457271,0.651538181,0.548975589,-0.265600303,-0.200412684,1.30859696,0.459102592,0.156231258,-0.359984497,0.271331778,-0.766894011,0.203131475,-0.266906206,1.791421518,2.21512635,-0.038002756,0.869852963,-0.489409167,-0.508099984,-0.082842819
E_195,-0.186098853,-0.019855904,0.525785477,-0.703324927,-0.229083419,0.858175421,1.252589886,0.615312018,-1.48115443,-0.480472,-0.907234488,-0.197776456,-0.156401067,0.701950312,0.608608802,0.007321751,3.247828938,-1.843135508,-0.295379401,-0.159639446
E_150,0.872292202,1.573795406,0.327568344,1.133026961,-0.387824429,1.212703394,0.0137571,0.999461657,0.160404666,-0.368284803,-0.588826304,0.008268988,0.01554685,0.703328347,0.653964614,-0.592304342,0.744591979,0.343523131,-0.032017677,-0.02370811
E_192,-0.082322966,2.038833072,0.196672365,1.293098229,-0.218302465,0.443524847,0.406086252,0.742855244,0.432514897,-0.179923797,-0.37616467,-0.480094731,-0.388373857,0.700980181,0.761973014,-0.231155208,1.735748492,0.527933112,0.009726027,-0.084421882
E_208,-0.451560007,-1.187000455,0.637123056,-1.049497155,-0.599440462,2.137350313,2.056438027,3.095264884,-1.340146851,-0.790295671,-0.920441339,-0.838314105,-1.37818894,0.778609185,1.625607665,-0.833994902,1.565872163,-1.346688158,2.251544036,-0.174351843
E_204,-0.259426197,1.119354226,-0.041855318,1.776527252,-0.321490858,0.273575423,0.999709383,-0.457483349,0.966439281,-0.072402027,-0.415530983,-0.816215268,-0.376167608,0.273620681,-0.267655871,-0.215458485,-0.482155273,0.840313315,0.209683946,-0.172877994
E_37,-0.069998858,0.310577425,0.136995171,0.128382326,-0.104100485,-0.807015681,-0.667238751,-0.451557973,-0.149155838,-0.197649227,-0.132937827,-0.299216712,-0.128555216,0.123785947,-0.268137565,-0.436390664,-0.908368577,0.211577453,-0.386179135,0.012594938
E_36,0.775218752,0.810085581,0.166253695,0.953925685,0.409727834,1.024448601,0.181556291,-0.005759873,1.516672667,0.440671752,-0.201237966,2.111407327,1.080790973,-0.022611747,4.363007694,1.320257308,-0.541058168,1.987320108,0.560537794,0.163733863
E_112,-0.533422202,0.821219154,0.272899642,0.959624915,-0.299066786,1.183999695,4.179634768,2.069459286,-0.081360183,-0.146210507,-0.697503663,-0.287855681,-0.276261497,2.335299991,0.964898821,-0.289126602,0.022086961,1.0555948,0.396910558,-0.039844485
E_137,-0.497681997,-0.125697755,0.439670478,-0.685108813,-0.445088651,0.446201828,-0.624312673,-0.133840288,-1.578823349,-0.717807373,-0.766138281,0.445037229,-0.765508358,0.37194265,-0.696116897,-0.866961618,2.867010833,-1.475710915,-0.235780388,-0.027988122
E_136,-0.463406088,-0.496321151,0.392541919,-0.684241902,-0.478516533,0.315138018,-0.237243994,0.515616213,-1.409486437,-0.649500718,-0.865186153,0.043505253,-0.6112741,0.967499479,0.040463613,-0.882586782,1.788355736,-1.258705001,-0.999517265,0.755958661
E_101,-0.202452477,0.11638586,0.378311475,-0.346813269,-0.292760967,0.46046486,-0.959385551,0.828153227,-0.801981524,-0.2352783,-0.966241448,-0.46901824,-0.663644986,0.203890794,1.486788577,-0.258650949,2.069799948,-0.726774477,-0.53339357,0.085020086
E_100,-0.350770228,-0.106884424,-0.064660956,0.097261157,-0.394768833,-0.874917903,-2.149069425,-0.950851272,-0.471248577,-0.461296784,-0.701767615,-0.00720455,-0.286464188,-0.440766296,0.764975635,-0.13314382,0.166034376,-0.565758273,-0.984612247,-0.038225095
E_92,-0.463585307,-1.065597755,-0.06059434,-1.240269264,-0.444607549,1.226377174,-0.464209831,2.051657388,-1.42654798,-0.66471953,-0.684925752,-0.953534007,-1.023583735,1.25025359,0.074806768,-0.888575433,-0.062823185,-1.44957016,-0.434368022,0.135406329
E_26,1.475185635,1.169083838,-0.123537808,0.623768163,1.145989983,1.185455091,-0.161146998,-0.133403889,1.680339812,1.450561753,0.108730841,1.452395536,1.088742074,-0.411114723,0.860274269,1.894844782,-1.032098411,1.920420348,1.044941671,0.411701037
E_61,0.23772929,-0.346610572,0.060827054,-0.427878802,-0.003892263,-0.27104938,1.796818219,-0.573509585,0.882851028,0.000243638,2.14254453,0.626379083,0.199656498,-0.883462254,2.735523322,0.055233618,-1.041613485,0.527704319,0.136698546,-0.127821171
E_44,-0.281661111,0.212770646,-0.035552165,-0.639722176,-0.447225395,0.48656927,2.077322455,1.418127215,-1.002624726,-0.348243522,-0.669945362,-0.950435653,-0.585369663,1.093992324,-0.434017891,-0.752678175,1.181889628,-1.213367802,1.175781695,-0.178692443
E_29,0.124246298,0.489920294,-0.35146541,-0.932978797,-0.08798472,0.122469975,1.436011799,-0.647244293,0.752432281,0.297814049,-0.06414796,-0.393185065,-0.145341453,0.501999749,-0.837042028,0.446339297,-1.346069243,0.518876033,0.581530282,0.132580491
E_11,-0.367892417,1.150070391,-0.185339459,0.254072814,-0.456899247,1.332205122,2.581120948,0.260892307,0.406749777,-0.24852627,-0.345987479,-0.472141593,-0.504840943,1.640100221,-0.015726133,0.695332123,-0.756527077,0.846132447,-0.301355909,0.072550645
E_48,-0.208069825,1.411715855,-0.12355653,1.226407983,-0.26725395,0.310750066,1.156136121,0.683335623,0.608425145,-0.037667057,2.089258152,0.170210036,0.261674457,0.0504631,0.238535539,-0.08955676,0.220140295,0.973021628,0.085425924,-0.004889777
E_39,1.870531617,-1.30874592,-0.406557047,0.300096151,1.316808244,-0.337242107,0.163433812,-0.675272304,0.267826355,2.036589751,2.391062789,2.363011302,1.439568948,-0.286426852,0.173702583,2.213609248,-1.183954685,0.603239194,0.212722674,-0.020952078
E_49,-0.447445486,1.545667463,0.119470287,0.880496859,-0.471532725,-0.496228125,-0.318638591,-0.467044293,-0.368347215,-0.610897898,-0.842050252,-0.613558584,-0.422602215,-0.804069366,-1.00321847,-0.03852493,0.345584973,-0.223032133,0.241089128,1.251790107
E_30,0.029296458,1.426054644,-0.023077818,0.277098083,-0.089127727,2.98745032,1.586504672,1.179345319,0.759246648,-0.004890755,-0.075872594,-0.102697963,-0.496113473,0.366255942,-0.278515648,0.589897842,-0.768183258,1.342642329,2.384732912,0.653717114
E_143,-0.433410104,-0.099202221,0.020940021,-0.486062301,-0.496359319,-0.493141425,-0.800364449,0.073248836,-1.29606218,-0.689328438,-0.818968591,-0.693263023,-0.998881526,-1.103761398,-0.849456324,-0.301074054,0.823408797,-1.178804109,-0.329256799,12.41066952
E_08,0.942169602,-0.457996878,0.148575703,1.666985561,0.472184942,-0.782791068,0.090493495,-1.799481265,1.009127535,0.491896785,1.775542006,2.957733325,1.605787623,-0.936117168,-0.090193635,0.406840288,-1.335298706,1.257555856,-0.642165338,6.680408256
E_60,-0.195418151,0.987111525,-0.07701854,1.08616659,-0.391614522,-0.192396768,1.73809128,-0.545538302,1.132231409,-0.416712565,-0.192938967,-0.183580558,-0.733454573,0.171483095,-0.814511041,-0.597433879,-0.665266904,1.245791569,-0.879070937,0.176461486
E_34,1.70697578,-0.486932018,-0.231294069,-0.110449599,1.226096455,-0.064472332,-0.001052364,-0.682093178,0.479798092,1.679484207,0.786920195,1.166910797,0.564937576,-0.652459739,-0.371877861,0.91924033,-0.979828957,0.793248631,0.84484586,0.082344675
E_183,0.062676225,1.806449826,-0.061713304,1.138422298,-0.418953978,-0.018980133,0.607211053,-0.351219508,0.289231873,-0.096197053,-0.360604117,-0.932785254,-0.890000461,-0.008929485,-0.956773326,-0.118328496,-0.018248573,0.730545022,-0.342887702,-0.030856697
E_46,-0.166169023,0.041489698,0.119550464,0.081667439,-0.334520495,0.293692078,0.572300319,-0.387331996,0.253049246,-0.394735239,0.681677519,-0.083524516,-0.183466641,-0.788998008,0.021839252,-0.381668856,0.168956963,0.271762672,-0.275706364,-0.091077134
E_196,-0.355997091,-2.035556442,0.463727424,-1.705768394,-0.465628185,0.063675176,1.922483729,2.276012004,-1.665027686,-0.528756287,-0.742095377,-0.610503092,-1.18697209,2.150930255,-0.737695004,-0.704105514,1.441835513,-1.547533906,0.054884972,-0.141935149
E_132,-0.452512208,-0.678453327,-0.301902544,0.020432117,-0.489965891,0.561866962,0.654979548,0.475224627,-0.749097188,-0.691768646,-0.728791229,-0.344708063,-0.55824468,0.039498639,-0.341162972,-0.405999655,0.719981876,-0.667744862,-0.797343937,-0.199770899
E_197,-0.317275383,1.451001459,-0.06743142,2.752584357,-0.273568778,-1.394400288,0.547193572,-1.422363985,2.018449242,-0.049300424,0.366294422,-0.605828641,0.436498492,-0.991297741,-1.058888018,-0.35541701,-0.33492166,1.67463876,-0.402992903,-0.047957038
E_231,-0.496024103,-0.141937711,-0.348745902,-0.532636599,-0.551057647,0.432326175,0.283872676,0.757054615,-0.083640078,-0.436369966,-0.43617455,-0.706608817,-0.476299521,0.751306123,0.546619204,-0.880354762,-0.233684765,-0.618699962,0.30332325,-0.163031488
E_01,-0.203343028,-0.052892101,-0.328719775,-1.076708238,-0.339460573,-1.440502575,-0.496516369,-1.042335473,-0.263837125,-0.296432491,0.561911028,0.94920466,1.082790405,-1.209826406,0.643762532,-0.354193151,-1.078875263,-0.991246486,-1.31096123,-0.081850318
E_99,-0.448373629,0.195221546,-0.069826373,0.676286485,-0.466693495,1.428586937,-0.459436559,1.394886584,-0.470337153,-0.606438209,-0.795767272,-0.085137839,-0.671565494,-0.388776223,-0.316167722,-0.30795903,0.453335509,0.352637135,-0.91508657,-0.018673779
E_159,-0.477295661,0.287573522,0.038473751,0.805862308,-0.467945772,1.587519654,1.115644578,3.262562692,-0.731384575,-0.608646587,-0.932384536,-0.035628311,-1.002655042,1.773585882,1.209220196,-0.417446196,1.491556265,0.23879929,0.71567842,-0.071060758
E_149,-0.400155048,-0.232569105,-0.434375177,-0.58749552,-0.466739801,-1.113260726,-0.0556545,-0.935338613,-0.716554762,-0.507200986,-0.906888712,0.207181013,-0.246173088,-0.799436823,-0.108443125,-0.774749557,0.237158793,-1.170007968,-0.949762309,-0.171872659
E_189,-0.487087865,-0.519460317,0.08547518,-1.237761854,-0.426610689,1.200329471,0.404694351,1.274317646,-1.860901559,-0.706937811,-0.942379725,-0.610211339,-1.29596223,1.338874218,-0.546176197,2.213640939,4.856930753,-1.999509654,-0.580816064,-0.16791272
E_190,-0.471244926,-0.545384085,-0.116306172,-1.151291218,-0.480343218,-0.656357698,0.462025748,-0.06426917,-1.195731801,-0.747467026,-0.739575677,-0.781782081,-1.25130779,-1.216594007,-1.03776125,-0.604738393,2.165668035,-1.420188667,-0.552549201,-0.137056098
E_206,-0.485408544,-0.198935132,-0.267547348,-0.258995444,-0.472993134,-0.775406317,0.659310184,-0.663721268,1.064193376,-0.333044814,-0.183204567,-0.898597242,-0.837407705,-0.62727168,-0.848380756,-0.267920672,-1.151191695,0.801201729,2.856746519,-0.11129218
E_45,0.047517175,-0.04269418,-0.163079303,-1.265953548,-0.070400156,-0.82095524,-0.448974015,-0.678154102,0.248090265,0.014819235,0.535141641,-0.189681559,0.624232971,0.658960565,-0.334516384,-0.278625455,-0.600786248,-0.30484077,-0.333803355,-0.116795286
E_131,-0.491139419,-0.265264292,-0.145248181,0.43939236,-0.428876713,-0.287209371,0.477288203,-0.261821997,-0.578532092,-0.455919238,-0.550292,-0.15818565,-0.290894294,-0.363625685,-0.989182673,-0.720802628,1.451809166,-0.447508631,-1.356392716,-0.196038979
E_217,-0.191643837,2.032275202,0.060154886,0.115886104,-0.331842386,0.746320248,0.81412203,-0.711374361,1.484673796,0.08911022,-0.229574637,0.630929978,0.121003111,0.955240534,5.034079212,0.258934446,-1.002177429,0.730113571,1.800756739,-0.019758009
E_182,-0.461179006,-0.484289624,0.077203844,-0.620603324,-0.528625898,-0.152097069,-0.289272865,0.127624659,-0.879903391,-0.399244915,-0.866447102,-0.358610754,-0.634339308,0.762738869,0.111249171,-0.745141196,1.586089843,-0.652137628,-0.863383159,-0.118105156
E_108,-0.465089732,-0.218354359,0.023551009,0.044806823,-0.426046465,2.00558737,1.439417498,0.71591668,-0.357193281,-0.35651319,-0.658072546,-0.485273634,-0.676720816,1.189228937,0.673169933,-0.70146111,0.764570299,-0.147672063,-0.275283923,-0.155151188
E_118,-0.47509776,0.230859869,-0.04689646,1.750384031,-0.424740698,1.886417559,0.998727479,-0.579934017,0.428405768,-0.408832795,-0.844688594,-0.630545295,-1.092913176,0.073975687,0.048483827,-0.257664869,-0.236476371,0.81543638,-0.356723898,-0.165467837
E_202,-0.018387755,2.151542986,-0.197579913,3.408067077,-0.100459006,0.433188382,-0.296293277,-0.655481569,1.773850035,0.055471376,-0.042078299,0.218163871,-0.346868643,-0.100357572,0.712054863,0.01161957,-0.402734119,2.17276159,0.07044439,-0.133935465
E_200,-0.178259545,0.008480863,0.099544278,2.107565916,-0.135368883,-0.619109292,-0.865353377,-1.136064373,0.619949331,-0.493168282,0.15045264,-0.181132346,-0.567804607,-1.012467993,0.594203142,-0.280122465,-0.482924372,0.767591234,-0.978216103,-0.023483935
E_199,4.63834224,0.996805296,-0.173320785,2.44295467,4.889417852,0.879221226,-0.069027593,-0.949075176,2.938229026,4.560449801,0.437736492,2.222792172,1.690359085,-0.155055283,0.073211679,3.519222094,-0.030200363,2.84314611,-0.772279506,-0.081273691
E_201,-0.321966422,0.53176809,-0.22082432,1.195019341,-0.257238718,-0.160409388,-0.186183393,-0.436603863,0.296093927,-0.222150804,-0.096190548,-0.193768495,-0.139959334,-0.713057739,-0.614207697,-0.410800431,0.075765172,0.252921162,-0.723854409,-0.209184756
E_19,0.214684084,-1.116253374,-0.366209421,-0.33547744,0.271697656,-0.982749668,0.437336311,-0.410962753,0.23687077,0.306587887,3.626897225,1.405188869,1.891685654,-0.61374079,0.371993779,0.023636128,0.070762574,-0.226619328,-0.934812153,-0.095338742
E_125,-0.530694585,-0.753265286,0.017330261,-0.828924914,-0.497018173,1.092966502,0.001384107,1.353286803,-1.443220556,-0.742840166,-1.117110927,-0.476687504,-1.420403213,1.908566059,-0.162435559,-0.787371093,1.079369548,-0.972912749,0.419001624,-0.180165966
E_222,-0.502417253,1.892360376,-0.376611497,0.434728942,-0.423502306,-0.394986056,0.321680631,-0.167958429,0.719270348,-0.344824414,0.192519588,-0.426467866,-0.525397428,0.290982672,-0.630741132,-0.233142906,0.696350697,0.870819576,-0.649953483,-0.22067492
E_93,-0.194963995,-0.561231116,-0.267962565,-0.471460285,-0.235519344,-1.424752534,-1.264656848,-0.501416819,-0.736631608,-0.352312735,-0.757392337,-0.319002456,-1.016070136,-1.798805516,1.341844911,-0.112329418,-0.390436064,-0.601999954,-1.347119269,-0.189260011
E_89,-0.323754665,-0.55009746,-0.018690347,-0.51211462,-0.403067852,0.022734205,-0.257915915,-0.024323791,-0.255658755,-0.632958753,-0.902381651,2.104116313,0.082452671,-0.188982025,5.17311005,-0.723741035,-0.196412025,-0.336510206,-0.42446145,-0.115135341
E_96,-0.390308947,-0.803779833,-0.321088504,-0.202649301,-0.377396095,0.621002722,-0.626754138,0.175449593,-0.607808427,-0.526846501,-0.732133712,-0.620060745,-0.861210004,0.429631128,0.985975525,2.398956479,-0.214498431,-0.569472553,0.11429633,-0.158453194
E_194,-0.211399757,0.225383807,-0.045030777,0.100307793,-0.227086265,-0.034112894,-0.411741671,-0.126955131,-0.426685441,-0.280944543,-0.25794427,0.591001741,0.268667464,-0.045868239,1.069625237,-0.345847763,1.72852284,-0.554335323,-0.875116815,-0.078270747
E_191,0.593179807,0.39303541,-0.224580541,3.003865591,0.556865572,-0.141397712,-0.604581455,-0.86818013,0.825233176,0.785365444,0.532519127,0.287721438,0.052663934,-1.143532027,0.366763047,1.160402173,0.019992786,1.280695674,-1.232846723,-0.092930504
E_185,0.368906573,-0.688983445,-0.033819445,1.219693939,0.248361256,-0.818679311,-0.593921811,-1.022528962,1.068321139,0.370949213,0.94420173,0.304664777,0.661890972,-0.890805781,0.870822131,0.421837166,0.087210719,0.875849744,-1.115035177,-0.13364992
E_178,-0.078521773,-1.083388965,0.560759807,0.009254514,-0.126992909,0.28951246,0.117253729,1.058743569,-0.154805019,-0.310199389,-0.226898487,0.098221965,-0.208631338,1.192931083,0.928076569,-0.659844575,1.889879731,-0.149852773,-0.726027505,-0.065326767
E_134,-0.460046928,-0.13342225,-0.119179636,-0.132833597,-0.374725894,-0.174560383,0.265213707,-0.295176563,-0.424587536,-0.473237929,-0.506220099,0.223008283,-0.734833454,-0.030703655,0.541556849,-0.288380755,0.534980658,-0.159070748,-1.334533786,-0.119376655
E_133,-0.385508046,-1.024088591,-0.22633443,-0.837165326,-0.276281348,-0.535579825,-0.529440248,-0.204930522,-1.107673987,-0.455178651,-0.82805737,-0.321834754,-0.930920178,0.169240524,-0.844794838,-0.55620192,0.150147488,-1.24035062,-0.757024708,-0.24101567
E_141,-0.215608633,-0.52946593,0.038553495,-0.476236848,-0.261292779,-0.786328078,-0.5962512,-0.294245378,-0.310889312,-0.093541746,0.120117723,-0.076696982,-0.441906495,-0.693281283,-0.383392766,2.287076388,0.744790465,-0.378841834,-0.945092191,-0.215976396
E_127,-0.432772499,0.12442153,-0.268079143,0.153840901,-0.413428155,-0.88686772,-0.242585508,-0.380404754,-0.66768836,-0.589902528,-0.562037374,0.06097244,-0.332697694,-0.84374286,-0.592783876,-0.560249284,1.571792526,-0.169294921,-1.640260154,-0.212464124
E_98,1.131630774,0.610394391,-0.40190841,1.973932474,1.082908655,2.151873643,-0.690714268,-0.776206856,1.614537359,1.233268574,0.723227056,0.855029613,0.365959448,0.576727529,-0.213361049,2.21768176,-0.914913737,1.821425297,0.381680433,-0.03054796
