,V1
1,-245.911805922989
2,-242.291396511578
3,-255.086292345795
4,-270.442817370647
5,-82.9827765153744
6,-92.4450116328993
7,-92.2012814508682
8,-10.0107528326841
9,-15.0196814969436
10,-27.0336082158826
11,-228.918858189381
12,-229.467855340894
13,-241.949038517103
14,269.573022314296
15,555.836577669927
16,440.146768129426
17,445.220627341809
18,222.680108259405
19,68.3040761279365
20,63.3101012884723
21,-31.3101047882333
22,258.113998450272
23,239.078511027951
24,238.215801218431
25,240.685752125602
26,276.499526046242
27,278.198445427358
28,263.024893310288
29,30.3958798241568
30,39.6979460829378
31,31.5850161360106
32,-11.2388284070639
33,-3.09662196710749
34,-8.61202117088823
35,593.16546178461
36,73.417728071893
37,56.2695328331886
38,-226.935149450094
39,-669.596712557337
40,-598.21345321401
41,-454.829541682488
42,-645.826163889951
43,-221.989118846476
44,-225.547376829049
45,-231.096131814398
46,-247.717710012203
47,-74.9324564925904
48,-85.6706032418922
49,-82.7661363073513
50,-14.0354665856529
51,-19.5575349148884
52,-28.9562259898551
53,-236.232619597562
54,-235.986002694233
55,-247.109418024456
56,276.001124227671
57,545.737000314257
58,471.79393270582
59,554.846575272416
60,275.745762440979
61,119.958130761933
62,-31.3623913416087
63,-261.123333030862
64,252.907723911381
65,230.897947969602
66,218.245801694817
67,221.023960330886
68,283.803457285386
69,283.573964853509
70,273.340613993397
71,52.4883233421301
72,59.5323416257262
73,52.4675610509153
74,-75.5073784949723
75,-66.1019379046714
76,-69.2492405991458
77,472.592496116456
78,208.885670771774
79,150.009107752358
80,-147.528966328706
81,-576.650980713428
82,-562.075341311823
83,-602.909997719303
84,-659.745127626283
85,-191.279906559459
86,-191.521668936385
87,-232.415508169472
88,-245.267914185347
89,-67.827334465961
90,-73.394858219861
91,-71.6301685814741
92,-18.3203702768622
93,-19.7138150821871
94,-26.7259812382622
95,-213.277436580543
96,-212.843739282918
97,-221.602653809193
98,272.18067585701
99,479.308746411376
100,395.148532301153
101,431.683184945563
102,278.525947615474
103,180.269640930279
104,67.1178388307228
105,-318.413211503656
106,278.179458455142
107,265.898983986343
108,266.254590150908
109,262.812053800508
110,298.521709922735
111,299.829875668536
112,285.462361725448
113,71.0360306868256
114,76.3571004632505
115,70.2692302115755
116,-107.772773126434
117,-99.2585549845602
118,-102.781678793935
119,589.387418025773
120,70.728235948973
121,64.2611397259773
122,-176.968730582869
123,-502.092764372628
124,-460.206438637423
125,-606.733356874838
126,-843.183891399312
127,-224.374881933934
128,-223.360499115784
129,-239.102604724708
130,-250.32854459244
131,-83.021910225195
132,-90.1870049503962
133,-88.3552691151769
134,36.9029248428787
135,32.6629729036843
136,26.2115149250354
137,-165.850520471008
138,-166.486845336444
139,-173.048985659753
140,161.133762366841
141,545.758178442145
142,444.401163794806
143,493.370781019824
144,207.192237464365
145,48.4130258887722
146,30.9921437203475
147,-322.921639243861
148,278.546392792621
149,265.05321212379
150,265.384373508804
151,265.918485251793
152,291.080440953648
153,293.132594431281
154,283.743708995625
155,39.7647626259677
156,46.6218015840088
157,39.408490896175
158,-136.874720539012
159,-127.667281461889
160,-131.040853357893
161,602.798525552796
162,141.120072015745
163,100.857528435763
164,-161.238059698616
165,-600.959124470924
166,-446.371405749986
167,-571.018551812969
168,-738.260392076734
169,-219.295854327667
170,-219.984376635316
171,-234.741694164661
172,-248.680840007863
173,-91.9277619019849
174,-102.052212850314
175,-99.5518721724999
176,22.8933635025769
177,18.8424639024868
178,12.7731964202041
179,-221.376810189782
180,-222.174844168332
181,-230.757160941841
182,237.560436691837
183,517.931905953071
184,422.759543781003
185,508.962244584285
186,310.057394099571
187,180.73026436021
188,53.4351305041225
189,-395.402516439106
190,262.477033659299
191,247.999152594533
192,239.188060209988
193,240.333500570588
194,281.580750596387
195,284.417473948707
196,274.188244580572
197,47.3624574843692
198,52.9578144343341
199,46.1893226214828
200,-73.8998910585871
201,-65.3141124722929
202,-69.1195605665402
203,534.168326252729
204,140.249658074742
205,79.9087805830419
206,-139.678699149901
207,-559.701410451359
208,-474.56438066534
209,-616.799011424162
210,-731.943509822587
211,-215.075952301228
212,-214.281633845469
213,-237.529944912322
214,-250.915083459275
215,-70.7435910684298
216,-79.5281093786654
217,-77.8095875240842
218,-9.99087779169141
219,-12.8689145045056
220,-18.4011350976728
221,-230.042979692384
222,-229.441610560913
223,-237.866491182013
224,265.365240180884
225,463.592397521244
226,401.893287469955
227,419.477646793743
228,278.445837517382
229,165.366547208776
230,42.0061433674301
231,-151.65118874076
232,302.51203130799
233,289.038635154841
234,288.419164267321
235,286.127801794546
236,313.274456331371
237,315.76106312978
238,305.722209219566
239,55.7152172968639
240,62.055532115077
241,58.2238884968221
242,-63.6665391162059
243,-56.8709732162995
244,-58.3696574299588
245,498.336805234323
246,53.5901777995182
247,29.9232704604304
248,-204.642738366836
249,-538.944853922323
250,-481.014766442878
251,-592.693608561427
252,-862.497115552522
253,-186.328985305332
254,-191.315999235156
255,-211.186091280291
256,-227.211266573861
257,-56.1750464705635
258,-64.8492261693482
259,-63.7127460794281
260,-22.859941188112
261,-24.6621396091143
262,-32.8224937681063
263,-237.161768842637
264,-235.468594107886
265,-245.392934442984
266,274.338777945422
267,489.027935032333
268,392.089538803127
269,457.954227257087
270,319.558947830857
271,131.492253304025
272,34.9826831832778
273,-300.297130283312
274,265.456205390834
275,249.576108580839
276,246.331956910316
277,246.476075165693
278,279.282735005518
279,282.358114742617
280,271.189234971344
281,72.3642857928533
282,78.4333653074303
283,73.0152865411729
284,-59.2499691228023
285,-49.9901478794615
286,-55.2599738876631
287,534.716006007217
288,105.470418527256
289,77.915483652431
290,-132.920952134643
291,-508.363992872595
292,-451.762056928829
293,-632.68217050615
294,-892.356013263371
295,-169.734818894534
296,-163.035076864559
297,-184.220174334313
298,-197.575564367419
299,-61.2769029317569
300,-72.7970781337166
301,-69.966112385322
302,-0.887018787483651
303,-6.47881692370412
304,-16.6726635096013
305,-236.385386208216
306,-233.578476383647
307,-245.088632534097
308,117.900686655471
309,542.993402802528
310,437.144050045032
311,484.094424924324
312,228.983951120874
313,63.8226519593372
314,-50.3372207052603
315,-166.905224543934
316,239.880653016588
317,224.597893278848
318,220.110021215577
319,222.698546317838
320,272.76230179568
321,273.800112328867
322,260.398644859018
323,61.3120381575239
324,70.5702481352313
325,61.7908672180778
326,-16.0415679631901
327,-6.47881962039234
328,-7.94739836749064
329,594.301501380794
330,132.785532063175
331,108.24649475662
332,-147.357099984743
333,-622.701695173387
334,-519.040258460786
335,-599.837822878864
336,-823.850192074989
337,-147.708271672407
338,-148.347654495151
339,-197.174212008846
340,-208.466582575347
341,-10.9753269334525
342,-20.1593473554946
343,-17.7177836067718
344,94.5706386699884
345,89.5328855293234
346,80.1965062140635
347,-220.829635729734
348,-216.293582225996
349,-228.701005591484
350,330.501377571636
351,360.292419171858
352,197.048895037335
353,246.069152926418
354,234.993356785726
355,149.890363695862
356,-51.648387016272
357,-315.073806391253
358,256.538870726561
359,246.122038083776
360,252.656795067406
361,252.142746955366
362,293.757266026749
363,297.457790378482
364,284.156614403705
365,6.21603742958957
366,13.5834409044109
367,5.95176512180519
368,-118.795503727723
369,-107.792599608458
370,-113.365697614696
371,565.513885336246
372,250.707535280759
373,44.2689471566767
374,21.2325386442733
375,-332.330292147102
376,-511.951768492502
377,-732.93235919436
378,-873.138050730968
379,-184.298832183334
380,-180.42177482955
381,-207.577623983532
382,-220.336835215433
383,-40.7894636012215
384,-51.4788638832392
385,-47.8510007063211
386,20.4147085343636
387,16.6794130554886
388,13.2255058385358
389,-241.244685917403
390,-239.106649081942
391,-251.743071566541
392,177.414607428778
393,446.087385649744
394,388.042121095164
395,450.045925495524
396,260.839633747813
397,167.321053623181
398,35.8124095244059
399,-311.033963024484
400,292.437745396494
401,280.549318892911
402,283.597981356692
403,285.629326487379
404,279.251578444773
405,279.25305963914
406,270.579825777562
407,43.0999146277674
408,48.5699166436252
409,41.2031413055691
410,-77.4667082257294
411,-66.8489652891168
412,-71.7698808096732
413,527.767105508633
414,135.004910384118
415,104.17033817741
416,-171.915067817088
417,-522.596959265626
418,-442.496425909638
419,-602.703323446289
420,-915.316831878917
421,-219.925778465068
422,-213.744007783854
423,-245.074219576739
424,-256.66606187018
425,-78.5632525541182
426,-91.4950299911878
427,-86.447060369188
428,5.76449814252651
429,0.734638484316076
430,-3.35875520552266
431,-207.135619778529
432,-206.452693303209
433,-214.399885991542
434,225.314047710053
435,540.023097509182
436,464.468354497612
437,517.084301787032
438,319.176136624787
439,216.710255396032
440,70.3444770555223
441,-536.357442317922
442,213.256018710643
443,204.716581887589
444,197.756312570644
445,192.551251370829
446,244.960578780298
447,245.946484820227
448,236.88661634544
449,56.3450083793512
450,63.8850892112871
451,56.6162955073273
452,-62.852198103716
453,-56.3840456397075
454,-59.13875132459
455,542.322280937527
456,153.911501695188
457,116.53110007731
458,-89.5623905452807
459,-552.734810810267
460,-457.689427926595
461,-590.406916014752
462,-656.916579928753
463,-163.30419125284
464,-149.411331717592
465,-190.44707947048
466,-212.165775558501
467,-75.9900427856396
468,-89.2397913116254
469,-82.3199025477416
470,46.6544204826918
471,39.2195515429541
472,30.808930691072
473,-242.767212376548
474,-239.575178275715
475,-257.907992453842
476,175.592317316821
477,556.574828391869
478,475.941285092927
