Indv_ID,1,2,4,5,6,7,9,10,11,12,13,14,15,16,19,20,22,23,24,26,27,28,29,30,31,32,33,36,37,39,41,42,44,47,48,49,50,51,52,55,56,57,58,59,60,61,62,63,64,65,67,68,69,71,72,73,74,76,80,82,83,84,85,86,89,91,92,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,112,114,115,116,117,118,119,120,121,122,123,125,126,127,128,130,131,132,134,135,136,137,138,139,140,141,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,164,165,166,167,169,172,173,174,175,176,177,178,179,180,181,183,184,185,187,189,193,194,196,197,198,200,208,209,210,213,214,215,217,218,219,221,222
ZLi7,-0.203343354,-0.247432354,0.189571646,0.287060646,1.955503646,-0.153341354,0.047248646,9.930307646,-0.367892354,0.435525646,0.135679646,-0.133447354,1.531041646,0.004809646,0.214683646,-0.209894354,0.189551646,0.713785646,0.238890646,1.475185646,0.902181646,0.872178646,0.124246646,0.029296646,-0.392640354,0.597040646,0.211102646,0.775218646,-0.069999354,1.870531646,1.340418646,2.932794646,-0.281661354,0.136179646,-0.208069354,-0.447445354,-0.461362354,-0.236583354,-0.174082354,0.175889646,0.679834646,-0.407863354,0.012744646,0.055937646,-0.195418354,0.237729646,-0.131890354,-0.198285354,4.238015646,-0.384360354,-0.500382354,0.238887646,-0.305562354,-0.072318354,-0.102691354,0.707172646,-0.576335354,-0.077377354,-0.423803354,-0.419644354,-0.455137354,0.029677646,-0.317746354,-0.311374354,-0.323754354,-0.341086354,-0.463585354,-0.288411354,-0.492404354,-0.390309354,-0.418711354,1.131630646,-0.448373354,-0.350770354,-0.202452354,-0.406068354,-0.493615354,-0.465109354,-0.243279354,-0.474261354,-0.389640354,-0.465089354,0.348066646,-0.327296354,-0.533422354,-0.330548354,-0.321582354,-0.252878354,-0.462016354,-0.475097354,-0.350026354,-0.262689354,-0.291546354,-0.010735354,-0.471651354,-0.530694354,-0.548169354,-0.432772354,-0.454008354,-0.731583354,-0.491139354,-0.452512354,-0.460047354,-0.393126354,-0.463406354,-0.497682354,-0.338911354,-0.284830354,-0.471684354,-0.215608354,-0.433410354,-0.416932354,-0.262964354,-0.552062354,-0.396664354,-0.429520354,-0.400155354,0.872292646,-0.253735354,-0.226360354,-0.521449354,-0.379140354,-0.119471354,-0.323830354,-0.458769354,-0.347726354,-0.477295354,1.106726646,-0.421034354,-0.743248354,-0.486142354,-0.219666354,-0.516740354,-0.382154354,-0.270915354,-0.497416354,-0.439321354,-0.305507354,-0.044457354,-0.810497354,-0.711505354,-0.078521354,-0.091050354,-0.118381354,0.171654646,0.062676646,-0.231764354,0.368906646,-0.020592354,-0.487088354,-0.258688354,-0.211399354,-0.355997354,-0.317275354,-0.424185354,-0.178259354,-0.451560354,-0.315638354,-0.363286354,-0.437062354,-0.622710354,-0.150727354,-0.191643354,-0.139678354,-0.462233354,-0.110372354,-0.502417354
ZB11,-0.052892101,-0.996062898,-0.942890572,0.271171021,-1.33348724,-0.917425486,-1.617901551,-1.099988522,1.150070392,-0.532184487,-1.087222006,-0.111308254,0.35121974,1.292882576,-1.116253374,1.754688847,2.189235217,-0.929544798,0.667255797,1.169083838,-0.168735675,0.59674234,0.489920294,1.426054644,-0.986296395,-0.329798267,-0.465670333,0.810085581,0.310577426,-1.30874592,-0.144589738,-1.367114194,0.212770646,1.954901683,1.411715855,1.545667463,-0.124028097,1.00716179,-0.018828234,0.883009817,-1.092230627,-0.36651646,-1.011855454,-0.223386946,0.987111525,-0.346610572,-0.150463509,0.628976405,0.470150981,-0.359713905,-2.081845645,-0.471245899,1.291713184,-0.405614874,1.657856304,-0.682985093,-0.041666597,1.724675155,-0.303946687,-0.701797868,-0.23327641,0.187486446,0.5782944,1.470887987,-0.55009746,-0.955534645,-1.065597755,-0.134530731,-0.981572961,-0.803779833,0.362621186,0.610394391,0.195221546,-0.106884424,0.11638586,3.407456208,-1.080192396,-0.969333556,0.734484256,-1.297957317,0.9517744,-0.218354359,1.349821396,3.046910193,0.821219154,-0.608989742,1.220892853,0.115728414,-0.797506277,0.230859869,1.040109651,-0.68031229,-0.410997594,0.014692479,-1.319521643,-0.753265286,0.334672042,0.12442153,-0.194621408,-0.763962454,-0.265264292,-0.678453327,-0.13342225,0.079577397,-0.496321151,-0.125697755,-1.401123506,-1.271513375,-1.046360129,-0.52946593,-0.099202221,-0.95091185,-0.61904113,-0.561544259,-0.571717711,-0.883295107,-0.232569105,1.573795406,1.288259916,-0.124422541,-0.702103887,-0.715760805,-0.16579956,-1.02698246,-1.085071346,-0.745055222,0.287573522,-0.92967011,-0.983801464,-1.198551683,-1.037688029,0.76944391,0.672249388,0.313130559,0.86465544,-0.59366539,-1.212426365,2.526989701,0.651538181,0.712033619,-0.991440695,-1.083388965,0.372209889,1.759247705,-0.626956449,1.806449826,-0.391060463,-0.688983445,-1.309801818,-0.519460317,-0.997290352,0.225383807,-2.035556442,1.451001459,1.935450702,0.008480863,-1.187000455,1.89326733,-0.050147074,-1.006816512,-0.22822527,0.489274689,2.032275202,0.329403316,1.279287509,-0.513312987,1.892360376
ZNa23,-0.40012162,-0.116439802,-0.018005323,-0.065216605,-0.367588762,-0.192284096,0.129835256,-0.185339459,-0.473472167,-0.040349026,-0.371637396,-0.230587692,-0.32679645,-0.366209421,-0.291047324,-0.119166846,-0.473478086,0.110250938,-0.123537809,-0.051600367,-0.401804009,-0.35146541,-0.023077818,-0.454964992,-0.046595014,-0.41001036,0.166253695,0.136995171,-0.406557047,0.13851372,-0.207293393,-0.035552165,-0.361765503,-0.12355653,0.119470287,-0.203959036,0.087154303,0.142058557,0.399717097,-0.291853419,-0.141008388,-0.343828921,-0.012753825,-0.07701854,0.060827054,-0.109950434,0.62707384,-0.166401578,-0.136000371,0.403736037,14.23125095,-0.414224888,-0.238091395,-0.21587751,-0.171979454,0.195442463,0.112376921,-0.374325305,-0.022008881,0.101881457,0.061745699,-0.214763119,-0.335159713,-0.018690347,-0.217037488,-0.06059434,-0.218846883,-0.434300427,-0.321088504,-0.137302628,-0.40190841,-0.069826373,-0.064660956,0.378311475,-0.157915344,-0.268544633,-0.161293813,0.291274279,-0.091297269,-0.057152773,0.023551009,-0.104287002,0.086849183,0.272899642,-0.204066707,0.084672073,-0.209044543,0.22874856,-0.04689646,0.023304947,0.385588363,-0.156720321,-0.012301464,-0.078141661,0.017330261,0.077613629,-0.268079143,-0.284337787,-0.293909001,-0.145248181,-0.301902544,-0.119179636,0.074765481,0.392541919,0.439670478,0.100861585,0.287282804,-0.029896983,0.038553495,0.020940021,-0.508536377,-0.227689416,-0.212390888,-0.24496195,-0.397859786,-0.434375177,0.327568344,-0.010018067,-0.106550099,-0.129311525,0.134129309,-0.182835804,0.238004775,0.525596444,0.327301888,0.038473751,-0.061524717,-0.433985936,-0.386040178,-0.056796876,0.101970014,-0.341361685,-0.014934488,0.249954053,-0.006932437,-0.028288006,0.185651562,0.548975588,-0.325218533,0.264801922,0.560759807,-0.07247864,-0.405798248,-0.383972299,-0.061713304,-0.050459882,-0.033819446,-0.22892756,0.08547518,0.019662558,-0.045030777,0.463727424,-0.06743142,-0.048924467,0.099544278,0.637123056,-0.211165156,-0.265255979,0.009002995,-0.369381803,-0.060905322,0.060154886,0.098798098,-0.315550003,0.064645025,-0.376611498,-0.508536377
ZMg26,-1.076708238,-1.524713179,-1.563450241,-0.200814951,1.794012137,-0.830648382,-0.331100337,0.118895022,0.254072814,0.298316183,-0.427915686,0.356649718,-0.118057367,1.452976135,-0.335477439,0.642413795,-0.053000538,-1.128812152,0.218107438,0.623768164,-1.382242909,-0.388387988,-0.932978797,0.277098083,-0.862595069,-0.424450183,-0.650202705,0.953925686,0.128382327,0.300096151,-0.67002278,0.083925777,-0.639722176,1.330924107,1.226407983,0.880496859,0.141790404,0.010536726,-0.954944928,0.667740496,-0.65290297,-0.782507983,1.338644188,0.65218551,1.086166591,-0.427878802,-0.420747433,-0.901487766,-0.930277114,-0.143687164,-2.613343074,-0.062421211,-0.333267055,-0.605308647,-0.548605097,1.577717927,0.369030417,2.472350911,-1.18872823,-1.166926837,0.604522557,-0.194027873,-0.282874544,0.764559212,-0.512114619,-0.114385603,-1.240269263,-0.961714674,-1.009730436,-0.202649301,-0.530722447,1.973932474,0.676286486,0.097261157,-0.346813268,0.936826585,-0.863117648,-1.111515186,0.922218828,-0.740129572,0.931174444,0.044806824,1.104073033,1.724874988,0.959624915,-0.117275661,0.238148493,1.775333051,-1.276050591,1.750384031,0.699118253,-1.044705004,-0.234517494,1.255645617,-1.300585758,-0.828924913,0.015814875,0.153840901,0.678392468,-0.795132559,0.43939236,0.020432117,-0.132833597,1.523262384,-0.684241902,-0.685108813,-0.57818037,-0.842937336,-0.985258478,-0.476236847,-0.486062301,-0.948858846,-0.891761233,-0.892247926,-0.179140468,-1.178240743,-0.58749552,1.133026962,0.395168094,0.084303499,-0.518700919,-1.147045392,-0.511552575,-1.45777583,-1.906651113,-1.07802549,0.805862308,-0.255548653,-0.80854266,-0.587959099,-0.833881331,0.902116517,-0.079854047,-0.367215934,-0.020433065,-0.953304273,-0.232217319,0.385740657,-0.265600303,-0.331726048,-0.842575528,0.009254514,-0.815504583,-0.044350504,-0.147260483,1.138422298,-0.61321967,1.219693939,0.173256325,-1.237761853,0.356708439,0.100307793,-1.705768394,2.752584357,1.966661181,2.107565917,-1.049497154,0.526220586,0.472937909,-0.859531596,0.395588885,-0.169529968,0.115886104,1.483963116,0.711966924,-0.64723938,0.434728942
ZAl26,-0.339460573,-0.120256793,0.124484858,0.28458988,2.482158909,-0.088171351,0.069546172,9.865237398,-0.456899248,0.400781426,0.102018099,-0.194764463,1.435440493,-0.016085627,0.271697656,-0.201735093,0.058524407,1.306118382,0.183275837,1.145989982,0.894789851,0.885692751,-0.08798472,-0.089127727,-0.435885256,0.52154093,0.175970491,0.409727834,-0.104100485,1.316808244,1.189735937,2.992959519,-0.447225395,0.5923321,-0.26725395,-0.471532725,-0.403715303,-0.337819916,-0.265997732,-0.008052178,0.729227125,-0.333479135,0.044884881,0.048474664,-0.391614522,-0.003892263,-0.187126938,-0.207121657,4.535109612,-0.327211542,-0.556681603,0.693063874,-0.356567396,-0.135915891,-0.06171387,0.801768293,-0.303228093,-0.142057266,-0.434783545,-0.412315418,-0.048382096,0.075016301,-0.123872555,-0.238868848,-0.403067853,-0.233516945,-0.444607549,-0.275187394,-0.413429509,-0.377396095,-0.341937104,1.082908655,-0.466693495,-0.394768833,-0.292760967,-0.363581797,-0.508451146,-0.445453432,-0.38094614,-0.450884863,-0.363202644,-0.426046465,0.353027312,-0.363865743,-0.299066786,-0.342862959,-0.207409012,-0.271309498,-0.408627033,-0.424740698,-0.342753879,-0.443776661,-0.30877477,0.085874428,-0.481485657,-0.497018173,-0.431513113,-0.413428155,-0.380190978,-0.413825657,-0.428876713,-0.489965891,-0.374725894,-0.414773343,-0.478516533,-0.445088651,-0.016156191,-0.228673234,-0.300039358,-0.261292779,-0.496359319,-0.325854231,-0.261596907,-0.473636231,-0.409066685,-0.426751234,-0.466739801,-0.387824429,-0.32605454,-0.153828422,-0.488527935,-0.423685827,-0.083356598,-0.285970249,-0.423237389,-0.448380232,-0.467945772,1.057659759,-0.398384465,-0.405717137,-0.448043446,-0.299053953,-0.49626666,-0.392014666,-0.370584323,-0.462962802,-0.424169277,-0.23553644,-0.200412684,-0.473710179,-0.414992438,-0.126992909,-0.161253921,-0.246897789,0.109508567,-0.418953979,-0.398906808,0.248361256,-0.12929009,-0.426610689,-0.236043528,-0.227086265,-0.465628185,-0.273568778,-0.380262781,-0.135368883,-0.599440462,-0.278905331,-0.418197014,-0.461141261,-0.396794722,-0.241771703,-0.331842386,0.310709806,-0.40730343,-0.115294908,-0.423502306
ZP31,-1.440502575,-0.197744966,-0.033290477,-0.021847212,-0.815924154,-1.029971154,-0.602152944,0.18959051,1.332205123,0.101931773,-1.026293728,-1.59705104,-1.164274509,-0.442967455,-0.982749668,-0.501309048,-0.196007205,-1.63937127,0.693451298,1.185455091,-0.554848401,-0.584546039,0.122469975,2.98745032,-0.887886749,1.443876305,-0.768919816,1.024448601,-0.807015681,-0.337242107,-0.828221111,-0.262969111,0.486569271,0.842353636,0.310750066,-0.496228125,0.323301138,0.184520457,0.415150447,0.431706224,-1.076952256,0.27850854,-0.509412811,-0.408448526,-0.192396768,-0.27104938,-0.685177264,2.629974508,-0.754549005,1.143899347,-4.07045802,1.812690695,-0.951534339,-0.636425584,-0.560364281,-0.977622954,-0.478098476,-0.194149804,0.819463448,0.01241502,-0.018185341,-0.059294663,0.654386679,-1.080281852,0.022734205,1.396637276,1.226377174,1.451933509,-0.313259868,0.621002722,-0.722304273,2.151873643,1.428586937,-0.874917902,0.46046486,0.398953713,1.572436505,0.552020973,0.940365169,1.556477408,1.098388988,2.00558737,-0.21544661,0.712321764,1.183999695,-0.507747041,1.186295904,0.422006901,0.803336599,1.886417559,0.643899673,0.491920908,-0.533961901,-0.534254273,0.05529632,1.092966502,1.877193509,-0.88686772,-0.520901759,-0.927268018,-0.287209371,0.561866962,-0.174560383,1.00566703,0.315138018,0.446201828,0.734245665,-0.767448449,-1.184855901,-0.786328077,-0.493141425,-1.226848243,-2.038396337,0.641363453,-0.379729209,-0.966927757,-1.113260726,1.212703394,0.039007461,-0.950898279,-0.094153329,-0.448327841,-0.898351765,0.527242642,0.626272643,0.042109865,1.587519654,-1.414640085,-1.052357214,-1.312718896,-0.428201461,-0.549880077,1.030070809,0.291405832,1.179920204,-0.409401106,-0.82979867,-0.6432362,1.30859696,0.2411582,1.394147735,0.289512461,-1.028480884,-1.353584342,-1.279810316,-0.018980133,0.582101478,-0.818679311,-0.970113599,1.200329472,-0.446870081,-0.034112893,0.063675176,-1.394400288,-0.452121967,-0.619109292,2.137350313,-0.617181448,-0.39842347,0.361107492,1.178014697,-0.536951415,0.746320248,3.821616152,0.079214695,0.215260689,-0.394986056
ZS34,-0.496516368,0.839422844,-0.836388565,-0.679629665,-0.663916197,-0.315363179,0.271286099,-1.900719912,2.581120948,-0.090923516,0.597682946,-1.159612964,-0.362327708,1.060414774,0.437336312,-0.793398674,0.763354242,0.874691612,0.282328946,-0.161146998,-0.659261494,1.273590543,1.436011799,1.586504672,-0.512034068,-0.083852385,-0.564613821,0.181556292,-0.667238751,0.163433813,-0.26048249,-0.94163795,2.077322455,2.408406259,1.156136121,-0.318638591,-0.314515601,1.26923588,-0.74729553,-0.407221342,0.508459174,0.435816799,-0.030680813,-0.060374651,1.73809128,1.79681822,0.391783539,2.016144677,-0.542961073,-0.319147364,-3.263471761,2.994772621,-0.319105375,0.63147814,-0.131523943,-0.864407395,1.490024704,0.362635403,-0.209706758,0.064882737,2.119943938,0.059010711,0.543415417,-0.777461222,-0.257915915,-0.16846405,-0.464209831,0.585933514,-1.138593301,-0.626754138,-0.120891741,-0.690714267,-0.459436559,-2.149069425,-0.959385551,0.736387219,0.602654909,-0.622055622,0.356188519,0.913304392,0.762207693,1.439417498,0.752214846,-1.103339276,4.179634768,0.016272557,-0.54878465,-0.38059321,1.855444203,0.998727479,0.676268799,0.159989838,-1.062091719,-0.951107437,0.247223967,0.001384108,0.069598165,-0.242585507,0.148937435,0.492825848,0.477288203,0.654979548,0.265213708,-0.394617605,-0.237243993,-0.624312672,-0.070556924,-1.014590142,-1.428969699,-0.5962512,-0.800364448,-0.769773034,-2.28264619,0.114123403,-1.313884618,-0.737072904,-0.0556545,0.0137571,-0.104491788,-1.219283152,-0.30186182,-0.85490615,-1.270379032,-1.330562285,-0.010876731,-0.296420843,1.115644579,-1.552739605,-0.904935481,-0.052930737,-1.818471313,-0.143119656,-0.109482143,-0.58912902,0.248587411,-1.6636119,-0.572933044,1.388950413,0.459102593,1.653731926,1.48219945,0.11725373,-0.01252594,-1.132815414,-0.360511776,0.607211053,0.472551883,-0.593921811,-1.147029486,0.404694352,-1.046220394,-0.411741671,1.922483729,0.547193572,0.392799855,-0.865353376,2.056438027,-1.151841627,-0.364546436,0.218298383,0.526641262,-0.28041648,0.814122031,2.31186728,0.468528837,0.193452138,0.321680632
ZK39,-1.042335473,-0.397475455,0.148676927,-0.110499004,-0.056406506,-0.909238578,-0.821890027,0.261892685,0.260892306,-0.868524383,-0.837775653,-1.364859202,-0.677299794,-0.897502718,-0.410962754,-1.162967065,-0.46498563,-0.02060385,-0.373733082,-0.133403889,-0.698976948,-0.761452909,-0.647244293,1.179345318,-1.00159719,0.309485419,-1.085621496,-0.005759873,-0.451557973,-0.675272304,-0.849184079,0.012129155,1.418127214,0.33067329,0.683335622,-0.467044294,-0.34610521,-0.125890134,1.558919021,-0.016001628,-0.092165261,0.22907468,-1.468502831,-0.577286509,-0.545538303,-0.573509585,-0.44528804,2.169915212,-1.400514783,0.897788475,-1.772089149,1.854138875,-0.788923509,-0.699545178,-0.490878673,-1.005361647,1.95469173,-0.512763879,-0.089085392,0.224195469,1.818095579,-0.995824219,-0.130565449,-1.197326897,-0.024323792,0.490699635,2.051657388,0.356714367,-0.315283693,0.175449593,-0.896836812,-0.776206856,1.394886584,-0.950851273,0.828153227,-0.713926499,2.810447819,1.055994228,0.635515524,2.926693242,-0.066383342,0.715916679,-1.142908487,-0.775578715,2.069459285,-0.246701118,0.640149134,-0.106172614,0.399194114,-0.579934017,-0.590937209,1.03128822,-0.448822828,-0.5247082,0.094653604,1.353286803,3.234129852,-0.380404754,-0.8533659,0.623521933,-0.261821998,0.475224627,-0.295176563,-0.173784934,0.515616213,-0.133840289,1.781467323,-0.256297873,-0.794930231,-0.294245378,0.073248836,-0.917648522,-0.894946944,0.501058315,1.009978258,-0.526877329,-0.935338614,0.999461657,0.077618244,-0.291235452,-0.106320518,0.095744877,-0.294127099,0.712597758,0.16764303,0.272502969,3.262562692,-0.754670085,-0.473221364,0.300535486,0.029109906,-0.502481265,0.952098592,-0.28605545,0.703628411,0.154900304,-0.624409587,-0.492482571,0.156231258,0.872111132,3.306604941,1.058743568,-0.543308323,-1.090671296,-1.567192726,-0.351219509,0.64685401,-1.022528963,0.598188299,1.274317645,0.277719466,-0.126955131,2.276012004,-1.422363986,0.061252604,-1.136064374,3.095264884,-1.183138947,-0.84619254,0.512328196,1.546353559,-0.237180242,-0.711374361,1.631641488,-0.502251191,0.719264468,-0.167958429
ZCa44,-0.263837125,-0.786417635,-0.590447485,1.006298798,-0.246943556,0.043872204,-0.031965325,0.181257286,0.406749777,1.003165546,0.277318228,0.587466983,1.636181084,1.927250526,0.23687077,1.064138307,1.626959524,-0.77087388,0.328840733,1.680339812,0.861174358,1.78072003,0.752432281,0.759246648,0.197511078,0.572024463,0.287134174,1.516672667,-0.149155838,0.267826355,0.199414349,-0.301802125,-1.002624726,1.464132087,0.608425145,-0.368347215,-0.091269919,0.569478929,-1.214067564,0.905713091,-0.611796272,-0.354563495,1.707071497,0.387008251,1.132231409,0.882851028,0.222334091,-0.90820966,1.002853605,-0.684188344,-2.4052177,-0.311464384,0.905558392,1.026322511,1.267071053,0.840337186,-1.000507054,1.443466365,-0.506076984,-1.5196714,-0.694700984,0.550321198,0.742812112,1.411277464,-0.255658755,-0.015088892,-1.426547981,-0.06264514,0.058753279,-0.607808427,0.589055182,1.614537359,-0.470337153,-0.471248577,-0.801981524,1.458927731,-1.630696491,-1.19562943,0.146262005,-1.485520424,0.519556519,-0.357193281,1.770784066,0.898618193,-0.081360183,-0.243140945,0.680058965,0.943409104,-1.385123992,0.428405768,1.233486278,-1.104840866,-0.045548803,0.107741818,-1.475959454,-1.443220556,-0.76148637,-0.66768836,-0.046442231,-1.185498175,-0.578532092,-0.749097188,-0.424587536,1.035096258,-1.409486437,-1.578823349,-1.198407574,-0.727977299,-0.558402685,-0.310889312,-1.29606218,-0.486263235,-0.460187113,-0.574254313,-0.889139704,-0.62071461,-0.716554762,0.160404666,-0.220851259,-0.149112885,-1.049182969,-1.356875028,-0.064979322,-1.780361809,-1.433714995,-1.285949058,-0.731384575,-0.372883453,-0.300708361,-1.724648028,-0.938836877,0.162949352,-0.010850544,-0.493922748,-0.667317146,-1.192810594,-0.76452172,1.729259007,-0.359984498,-0.724307453,-1.356255306,-0.154805019,0.016787121,0.257817073,1.313304853,0.289231873,-0.1718107,1.068321139,-0.582617128,-1.860901559,-0.398419538,-0.426685442,-1.665027686,2.018449242,1.097392715,0.619949331,-1.340146851,2.135336978,1.183935211,-0.625919049,-0.206879136,0.690586405,1.484673796,0.332449284,1.302183929,0.040343597,0.719270348
