Indv_ID,ZLi7,ZB11,ZNa23,ZMg26,ZAl26,ZP31,ZS34,ZK39,ZCa44,ZFe54,ZMn55,ZCo59,ZNi60,ZCu63,ZZn66,ZAs75,ZRb85,ZSr88,ZMo98
68,0.238887646,-0.471245899,-0.414224888,-0.062421211,0.693063874,1.812690695,2.994772621,1.854138875,-0.311464384,0.470319707,1.795406587,1.463871841,1.081841714,0.737217896,2.220362769,0.580606652,-0.565930866,0.375992768,0.794211489
69,-0.305562354,1.291713184,-0.238091395,-0.333267055,-0.356567396,-0.951534339,-0.319105375,-0.788923509,0.905558392,-0.313671035,-0.290426865,0.03795166,0.259591283,0.055001097,2.117169741,-0.524824013,-1.181530338,0.574765247,0.339307987
71,-0.072318354,-0.405614874,-0.21587751,-0.605308647,-0.135915891,-0.636425584,0.63147814,-0.699545178,1.026322511,-0.012269671,0.122812959,-0.563824282,1.638732247,0.326344436,-0.727529239,0.166505051,-1.051403695,0.684201523,-0.200848587
72,-0.102691354,1.657856304,-0.171979454,-0.548605097,-0.06171387,-0.560364281,-0.131523943,-0.490878673,1.267071053,0.313627303,1.223713186,0.291209018,0.411779651,0.371036346,1.264807609,0.797582449,-0.910181894,0.481713314,-0.393617303
73,0.707172646,-0.682985093,0.195442463,1.577717927,0.801768293,-0.977622954,-0.864407395,-1.005361647,0.840337186,0.785946762,0.104726656,0.290062533,0.691916519,-1.342280579,0.843756149,2.953165652,-0.729559611,0.485295059,-0.778684043
74,-0.576335354,-0.041666597,0.112376921,0.369030417,-0.303228093,-0.478098476,1.490024704,1.95469173,-1.000507054,-0.440937844,-0.624053545,-0.147741423,-0.214717437,-0.045829997,-0.382395569,0.152383643,0.002538252,0.197534924,-0.798185159
76,-0.077377354,1.724675155,-0.374325305,2.472350911,-0.142057266,-0.194149804,0.362635403,-0.512763879,1.443466365,0.117482237,0.392792133,-0.02104602,0.03382187,-0.794611059,-0.136513244,-0.12912651,0.247724531,1.658563654,-1.17114528
80,-0.423803354,-0.303946687,-0.022008881,-1.18872823,-0.434783545,0.819463448,-0.209706758,-0.089085392,-0.506076984,-0.399839402,-0.761828643,-0.205830333,-0.664913359,-0.092371401,0.619794494,-0.167105407,-0.572016573,-0.592940216,1.122244296
82,-0.419644354,-0.701797868,0.101881457,-1.166926837,-0.412315418,0.01241502,0.064882737,0.224195469,-1.5196714,-0.410721258,-0.807565437,-0.583103391,-0.904889265,0.970286564,-0.668983299,-0.362542832,0.180157848,-1.501945968,0.152262543
83,-0.455137354,-0.23327641,0.061745699,0.604522557,-0.048382096,-0.018185341,2.119943938,1.818095579,-0.694700984,-0.27984778,-0.417333556,0.028658175,0.014862456,0.704612253,0.562226787,-0.344568087,0.620227935,0.022681563,-0.191941004
84,0.029677646,0.187486446,-0.214763119,-0.194027873,0.075016301,-0.059294663,0.059010711,-0.995824219,0.550321198,0.009424418,5.06423404,1.41951809,1.686207287,-0.4875718,0.344487561,-0.155604072,-0.612778234,-0.106134728,-0.550520636
85,-0.317746354,0.5782944,-0.335159713,-0.282874544,-0.123872555,0.654386679,0.543415417,-0.130565449,0.742812112,-0.003973194,-0.485272686,-1.030615242,0.05922041,1.27154724,-0.582414152,-0.496654393,0.429654427,0.492376056,0.43846446
86,-0.311374354,1.470887987,-0.018690347,0.764559212,-0.238868848,-1.080281852,-0.777461222,-1.197326897,1.411277464,-0.346104488,-0.089391138,-0.660748085,-0.417011288,-1.113360191,0.255632819,0.168199971,-1.098011876,1.045017989,0.802021984
89,-0.323754354,-0.55009746,-0.217037488,-0.512114619,-0.403067853,0.022734205,-0.257915915,-0.024323792,-0.255658755,-0.632958753,-0.902381652,2.004914602,0.082452672,-0.188982025,5.17311005,-0.723741035,-0.196412025,-0.336510207,-0.42446145
91,-0.341086354,-0.955534645,-0.06059434,-0.114385603,-0.233516945,1.396637276,-0.16846405,0.490699635,-0.015088892,-0.208059033,-0.067243419,-0.502662605,-1.226968344,0.952733969,-0.262683062,-0.165695494,-0.59761748,0.241016109,0.871186465
92,-0.463585354,-1.065597755,-0.218846883,-1.240269263,-0.444607549,1.226377174,-0.464209831,2.051657388,-1.426547981,-0.66471953,-0.684925752,-1.052735719,-1.023583735,1.25025359,0.074806769,-0.888575433,-0.062823185,-1.44957016,-0.434368022
94,-0.288411354,-0.134530731,-0.434300427,-0.961714674,-0.275187394,1.451933509,0.585933514,0.356714367,-0.06264514,-0.276167848,-0.034219718,-0.783526761,0.665307673,2.42448608,0.920398626,-0.631528361,-0.78186818,-0.507652207,1.251076659
95,-0.492404354,-0.981572961,-0.321088504,-1.009730436,-0.413429509,-0.313259868,-1.138593301,-0.315283693,0.058753279,-0.437550157,-0.292525006,-1.229277029,-1.173766491,0.454424673,-1.003536817,-0.642643482,-0.584997566,-0.051964544,-0.109896543
96,-0.390309354,-0.803779833,-0.137302628,-0.202649301,-0.377396095,0.621002722,-0.626754138,0.175449593,-0.607808427,-0.526846501,-0.732133712,-0.719262457,-0.861210004,0.429631128,0.985975525,2.398956479,-0.214498431,-0.569472553,0.11429633
97,-0.418711354,0.362621186,-0.40190841,-0.530722447,-0.341937104,-0.722304273,-0.120891741,-0.896836812,0.589055182,-0.15464317,0.27743342,-0.849423258,-0.461064624,-0.333637728,-0.297133184,5.259666094,-0.736654205,0.271830378,0.010748438
98,1.131630646,0.610394391,-0.069826373,1.973932474,1.082908655,2.151873643,-0.690714267,-0.776206856,1.614537359,1.233268574,0.723227056,0.755827901,0.365959448,0.576727528,-0.213361048,2.217681761,-0.914913737,1.821425297,0.381680432
99,-0.448373354,0.195221546,-0.064660956,0.676286486,-0.466693495,1.428586937,-0.459436559,1.394886584,-0.470337153,-0.606438209,-0.795767272,-0.184339551,-0.671565493,-0.388776224,-0.316167721,-0.30795903,0.453335508,0.352637135,-0.91508657
100,-0.350770354,-0.106884424,0.378311475,0.097261157,-0.394768833,-0.874917902,-2.149069425,-0.950851273,-0.471248577,-0.461296784,-0.701767616,-0.106406262,-0.286464188,-0.440766296,0.764975636,-0.133143819,0.166034376,-0.565758273,-0.984612248
101,-0.202452354,0.11638586,-0.157915344,-0.346813268,-0.292760967,0.46046486,-0.959385551,0.828153227,-0.801981524,-0.235278299,-0.966241449,-0.568219951,-0.663644985,0.203890794,1.486788577,-0.258650949,2.069799947,-0.726774477,-0.53339357
102,-0.406068354,3.407456208,-0.268544633,0.936826585,-0.363581797,0.398953713,0.736387219,-0.713926499,1.458927731,-0.192149096,-0.076071923,-1.011737711,-0.214838998,1.17823165,-0.545148054,-0.305125098,-0.269373435,1.230760035,-0.536475816
103,-0.493615354,-1.080192396,-0.161293813,-0.863117648,-0.508451146,1.572436505,0.602654909,2.810447819,-1.630696491,-0.849456195,-1.04787228,-1.217656551,-1.29715191,0.635738836,-0.765568025,-0.90831952,0.852830414,-1.721453743,0.033117392
104,-0.465109354,-0.969333556,0.291274279,-1.111515186,-0.445453432,0.552020973,-0.622055622,1.055994228,-1.19562943,-0.736703137,-1.101517275,0.393135323,-0.396827202,0.338234688,1.487340286,-0.903765724,1.919737235,-0.580851854,-1.120985303
105,-0.243279354,0.734484256,-0.091297269,0.922218828,-0.38094614,0.940365169,0.356188519,0.635515524,0.146262005,-0.452572832,-0.668898205,-0.336016643,-0.263986795,1.846627354,-0.169473209,-0.747394684,0.580572251,0.740849874,-0.439607193
106,-0.474261354,-1.297957317,-0.057152773,-0.740129572,-0.450884863,1.556477408,0.913304392,2.926693242,-1.485520424,-0.741850617,-1.066202536,-0.270354487,-0.712195584,1.604053162,0.182514506,-0.934612869,1.338984387,-1.032411568,-0.252135189
107,-0.389640354,0.9517744,0.023551009,0.931174444,-0.363202644,1.098388988,0.762207693,-0.066383342,0.519556519,-0.241787741,-0.529946886,-0.748267494,-0.344273552,0.560202174,-0.19633032,-0.589734768,-0.341626908,0.859865265,-0.84151531
108,-0.465089354,-0.218354359,-0.104287002,0.044806824,-0.426046465,2.00558737,1.439417498,0.715916679,-0.357193281,-0.35651319,-0.658072547,-0.584475346,-0.676720816,1.189228936,0.673169933,-0.70146111,0.764570299,-0.147672063,-0.275283923
109,0.348066646,1.349821396,0.086849183,1.104073033,0.353027312,-0.21544661,0.752214846,-1.142908487,1.770784066,0.645513001,1.647212448,-0.320748994,0.460360972,0.139349111,-0.69527326,-0.23065634,-0.960187878,1.484591592,-1.3827631
110,-0.327296354,3.046910193,0.272899642,1.724874988,-0.363865743,0.712321764,-1.103339276,-0.775578715,0.898618193,-0.366590575,-0.326851588,-0.065494659,0.167946738,-0.278896164,0.297566603,-0.061618376,-0.613007234,1.372297851,-0.197937408
112,-0.533422354,0.821219154,-0.204066707,0.959624915,-0.299066786,1.183999695,4.179634768,2.069459285,-0.081360183,-0.146210507,-0.697503663,-0.387057393,-0.276261496,2.33529999,0.964898821,-0.289126602,0.022086961,1.055594799,0.396910558
114,-0.330548354,-0.608989742,0.084672073,-0.117275661,-0.342862959,-0.507747041,0.016272557,-0.246701118,-0.243140945,0.759569016,-0.526305793,-1.127407564,-0.649476937,-0.27935619,-0.829756261,-0.182939318,-0.451578957,-0.340489727,-0.458394439
115,-0.321582354,1.220892853,-0.209044543,0.238148493,-0.207409012,1.186295904,-0.54878465,0.640149134,0.680058965,-0.290437841,-0.324675466,-0.060053352,-0.288177769,1.512518723,-0.396956245,0.144417926,-0.111000751,0.950623707,0.364424853
116,-0.252878354,0.115728414,0.22874856,1.775333051,-0.271309498,0.422006901,-0.38059321,-0.106172614,0.943409104,-0.321011545,-0.408614126,-0.153400105,-0.382018448,0.478890132,1.891810954,-0.470464292,-0.581629493,0.87085547,0.481679222
117,-0.462016354,-0.797506277,-0.04689646,-1.276050591,-0.408627033,0.803336599,1.855444203,0.399194114,-1.385123992,-0.489888979,-0.728435433,-1.019242199,-1.018616132,0.047934161,-0.222912813,-0.724958761,0.394360723,-1.433407861,0.414889472
118,-0.475097354,0.230859869,0.023304947,1.750384031,-0.424740698,1.886417559,0.998727479,-0.579934017,0.428405768,-0.408832795,-0.844688594,-0.729747007,-1.092913175,0.073975686,0.048483827,-0.257664869,-0.236476371,0.815436379,-0.356723899
119,-0.350026354,1.040109651,0.385588363,0.699118253,-0.342753879,0.643899673,0.676268799,-0.590937209,1.233486278,-0.053760712,0.842476291,-0.887018279,-0.576034271,0.358229419,-0.439481741,2.513811779,-0.442184903,1.391590164,-0.589327677
120,-0.262689354,-0.68031229,-0.156720321,-1.044705004,-0.443776661,0.491920908,0.159989838,1.03128822,-1.104840866,-0.502235525,-1.000747212,-0.561815062,-0.839383211,0.073983331,-0.4773344,0.273481322,0.729479259,-1.129613195,-0.165890732
121,-0.291546354,-0.410997594,-0.012301464,-0.234517494,-0.30877477,-0.533961901,-1.062091719,-0.448822828,-0.045548803,-0.312729519,-0.692610552,-0.655501568,-0.672524544,-0.531138232,0.214588621,-0.343847797,-0.536827406,-0.20815014,-0.447910159
122,-0.010735354,0.014692479,-0.078141661,1.255645617,0.085874428,-0.534254273,-0.951107437,-0.5247082,0.107741818,0.039087808,1.199003162,0.017046891,0.287161078,-1.048371526,-0.336336596,0.169469424,-0.542265559,0.244496972,-0.992736281
123,-0.471651354,-1.319521643,0.017330261,-1.300585758,-0.481485657,0.05529632,0.247223967,0.094653604,-1.475959454,-0.673558652,-1.099810117,-0.796403333,-0.840191617,-0.661844129,-0.324274163,-1.01936912,0.210754769,-1.589883497,0.152451359
125,-0.530694354,-0.753265286,0.077613629,-0.828924913,-0.497018173,1.092966502,0.001384108,1.353286803,-1.443220556,-0.742840166,-1.117110928,-0.575889216,-1.420403213,1.908566058,-0.162435559,-0.787371093,1.079369548,-0.972912749,0.419001623
126,-0.548169354,0.334672042,-0.268079143,0.015814875,-0.431513113,1.877193509,0.069598165,3.234129852,-0.76148637,-0.6390421,-0.883359756,-0.556017902,-0.788578996,3.642015779,-0.350888616,-0.928274807,3.200485615,-0.304061946,-0.340221587
127,-0.432772354,0.12442153,-0.284337787,0.153840901,-0.413428155,-0.88686772,-0.242585507,-0.380404754,-0.66768836,-0.589902527,-0.562037374,-0.038229271,-0.332697694,-0.843742861,-0.592783875,-0.560249284,1.571792526,-0.169294922,-1.640260155
128,-0.454008354,-0.194621408,-0.293909001,0.678392468,-0.380190978,-0.520901759,0.148937435,-0.8533659,-0.046442231,-0.340580006,-0.802252319,-1.143140782,-0.509104136,-0.791624614,-0.785513768,-0.37387999,-0.498171024,-0.119551689,-0.617541228
130,-0.731583354,-0.763962454,-0.145248181,-0.795132559,-0.413825657,-0.927268018,0.492825848,0.623521933,-1.185498175,-0.490014069,-0.606568429,-0.314105554,-0.60053069,-0.949033434,0.019715893,-0.365574062,0.638765216,-0.859280582,-1.026124626
131,-0.491139354,-0.265264292,-0.301902544,0.43939236,-0.428876713,-0.287209371,0.477288203,-0.261821998,-0.578532092,-0.455919238,-0.550292001,-0.257387361,-0.290894294,-0.363625685,-0.989182672,-0.720802628,1.451809166,-0.447508631,-1.356392716
132,-0.452512354,-0.678453327,-0.119179636,0.020432117,-0.489965891,0.561866962,0.654979548,0.475224627,-0.749097188,-0.691768646,-0.728791229,-0.443909775,-0.55824468,0.039498639,-0.341162971,-0.405999655,0.719981876,-0.667744863,-0.797343937
134,-0.460047354,-0.13342225,0.074765481,-0.132833597,-0.374725894,-0.174560383,0.265213708,-0.295176563,-0.424587536,-0.473237929,-0.506220099,0.123806571,-0.734833454,-0.030703655,0.541556849,-0.288380755,0.534980658,-0.159070749,-1.334533786
135,-0.393126354,0.079577397,0.392541919,1.523262384,-0.414773343,1.00566703,-0.394617605,-0.173784934,1.035096258,-0.487982671,-0.27632613,-0.529369471,-0.074394378,0.257383989,0.996073135,-0.669082403,0.06011288,1.202971186,-0.356674465
136,-0.463406354,-0.496321151,0.439670478,-0.684241902,-0.478516533,0.315138018,-0.237243993,0.515616213,-1.409486437,-0.649500718,-0.865186153,-0.055696458,-0.611274099,0.967499479,0.040463614,-0.882586782,1.788355736,-1.258705001,-0.999517265
137,-0.497682354,-0.125697755,0.100861585,-0.685108813,-0.445088651,0.446201828,-0.624312672,-0.133840289,-1.578823349,-0.717807373,-0.766138281,0.345835517,-0.765508358,0.371942649,-0.696116896,-0.866961618,2.867010833,-1.475710916,-0.235780389
138,-0.338911354,-1.401123506,0.287282804,-0.57818037,-0.016156191,0.734245665,-0.070556924,1.781467323,-1.198407574,-0.413634743,-0.261400441,-0.466851565,-0.682903749,-0.488906871,0.087196046,-0.337665119,0.065810004,-0.334683195,1.564843445
139,-0.284830354,-1.271513375,-0.029896983,-0.842937336,-0.228673234,-0.767448449,-1.014590142,-0.256297873,-0.727977299,-0.045643379,-0.360315204,-0.441949129,-0.275408811,-0.951636887,0.048938776,-0.635966231,0.026030977,-1.155740928,0.413644347
140,-0.471684354,-1.046360129,0.038553495,-0.985258478,-0.300039358,-1.184855901,-1.428969699,-0.794930231,-0.558402685,-0.625992695,-0.6371398,-0.94714743,-0.740999719,-1.138866745,-0.194138252,-0.429137467,-0.802356439,-0.547025272,-0.000147195
