,MO_ID,E_ID,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42
0,MO-305.jpg,E8,7667.5,11389.5,7627.5,11277.5,7727.5,11313.5,7787.5,11329.5,7059.5,11145.5,7103.5,11153.5,7111.5,11101.5,7235.5,10389.5,7251.5,10437.5,7287.5,10417.5,8175.5,10245.5,8151.5,10301.5,8191.5,10301.5,5743.5,11537.5,5407.5,9817.5,5735.5,9785.5,5807.5,9081.5,6839.5,7897.5,7335.5,8289.5,7967.5,8033.5,9399.5,7577.5
0,MO-306.jpg,E11,8450.5,11325.5,8394.5,11233.5,8496.5,11235.5,8566.5,11243.5,8024.5,11253.5,8076.5,11263.5,8068.5,11221.5,7906.5,10435.5,7938.5,10483.5,7960.5,10451.5,8751.5,9948.5,8742.5,10017.5,8790.5,10002.5,6662.5,12195.5,5886.5,10387.5,6222.5,10427.5,6206.5,9475.5,7022.5,8135.5,7486.5,8503.5,7942.5,8063.5,8774.5,7319.5
0,MO-307.jpg,E12,8695.5,11132.5,8635.5,11040.5,8711.5,10976.5,8823.5,10972.5,7971.5,11420.5,8035.5,11404.5,7983.5,11356.5,7395.5,10268.5,7451.5,10312.5,7467.5,10260.5,8591.5,9180.5,8599.5,9280.5,8679.5,9252.5,6567.5,13820.5,4251.5,11492.5,4863.5,11228.5,4071.5,10076.5,4419.5,6992.5,5619.5,7280.5,6303.5,6272.5,8463.5,4682.5
0,MO-308.jpg,E13,8460.5,13033.5,8421.5,12955.5,8487.5,12937.5,8547.5,12943.5,7956.5,12865.5,8007.5,12883.5,7998.5,12844.5,7851.5,12019.5,7890.5,12064.5,7911.5,12031.5,8706.5,11647.5,8697.5,11689.5,8754.5,11692.5,6373.5,13629.5,5719.5,11691.5,6157.5,11679.5,6049.5,10959.5,6967.5,9459.5,7375.5,9873.5,7642.5,9661.5,8794.5,8237.5
0,MO-309.jpg,E14,8245.5,11079.5,8257.5,11010.5,8311.5,11022.5,8389.5,11037.5,7693.5,10698.5,7732.5,10722.5,7744.5,10689.5,8011.5,9876.5,8017.5,9939.5,8056.5,9924.5,8929.5,9891.5,8890.5,9933.5,8947.5,9954.5,5986.5,10680.5,6258.5,8720.5,6522.5,8872.5,6706.5,8056.5,8232.5,7102.5,8400.5,7570.5,8892.5,7270.5,10404.5,6658.5
0,MO-312.jpg,E17,8561.5,11168.5,8474.5,11036.5,8621.5,11075.5,8726.5,11081.5,7736.5,10922.5,7796.5,10925.5,7763.5,10865.5,7580.5,9650.5,7625.5,9701.5,7667.5,9671.5,8921.5,9191.5,8909.5,9275.5,8984.5,9266.5,5624.5,12056.5,4712.5,9608.5,5248.5,9552.5,5096.5,8228.5,6688.5,5814.5,7112.5,6590.5,8024.5,5814.5,9824.5,4686.5
0,MO-317-E-22.jpg,E22,7625.5,11286.5,7160.5,11037.5,7619.5,11205.5,7691.5,11208.5,6821.5,11274.5,6857.5,11262.5,6836.5,11241.5,6434.5,10497.5,6467.5,10527.5,6485.5,10494.5,7532.5,10095.5,7532.5,10149.5,7592.5,10146.5,5986.5,12288.5,5080.5,11190.5,5374.5,10980.5,5050.5,10284.5,5302.5,8946.5,5752.5,9108.5,6028.5,8436.5,7282.5,7332.5
0,MO-328.jpg,E37,9599,10575,9560,10515,9620,10470,9704,10461,9140,10641,9179,10641,9164,10614,8966,9972,8993,10002,9017,9984,9650,9372,9650,9432,9695,9414,7765,11660,6757,9948,7093,9852,6909,9012,8029,7286,8381,7702,8853,7350,9661,6322
0,MO-329.jpg,E38,10177.5,9519.5,10133.5,9463.5,10173.5,9395.5,10257.5,9391.5,9641.5,9779.5,9681.5,9755.5,9653.5,9727.5,9433.5,9071.5,9477.5,9099.5,9477.5,9071.5,10037.5,8327.5,10041.5,8371.5,10085.5,8363.5,8923.5,11047.5,7587.5,9775.5,7835.5,9567.5,7379.5,8839.5,7915.5,7043.5,8315.5,7155.5,8715.5,6533.5,9891.5,5593.5
0,MO-331-E-35.jpg,E35,8110.5,11794.5,8066.5,11722.5,8130.5,11682.5,8230.5,11694.5,7522.5,11878.5,7586.5,11886.5,7554.5,11842.5,7166.5,10962.5,7210.5,10994.5,7230.5,10958.5,7950.5,10150.5,7958.5,10214.5,8018.5,10194.5,5434.5,13142.5,4366.5,10994.5,4870.5,10910.5,4534.5,10226.5,4954.5,7970.5,5614.5,8330.5,5914.5,7718.5,7522.5,6086.5
0,MO-332-E-39.jpg,E39,7272.5,11452.5,7191.5,11386.5,7317.5,11356.5,7410.5,11344.5,6552.5,11458.5,6600.5,11458.5,6582.5,11422.5,6348.5,10558.5,6387.5,10597.5,6417.5,10561.5,7320.5,10024.5,7326.5,10087.5,7398.5,10078.5,4992.5,12610.5,3824.5,10754.5,4264.5,10682.5,3752.5,9666.5,4560.5,7824.5,5128.5,8104.5,5544.5,7360.5,6304.5,6038.5
0,MO-334.jpg,E41,8519.5,11057.5,8483.5,10989.5,8551.5,10961.5,8623.5,10957.5,8039.5,11041.5,8091.5,11041.5,8067.5,11005.5,7863.5,10309.5,7903.5,10349.5,7935.5,10317.5,8571.5,9781.5,8567.5,9837.5,8619.5,9825.5,6918.5,12151.5,5868.5,10489.5,6144.5,10381.5,5922.5,9499.5,6630.5,8041.5,7098.5,8323.5,7314.5,8029.5,8136.5,6961.5
0,MO-336.jpg,E45,9731.5,11892.5,9671.5,11852.5,9711.5,11796.5,9787.5,11740.5,9215.5,12112.5,9259.5,12096.5,9227.5,12060.5,8827.5,11304.5,8879.5,11332.5,8879.5,11300.5,9455.5,10536.5,9475.5,10592.5,9515.5,10564.5,8151.5,13496.5,6771.5,11924.5,7143.5,11732.5,6651.5,10880.5,6939.5,9140.5,7659.5,9440.5,7887.5,8744.5,8871.5,7388.5
0,MO-339.jpg,E48,9255.5,11839.5,9175.5,11675.5,9295.5,11735.5,9351.5,11855.5,8775.5,11783.5,8827.5,11783.5,8799.5,11735.5,8695.5,10975.5,8719.5,11031.5,8755.5,11003.5,9647.5,10527.5,9627.5,10591.5,9683.5,10587.5,7753.5,12917.5,6881.5,10973.5,7209.5,10957.5,7153.5,10221.5,7889.5,8529.5,8401.5,9017.5,9065.5,8369.5,10809.5,7555.5
0,MO-340-E-49.jpg,E49,7442.5,10412.5,7274.5,10259.5,7463.5,10319.5,7538.5,10313.5,7061.5,10271.5,7109.5,10277.5,7100.5,10244.5,6998.5,9893.5,7025.5,9941.5,7055.5,9908.5,7742.5,9359.5,7721.5,9404.5,7766.5,9416.5,6113.5,11152.5,5353.5,10080.5,5633.5,9936.5,5385.5,9104.5,6417.5,7544.5,6801.5,7976.5,7313.5,7608.5,8289.5,7198.5
0,MO-347.jpg,E61,9743.5,11438.5,9671.5,11358.5,9767.5,11330.5,9859.5,11290.5,8803.5,11350.5,8859.5,11358.5,8839.5,11318.5,8831.5,10370.5,8871.5,10410.5,8907.5,10378.5,9851.5,9826.5,9847.5,9886.5,9915.5,9878.5,7099.5,12606.5,5983.5,10434.5,6427.5,10290.5,6115.5,9342.5,7447.5,6822.5,7807.5,7326.5,8815.5,6762.5,10915.5,6066.5
0,MO-348.jpg,E62,9607.5,11525.5,9443.5,11329.5,9655.5,11417.5,9763.5,11425.5,8683.5,11333.5,8767.5,11341.5,8731.5,11285.5,8663.5,10289.5,8699.5,10345.5,8743.5,10305.5,9971.5,9509.5,9939.5,9581.5,10015.5,9573.5,6203.5,12313.5,5371.5,9681.5,5867.5,9689.5,5803.5,8547.5,7267.5,6151.5,8091.5,6847.5,9051.5,6063.5,11339.5,5447.5
0,MO-349.jpg,E63,8364.5,11364.5,8229.5,11235.5,8370.5,11283.5,8451.5,11277.5,7902.5,11409.5,7950.5,11397.5,7920.5,11370.5,7698.5,10821.5,7749.5,10851.5,7749.5,10812.5,8235.5,10188.5,8241.5,10251.5,8292.5,10242.5,7017.5,12506.5,5799.5,11180.5,6045.5,11048.5,5673.5,10508.5,5889.5,8828.5,6507.5,8978.5,6753.5,8432.5,8013.5,7178.5
0,MO-388-E-116.jpg,E116,6935.5,11841.5,6908.5,11772.5,6974.5,11754.5,7049.5,11769.5,6305.5,11688.5,6341.5,11703.5,6347.5,11670.5,6296.5,11019.5,6326.5,11055.5,6347.5,11028.5,7031.5,10551.5,7028.5,10608.5,7079.5,10596.5,4424.5,12388.5,4056.5,10948.5,4448.5,10724.5,4272.5,9860.5,4752.5,8232.5,5280.5,8704.5,5840.5,7786.5,7672.5,6896.5
0,MO-391-E-120.jpg,E120,6360,11546,6341.5,11489.5,6403.5,11477.5,6479.5,11491.5,5877.5,11443.5,5915.5,11457.5,5915.5,11417.5,5897.5,10817.5,5923.5,10855.5,5945.5,10825.5,6649.5,10599.5,6631.5,10653.5,6679.5,10649.5,4848.5,12256.5,4110.5,10702.5,4410.5,10612.5,4338.5,9778.5,5328.5,8608.5,5856.5,8986.5,6156.5,8704.5,7146.5,8182.5
0,MO-397-E-127a.jpg,E127,7499.5,12269.5,7435.5,12185.5,7523.5,12165.5,7607.5,12173.5,6639.5,12257.5,6691.5,12269.5,6679.5,12225.5,6607.5,11097.5,6639.5,11141.5,6671.5,11113.5,7575.5,10605.5,7567.5,10665.5,7635.5,10665.5,4463.5,13645.5,3455.5,11125.5,3971.5,11053.5,3695.5,9733.5,5591.5,7177.5,6083.5,7849.5,6995.5,7345.5,9755.5,6937.5
0,MO-398.jpg,E126,8018.5,10007.5,7907.5,9947.5,8006.5,9923.5,8093.5,9908.5,7484.5,10136.5,7529.5,10121.5,7502.5,10091.5,7157.5,9431.5,7184.5,9458.5,7208.5,9437.5,7892.5,8987.5,7892.5,9050.5,7949.5,9029.5,6384.5,11265.5,5200.5,9713.5,5512.5,9553.5,5256.5,8793.5,5696.5,7117.5,6288.5,7381.5,6712.5,6789.5,8336.5,5909.5
0,MO-413.jpg,E145,8709.5,10494.5,8670.5,10392.5,8757.5,10362.5,8850.5,10380.5,8271.5,10704.5,8310.5,10695.5,8274.5,10641.5,8148.5,10005.5,8190.5,10035.5,8217.5,9999.5,8826.5,9213.5,8817.5,9291.5,8892.5,9270.5,7032.5,12132.5,5848.5,10428.5,6168.5,10316.5,5840.5,9284.5,6472.5,7724.5,6632.5,7876.5,6704.5,7286.5,8168.5,5196.5
0,MO-414-E-146.jpg,E146,7789.5,11953.5,7702.5,11881.5,7795.5,11836.5,7870.5,11827.5,7243.5,12178.5,7306.5,12169.5,7252.5,12127.5,6802.5,11299.5,6853.5,11344.5,6862.5,11308.5,7666.5,10483.5,7669.5,10564.5,7723.5,10534.5,5951.5,13775.5,4695.5,12319.5,4967.5,12007.5,4271.5,10991.5,5015.5,8817.5,5655.5,9041.5,6375.5,8097.5,7879.5,7293.5
0,MO-415.jpg,E147,7631.5,13113.5,7475.5,12963.5,7655.5,12999.5,7739.5,12891.5,6575.5,13041.5,6641.5,13035.5,6611.5,12993.5,6563.5,11997.5,6623.5,12063.5,6647.5,12009.5,7667.5,11283.5,7667.5,11343.5,7739.5,11331.5,5218.5,14533.5,3550.5,12361.5,4126.5,12145.5,3826.5,10897.5,5218.5,8593.5,5722.5,9085.5,6418.5,8569.5,7738.5,7537.5
0,MO-417-E-149.jpg,E149,8027.5,11757.5,7946.5,11679.5,8042.5,11631.5,8099.5,11604.5,7352.5,11670.5,7406.5,11676.5,7397.5,11634.5,7298.5,11073.5,7331.5,11106.5,7358.5,11085.5,7943.5,10569.5,7949.5,10620.5,7988.5,10596.5,5982.5,12596.5,5118.5,11052.5,5470.5,11004.5,5254.5,10196.5,5798.5,8932.5,6358.5,9124.5,6766.5,8712.5,8118.5,7722.5
0,MO-422.jpg,E155,8070.5,10051.5,8049.5,9991.5,8073.5,9940.5,8145.5,9949.5,7596.5,10075.5,7647.5,10066.5,7629.5,10033.5,7374.5,9493.5,7422.5,9538.5,7437.5,9499.5,7995.5,8911.5,8004.5,8968.5,8049.5,8953.5,6368.5,10905.5,5660.5,9645.5,5924.5,9597.5,5600.5,9057.5,6194.5,7665.5,6572.5,7863.5,6884.5,7389.5,7454.5,6201.5
0,MO-428-E-163.jpg,E163,6997.5,12824.5,6977.5,12744.5,7041.5,12716.5,7137.5,12708.5,6309.5,12752.5,6361.5,12764.5,6353.5,12712.5,6037.5,11606.5,6073.5,11654.5,6117.5,11614.5,7017.5,11102.5,7021.5,11178.5,7093.5,11166.5,3993.5,13670.5,3081.5,11030.5,3645.5,11102.5,3597.5,10070.5,4257.5,8606.5,5001.5,8966.5,5433.5,7958.5,6861.5,7016.5
0,MO-429-E-162.jpg,E162,7943.5,10736.5,7877.5,10662.5,7975.5,10648.5,8039.5,10622.5,7263.5,10572.5,7305.5,10586.5,7305.5,10554.5,7439.5,10032.5,7451.5,10076.5,7483.5,10054.5,8123.5,9628.5,8107.5,9668.5,8157.5,9668.5,5831.5,11096.5,5631.5,9576.5,5943.5,9584.5,5671.5,9008.5,6599.5,7776.5,6911.5,8072.5,7391.5,7552.5,8991.5,7116.5
0,MO-431.jpg,E164,2474.5,12138.5,2381.5,12108.5,2462.5,12081.5,2519.5,12048.5,2033.5,12243.5,2081.5,12231.5,2060.5,12201.5,1766.5,11721.5,1796.5,11748.5,1808.5,11727.5,2315.5,11268.5,2324.5,11316.5,2363.5,11307.5,1271.5,13116.5,299.5,11952.5,521.5,11844.5,329.5,11262.5,737.5,10230.5,1271.5,10362.5,1289.5,9882.5,1859.5,8838.5
0,MO-432.jpg,E165,6238.5,13114.5,5966.5,12914.5,6254.5,13014.5,6342.5,13022.5,5118.5,12910.5,5174.5,12906.5,5158.5,12878.5,5090.5,12006.5,5126.5,12054.5,5166.5,12018.5,6046.5,11234.5,6050.5,11294.5,6110.5,11290.5,3580.5,13972.5,2780.5,12404.5,3156.5,12180.5,2844.5,11084.5,4180.5,8961.5,4268.5,9137.5,4340.5,8913.5,5804.5,7190.5
0,MO-434.jpg,NO TAG,5980.5,11506.5,5932.5,11458.5,5995.5,11446.5,6058.5,11446.5,5599.5,11542.5,5647.5,11542.5,5626.5,11503.5,5443.5,10909.5,5473.5,10948.5,5509.5,10924.5,6094.5,10534.5,6082.5,10597.5,6121.5,10588.5,4377.5,12243.5,3753.5,10827.5,4041.5,10713.5,3921.5,10071.5,4443.5,8757.5,4959.5,9009.5,5409.5,8643.5,6147.5,7803.5
0,MO-439.jpg,E175,9697.5,12008.5,9649.5,11942.5,9730.5,11945.5,9796.5,11957.5,9145.5,11828.5,9193.5,11840.5,9181.5,11789.5,9070.5,10994.5,9088.5,11042.5,9112.5,11018.5,9910.5,10613.5,9904.5,10664.5,9955.5,10655.5,7652.5,12513.5,7060.5,10593.5,7428.5,10569.5,7324.5,9609.5,8404.5,8445.5,8772.5,8765.5,9260.5,8389.5,10108.5,7205.5
0,MO-441.jpg,E177,9341.5,11039.5,9278.5,10955.5,9371.5,10973.5,9455.5,10994.5,8789.5,10913.5,8825.5,10925.5,8816.5,10889.5,8768.5,10190.5,8789.5,10235.5,8822.5,10211.5,9530.5,9842.5,9524.5,9899.5,9575.5,9905.5,7646.5,11494.5,7034.5,10036.5,7274.5,9976.5,7268.5,9358.5,8096.5,8182.5,8402.5,8398.5,8594.5,8080.5,9662.5,6736.5
0,MO-442.jpg,E179,9516.5,10856.5,9492.5,10790.5,9576.5,10772.5,9636.5,10847.5,8901.5,10721.5,8949.5,10727.5,8949.5,10688.5,8898.5,9920.5,8916.5,9971.5,8958.5,9944.5,9855.5,9692.5,9828.5,9746.5,9888.5,9737.5,7262.5,11326.5,6842.5,9418.5,7166.5,9454.5,7214.5,8362.5,8294.5,7366.5,8618.5,7750.5,9134.5,7186.5,10382.5,6178.5
0,MO-444-E-181.jpg,E181,7488.5,12083.5,7419.5,12050.5,7461.5,11993.5,7533.5,11969.5,7107.5,12170.5,7152.5,12161.5,7119.5,12128.5,6771.5,11603.5,6831.5,11633.5,6837.5,11591.5,7251.5,11087.5,7266.5,11129.5,7317.5,11120.5,6068.5,13252.5,5024.5,11998.5,5270.5,11860.5,4982.5,11392.5,5120.5,9922.5,5522.5,10090.5,5762.5,9658.5,6908.5,8080.5
0,MO-445-E-182.jpg,E182,7010.5,11160.5,6929.5,11094.5,7028.5,11061.5,7103.5,11064.5,6386.5,11124.5,6431.5,11115.5,6410.5,11082.5,6398.5,10506.5,6434.5,10548.5,6464.5,10512.5,7025.5,9903.5,7025.5,9954.5,7079.5,9942.5,5269.5,12083.5,4357.5,10649.5,4771.5,10571.5,4441.5,9833.5,5359.5,8387.5,5587.5,8573.5,5677.5,8159.5,6985.5,7013.5
0,MO-446-E-183.jpg,E183,7697.5,13286.5,7622.5,13217.5,7712.5,13172.5,7790.5,13160.5,6881.5,13445.5,6938.5,13430.5,6902.5,13400.5,6686.5,12452.5,6722.5,12485.5,6737.5,12455.5,7472.5,11699.5,7472.5,11753.5,7526.5,11729.5,6353.5,15058.5,4541.5,13450.5,4901.5,13138.5,4313.5,12178.5,5177.5,9934.5,5705.5,10294.5,6041.5,9634.5,7673.5,8062.5
0,MO-447-E-184.jpg,E184,6934.5,10723.5,6841.5,10702.5,6916.5,10657.5,6988.5,10615.5,6484.5,10939.5,6523.5,10921.5,6493.5,10906.5,6016.5,10300.5,6055.5,10321.5,6058.5,10288.5,6679.5,9688.5,6694.5,9721.5,6739.5,9691.5,6162.5,12036.5,4674.5,11220.5,4842.5,11028.5,4350.5,10488.5,4428.5,8766.5,4824.5,8868.5,4914.5,8220.5,6000.5,6618.5
0,MO-448-E-185.jpg,E185,7521.5,11828.5,7457.5,11744.5,7517.5,11740.5,7585.5,11724.5,6933.5,11788.5,6981.5,11788.5,6965.5,11744.5,6713.5,11020.5,6765.5,11076.5,6785.5,11040.5,7545.5,10540.5,7541.5,10608.5,7589.5,10584.5,5619.5,12927.5,4569.5,11187.5,4953.5,11085.5,4617.5,10263.5,5391.5,8751.5,5949.5,8973.5,6195.5,8391.5,7773.5,7311.5
0,MO-449.jpg,E186,8521.5,11094.5,8500.5,10998.5,8599.5,10959.5,8701.5,10971.5,7948.5,11133.5,8020.5,11142.5,7993.5,11100.5,7819.5,10125.5,7840.5,10170.5,7876.5,10137.5,8860.5,9657.5,8842.5,9702.5,8899.5,9708.5,6498.5,12116.5,5646.5,10160.5,5934.5,10100.5,5742.5,9104.5,7026.5,7244.5,7506.5,7760.5,8022.5,7220.5,9594.5,6356.5
0,MO-430-E-169.jpg,E169,6786.5,12951.5,6734.5,12891.5,6802.5,12835.5,6898.5,12839.5,6010.5,12919.5,6062.5,12919.5,6046.5,12883.5,5810.5,11927.5,5850.5,11963.5,5878.5,11935.5,6762.5,11255.5,6758.5,11311.5,6818.5,11295.5,4294.5,13839.5,3534.5,11791.5,3846.5,11703.5,3662.5,11323.5,4318.5,9193.5,4782.5,9393.5,5150.5,8769.5,6966.5,7321.5
0,MO-475-E-218.jpg,E218,7158.5,11488.5,7083.5,11419.5,7179.5,11413.5,7254.5,11467.5,6678.5,11563.5,6717.5,11557.5,6684.5,11527.5,6444.5,10969.5,6492.5,11008.5,6507.5,10981.5,7068.5,10351.5,7074.5,10399.5,7116.5,10396.5,6021.5,12583.5,4981.5,11519.5,5213.5,11295.5,4725.5,10567.5,5229.5,9071.5,5693.5,9247.5,5925.5,8855.5,6925.5,7903.5
0,MO-477-E-220.jpg,E220,6400.5,11340.5,6308.5,11272.5,6408.5,11264.5,6480.5,11252.5,5728.5,11468.5,5784.5,11468.5,5756.5,11420.5,5668.5,10744.5,5704.5,10784.5,5728.5,10748.5,6368.5,10164.5,6368.5,10228.5,6412.5,10216.5,4818.5,12484.5,3594.5,11364.5,3954.5,11100.5,3674.5,10244.5,4178.5,8308.5,4794.5,8580.5,5290.5,8060.5,6874.5,6880.5
0,MO-480-E-223.jpg,E223,6708.5,11315.5,6690.5,11279.5,6771.5,11270.5,6831.5,11291.5,6291.5,11192.5,6324.5,11207.5,6324.5,11180.5,6303.5,10595.5,6318.5,10634.5,6348.5,10619.5,7023.5,10409.5,7011.5,10439.5,7056.5,10451.5,5157.5,11716.5,4683.5,10300.5,4989.5,10264.5,4881.5,9730.5,5739.5,8572.5,6075.5,8902.5,6507.5,8458.5,7869.5,7630.5
0,MO-481-E-160.jpg,588160 (Rupestris parent),5369.5,11179.5,5303.5,11077.5,5401.5,11097.5,5467.5,10977.5,4887.5,10995.5,4937.5,11007.5,4923.5,10973.5,4877.5,10507.5,4907.5,10543.5,4925.5,10525.5,5435.5,10293.5,5433.5,10323.5,5483.5,10321.5,3762.5,11375.5,3228.5,10265.5,3462.5,10199.5,3336.5,9611.5,4230.5,8711.5,4554.5,8873.5,4962.5,8627.5,5814.5,8411.5
0,MO-484-E-227.jpg,E227,6742.5,11745.5,6704.5,11699.5,6764.5,11683.5,6820.5,11701.5,6332.5,11783.5,6366.5,11775.5,6350.5,11755.5,6184.5,11231.5,6212.5,11251.5,6232.5,11227.5,6776.5,10819.5,6774.5,10859.5,6816.5,10849.5,5642.5,12250.5,5132.5,11470.5,5240.5,11374.5,4898.5,10750.5,5432.5,9520.5,5756.5,9772.5,6032.5,9400.5,6626.5,8668.5
0,MO-485-E-230.jpg,E230,6399.5,12351.5,6333.5,12285.5,6408.5,12267.5,6495.5,12207.5,5895.5,12303.5,5937.5,12309.5,5925.5,12279.5,5775.5,11571.5,5802.5,11598.5,5832.5,11583.5,6618.5,11076.5,6609.5,11127.5,6666.5,11124.5,4379.5,13304.5,3555.5,11504.5,3939.5,11392.5,3731.5,10528.5,5019.5,9108.5,5443.5,9556.5,5811.5,9020.5,7619.5,8280.5
0,MO-486-E-231.jpg,E231,7285.5,11744.5,7237.5,11693.5,7330.5,11654.5,7405.5,11648.5,6718.5,11876.5,6769.5,11873.5,6748.5,11837.5,6430.5,11069.5,6466.5,11111.5,6487.5,11081.5,7180.5,10235.5,7192.5,10304.5,7234.5,10274.5,5092.5,13075.5,4148.5,11227.5,4524.5,11123.5,4148.5,10275.5,4804.5,8391.5,5348.5,8727.5,5836.5,8167.5,6668.5,6929.5
0,MO-487-E-234.jpg,E234,6156.5,10369.5,6104.5,10361.5,6134.5,10319.5,6186.5,10295.5,5766.5,10579.5,5796.5,10567.5,5778.5,10545.5,5478.5,10065.5,5506.5,10079.5,5506.5,10059.5,5878.5,9617.5,5898.5,9667.5,5926.5,9647.5,5227.5,11486.5,4189.5,10802.5,4333.5,10604.5,3985.5,10016.5,4123.5,8768.5,4591.5,8744.5,4679.5,8350.5,5687.5,7168.5
0,MO-491-E-303.jpg,E303,7767.5,11843.5,7695.5,11785.5,7791.5,11775.5,7863.5,11791.5,6991.5,11891.5,7035.5,11887.5,7013.5,11863.5,6893.5,11099.5,6921.5,11125.5,6937.5,11097.5,7785.5,10691.5,7781.5,10741.5,7835.5,10719.5,6040.5,12896.5,5026.5,11606.5,5368.5,11444.5,5008.5,10496.5,5656.5,8840.5,6268.5,9110.5,6700.5,8528.5,8248.5,7616.5
0,MO-494-E-307.jpg,E307,7295.5,12397.5,7209.5,12361.5,7285.5,12339.5,7353.5,12331.5,6803.5,12469.5,6855.5,12475.5,6827.5,12445.5,6509.5,11895.5,6547.5,11927.5,6543.5,11897.5,7023.5,11337.5,7035.5,11377.5,7075.5,11355.5,5870.5,13182.5,5066.5,12318.5,5258.5,12216.5,4940.5,11562.5,5126.5,10314.5,5606.5,10392.5,5720.5,9918.5,6530.5,8580.5
0,MO-496-E-309.jpg,E309,6257.5,10935.5,6179.5,10845.5,6261.5,10841.5,6333.5,10839.5,5771.5,10759.5,5813.5,10769.5,5807.5,10733.5,5661.5,10049.5,5683.5,10083.5,5705.5,10063.5,6347.5,9643.5,6339.5,9697.5,6387.5,9703.5,4424.5,11304.5,3932.5,9750.5,4310.5,9744.5,4208.5,9066.5,4976.5,8088.5,5276.5,8220.5,5696.5,7794.5,6698.5,6822.5
0,MO-498-E-312.jpg,E312,6686.5,10074.5,6670.5,10036.5,6648.5,9988.5,6684.5,9970.5,6522.833,10332.834,6549.5,10306.166,6516.167,10303.5,6189.5,10092.834,6230.833,10091.5,6210.833,10060.834,6278.833,9608.166,6308.167,9632.166,6322.833,9606.834,6493.5,11227.5,5527.5,11113.5,5599.5,10915.5,5119.5,10723.5,4699.5,9727.5,5041.5,9673.5,4987.5,9343.5,4573.5,8629.5
0,MO-499-E-313.jpg,E313,6917.5,11722.5,6785.5,11620.5,6929.5,11659.5,6986.5,11641.5,6413.5,11674.5,6443.5,11674.5,6437.5,11650.5,6356.5,11107.5,6380.5,11140.5,6395.5,11122.5,6977.5,10876.5,6971.5,10921.5,7016.5,10921.5,5628.5,12444.5,4860.5,11340.5,5068.5,11268.5,4852.5,10540.5,5812.5,9260.5,5916.5,9420.5,6133.5,9197.5,7421.5,8197.5
0,MO-500-E-314.jpg,E314,6940.5,11163.5,6919.5,11118.5,6973.5,11091.5,7033.5,11088.5,6466.5,11121.5,6505.5,11121.5,6499.5,11085.5,6481.5,10608.5,6505.5,10635.5,6526.5,10617.5,6994.5,10185.5,7000.5,10227.5,7027.5,10218.5,5578.5,11848.5,4906.5,10612.5,5176.5,10588.5,5026.5,9892.5,5458.5,8968.5,5746.5,9124.5,5836.5,8614.5,6730.5,7570.5
0,MO-501-E-316.jpg,E316,6744.5,11611.5,6742.5,11563.5,6774.5,11525.5,6826.5,11547.5,6502.5,11641.5,6534.5,11637.5,6524.5,11609.5,6412.5,11221.5,6432.5,11247.5,6456.5,11221.5,6896.5,10963.5,6884.5,10999.5,6934.5,10995.5,6038.5,12073.5,5522.5,11333.5,5666.5,11249.5,5614.5,10809.5,5998.5,10237.5,6286.5,10313.5,6518.5,10049.5,7262.5,9627.5
0,MO-562-E-399.jpg,E399,6446,9616,6416.833,9557.5,6470.167,9553.5,6519.5,9565.5,6026.167,9514.833,6067.5,9524.167,6059.5,9489.5,6063.5,8962.833,6084.833,8997.5,6103.5,8977.5,6627.5,8818.167,6619.5,8859.5,6662.167,8859.5,5213.5,10011.5,4845.5,8887.5,5057.5,8791.5,5037.5,8255.5,5761.5,7335.5,6065.5,7595.5,6289.5,7299.5,6957.5,6865.5
0,MO-566-E-404.jpg,E404,6989.5,10170.5,6923.5,10101.5,7001.5,10089.5,7073.5,10101.5,6521.5,10263.5,6551.5,10257.5,6527.5,10227.5,6389.5,9690.5,6425.5,9732.5,6449.5,9708.5,7013.5,9219.5,7022.5,9276.5,7061.5,9255.5,6211.5,11076.5,5107.5,10428.5,5305.5,10194.5,4813.5,9450.5,5431.5,7998.5,5839.5,8202.5,6127.5,7764.5,6757.5,7116.5
0,MO-568-E-406.jpg,E406,7306.5,11548.5,7026.5,11352.5,7290.5,11388.5,7394.5,11412.5,6538.5,11500.5,6630.5,11492.5,6586.5,11444.5,6258.5,10728.5,6314.5,10776.5,6334.5,10728.5,7274.5,9956.5,7266.5,10060.5,7326.5,10044.5,5442.5,13324.5,3426.5,11436.5,3874.5,11204.5,3466.5,10124.5,4186.5,7772.5,4874.5,8036.5,5378.5,7252.5,7778.5,5480.5
0,MO_570_E409.jpg,E409,7953.833,11151.5,7928.5,11076.834,7999.167,11047.5,8077.833,11080.834,7375,11124,7412,11136,7407,11091,7177.833,10269.5,7191.5,10305.5,7233.833,10266.166,8161.5,9740,8156,9785.5,8229,9773.5,6047.833,12684.5,4431.5,10326.5,4861.5,10269.166,4590.5,9256.5,5723.5,7071.5,6800.5,7580.5,7018.5,7159.5,8662.166,5854.833
